iteration,fitness,best_so_far,best_trial_number,best_param_0,best_param_1,best_param_2,best_param_3,best_param_4,best_param_5,best_param_6,best_param_7,best_param_8,best_param_9
1,323.0754632067604,323.0754632067604,0,437,10,0.8822750861925279,0.5777701224000391,0.3094554951795616,0.11025892384968691,0.4874219364632415,1,9,2
2,304.0079216135226,304.0079216135226,1,278,6,0.784806018042636,0.7411371166738822,0.6577138864930956,0.483482593428573,0.3601675252162789,3,6,1
3,306.05050480089244,304.0079216135226,1,278,6,0.784806018042636,0.7411371166738822,0.6577138864930956,0.483482593428573,0.3601675252162789,3,6,1
4,250.54489165693963,250.54489165693963,3,15,5,0.4428630002834677,0.7877441182293641,0.9449235219796945,0.3877208168203249,0.48922833951137423,1,13,3
5,381.32632616528826,250.54489165693963,3,15,5,0.4428630002834677,0.7877441182293641,0.9449235219796945,0.3877208168203249,0.48922833951137423,1,13,3
6,241.12375200091756,241.12375200091756,5,95,7,0.29378601952547156,0.2358730968917468,0.582529876011617,0.1903481148020944,0.7580425887825964,3,15,1
7,299.2227950169296,241.12375200091756,5,95,7,0.29378601952547156,0.2358730968917468,0.582529876011617,0.1903481148020944,0.7580425887825964,3,15,1
8,247.63712562855073,241.12375200091756,5,95,7,0.29378601952547156,0.2358730968917468,0.582529876011617,0.1903481148020944,0.7580425887825964,3,15,1
9,225.438792352461,225.438792352461,8,434,3,0.3686813661552627,0.5282236198573965,0.5442440481293213,0.6469085176460089,0.8370420193293276,2,15,3
10,342.4129483083818,225.438792352461,8,434,3,0.3686813661552627,0.5282236198573965,0.5442440481293213,0.6469085176460089,0.8370420193293276,2,15,3
11,216.4253727589517,216.4253727589517,10,497,2,0.1282397500546703,0.9761793288701908,0.39181179775805436,0.9788349339236544,0.9729663866894502,0,10,0
12,218.03552346680337,216.4253727589517,10,497,2,0.1282397500546703,0.9761793288701908,0.39181179775805436,0.9788349339236544,0.9729663866894502,0,10,0
13,219.45195488365272,216.4253727589517,10,497,2,0.1282397500546703,0.9761793288701908,0.39181179775805436,0.9788349339236544,0.9729663866894502,0,10,0
14,206.18686500881805,206.18686500881805,13,386,4,0.13160698735221443,0.993893720783136,0.3627747024850985,0.9856136881622936,0.8609288419879477,0,11,0
15,236.63479575357707,206.18686500881805,13,386,4,0.13160698735221443,0.993893720783136,0.3627747024850985,0.9856136881622936,0.8609288419879477,0,11,0
16,230.32669178916706,206.18686500881805,13,386,4,0.13160698735221443,0.993893720783136,0.3627747024850985,0.9856136881622936,0.8609288419879477,0,11,0
17,239.09026043987072,206.18686500881805,13,386,4,0.13160698735221443,0.993893720783136,0.3627747024850985,0.9856136881622936,0.8609288419879477,0,11,0
18,232.71626268467014,206.18686500881805,13,386,4,0.13160698735221443,0.993893720783136,0.3627747024850985,0.9856136881622936,0.8609288419879477,0,11,0
19,208.84249789012244,206.18686500881805,13,386,4,0.13160698735221443,0.993893720783136,0.3627747024850985,0.9856136881622936,0.8609288419879477,0,11,0
20,307.5451365133807,206.18686500881805,13,386,4,0.13160698735221443,0.993893720783136,0.3627747024850985,0.9856136881622936,0.8609288419879477,0,11,0
21,221.00884757203502,206.18686500881805,13,386,4,0.13160698735221443,0.993893720783136,0.3627747024850985,0.9856136881622936,0.8609288419879477,0,11,0
22,214.43609197643525,206.18686500881805,13,386,4,0.13160698735221443,0.993893720783136,0.3627747024850985,0.9856136881622936,0.8609288419879477,0,11,0
23,212.88106867808904,206.18686500881805,13,386,4,0.13160698735221443,0.993893720783136,0.3627747024850985,0.9856136881622936,0.8609288419879477,0,11,0
24,262.4213513862357,206.18686500881805,13,386,4,0.13160698735221443,0.993893720783136,0.3627747024850985,0.9856136881622936,0.8609288419879477,0,11,0
25,207.516112976222,206.18686500881805,13,386,4,0.13160698735221443,0.993893720783136,0.3627747024850985,0.9856136881622936,0.8609288419879477,0,11,0
26,222.47346690820663,206.18686500881805,13,386,4,0.13160698735221443,0.993893720783136,0.3627747024850985,0.9856136881622936,0.8609288419879477,0,11,0
27,258.8179925923261,206.18686500881805,13,386,4,0.13160698735221443,0.993893720783136,0.3627747024850985,0.9856136881622936,0.8609288419879477,0,11,0
28,215.24538662110453,206.18686500881805,13,386,4,0.13160698735221443,0.993893720783136,0.3627747024850985,0.9856136881622936,0.8609288419879477,0,11,0
29,213.4832076915347,206.18686500881805,13,386,4,0.13160698735221443,0.993893720783136,0.3627747024850985,0.9856136881622936,0.8609288419879477,0,11,0
30,269.1174613158794,206.18686500881805,13,386,4,0.13160698735221443,0.993893720783136,0.3627747024850985,0.9856136881622936,0.8609288419879477,0,11,0
31,230.70975700814722,206.18686500881805,13,386,4,0.13160698735221443,0.993893720783136,0.3627747024850985,0.9856136881622936,0.8609288419879477,0,11,0
32,239.70596234633942,206.18686500881805,13,386,4,0.13160698735221443,0.993893720783136,0.3627747024850985,0.9856136881622936,0.8609288419879477,0,11,0
33,214.0814100341745,206.18686500881805,13,386,4,0.13160698735221443,0.993893720783136,0.3627747024850985,0.9856136881622936,0.8609288419879477,0,11,0
34,204.6030623165,204.6030623165,33,461,4,0.11267242423776516,0.6064985831859466,0.3498097756966492,0.7972640317216979,0.5878386481032737,0,9,0
35,238.77857893541596,204.6030623165,33,461,4,0.11267242423776516,0.6064985831859466,0.3498097756966492,0.7972640317216979,0.5878386481032737,0,9,0
36,210.73217346795363,204.6030623165,33,461,4,0.11267242423776516,0.6064985831859466,0.3498097756966492,0.7972640317216979,0.5878386481032737,0,9,0
37,218.32319496384474,204.6030623165,33,461,4,0.11267242423776516,0.6064985831859466,0.3498097756966492,0.7972640317216979,0.5878386481032737,0,9,0
38,239.84508907690568,204.6030623165,33,461,4,0.11267242423776516,0.6064985831859466,0.3498097756966492,0.7972640317216979,0.5878386481032737,0,9,0
39,220.54281847881214,204.6030623165,33,461,4,0.11267242423776516,0.6064985831859466,0.3498097756966492,0.7972640317216979,0.5878386481032737,0,9,0
40,232.47315273472037,204.6030623165,33,461,4,0.11267242423776516,0.6064985831859466,0.3498097756966492,0.7972640317216979,0.5878386481032737,0,9,0
41,226.9927595059483,204.6030623165,33,461,4,0.11267242423776516,0.6064985831859466,0.3498097756966492,0.7972640317216979,0.5878386481032737,0,9,0
42,245.49456064469754,204.6030623165,33,461,4,0.11267242423776516,0.6064985831859466,0.3498097756966492,0.7972640317216979,0.5878386481032737,0,9,0
43,251.6767505859591,204.6030623165,33,461,4,0.11267242423776516,0.6064985831859466,0.3498097756966492,0.7972640317216979,0.5878386481032737,0,9,0
44,310.8576468417178,204.6030623165,33,461,4,0.11267242423776516,0.6064985831859466,0.3498097756966492,0.7972640317216979,0.5878386481032737,0,9,0
45,240.60466987088068,204.6030623165,33,461,4,0.11267242423776516,0.6064985831859466,0.3498097756966492,0.7972640317216979,0.5878386481032737,0,9,0
46,219.79255495841443,204.6030623165,33,461,4,0.11267242423776516,0.6064985831859466,0.3498097756966492,0.7972640317216979,0.5878386481032737,0,9,0
47,204.56925163372432,204.56925163372432,46,471,8,0.15007562478519004,0.5228178337907585,0.4682563141073511,0.6649594884020913,0.7977591187879677,1,11,1
48,339.9713108591688,204.56925163372432,46,471,8,0.15007562478519004,0.5228178337907585,0.4682563141073511,0.6649594884020913,0.7977591187879677,1,11,1
49,259.96166287691705,204.56925163372432,46,471,8,0.15007562478519004,0.5228178337907585,0.4682563141073511,0.6649594884020913,0.7977591187879677,1,11,1
50,218.25786781691204,204.56925163372432,46,471,8,0.15007562478519004,0.5228178337907585,0.4682563141073511,0.6649594884020913,0.7977591187879677,1,11,1
51,233.9776909329423,204.56925163372432,46,471,8,0.15007562478519004,0.5228178337907585,0.4682563141073511,0.6649594884020913,0.7977591187879677,1,11,1
52,226.53469335694265,204.56925163372432,46,471,8,0.15007562478519004,0.5228178337907585,0.4682563141073511,0.6649594884020913,0.7977591187879677,1,11,1
53,244.54545262606553,204.56925163372432,46,471,8,0.15007562478519004,0.5228178337907585,0.4682563141073511,0.6649594884020913,0.7977591187879677,1,11,1
54,228.28121634761501,204.56925163372432,46,471,8,0.15007562478519004,0.5228178337907585,0.4682563141073511,0.6649594884020913,0.7977591187879677,1,11,1
55,220.61518873092157,204.56925163372432,46,471,8,0.15007562478519004,0.5228178337907585,0.4682563141073511,0.6649594884020913,0.7977591187879677,1,11,1
56,229.20414396738434,204.56925163372432,46,471,8,0.15007562478519004,0.5228178337907585,0.4682563141073511,0.6649594884020913,0.7977591187879677,1,11,1
57,246.65101235074553,204.56925163372432,46,471,8,0.15007562478519004,0.5228178337907585,0.4682563141073511,0.6649594884020913,0.7977591187879677,1,11,1
58,207.81088906648245,204.56925163372432,46,471,8,0.15007562478519004,0.5228178337907585,0.4682563141073511,0.6649594884020913,0.7977591187879677,1,11,1
59,209.4254909443702,204.56925163372432,46,471,8,0.15007562478519004,0.5228178337907585,0.4682563141073511,0.6649594884020913,0.7977591187879677,1,11,1
60,205.46797295537803,204.56925163372432,46,471,8,0.15007562478519004,0.5228178337907585,0.4682563141073511,0.6649594884020913,0.7977591187879677,1,11,1
61,206.6845023395864,204.56925163372432,46,471,8,0.15007562478519004,0.5228178337907585,0.4682563141073511,0.6649594884020913,0.7977591187879677,1,11,1
62,209.7291186117935,204.56925163372432,46,471,8,0.15007562478519004,0.5228178337907585,0.4682563141073511,0.6649594884020913,0.7977591187879677,1,11,1
63,204.5805340013705,204.56925163372432,46,471,8,0.15007562478519004,0.5228178337907585,0.4682563141073511,0.6649594884020913,0.7977591187879677,1,11,1
64,223.11414262861058,204.56925163372432,46,471,8,0.15007562478519004,0.5228178337907585,0.4682563141073511,0.6649594884020913,0.7977591187879677,1,11,1
65,200.87259138806039,200.87259138806039,64,284,3,0.22876857317065855,0.8738053887197639,0.5568635931928217,0.8741280962233531,0.9315126557231923,2,15,0
66,210.68095640907507,200.87259138806039,64,284,3,0.22876857317065855,0.8738053887197639,0.5568635931928217,0.8741280962233531,0.9315126557231923,2,15,0
67,199.7985699211176,199.7985699211176,66,282,3,0.34964144937289965,0.9995378094855963,0.6953057597427644,0.9263055380298988,0.979320805121846,2,14,0
68,207.10425884378782,199.7985699211176,66,282,3,0.34964144937289965,0.9995378094855963,0.6953057597427644,0.9263055380298988,0.979320805121846,2,14,0
69,206.17102709890193,199.7985699211176,66,282,3,0.34964144937289965,0.9995378094855963,0.6953057597427644,0.9263055380298988,0.979320805121846,2,14,0
70,200.09851522929281,199.7985699211176,66,282,3,0.34964144937289965,0.9995378094855963,0.6953057597427644,0.9263055380298988,0.979320805121846,2,14,0
71,196.93742058803463,196.93742058803463,70,283,2,0.3010483525971521,0.9059643241660393,0.8468054983221058,0.8631583308655201,0.96516751292589,2,14,1
72,200.19629651455014,196.93742058803463,70,283,2,0.3010483525971521,0.9059643241660393,0.8468054983221058,0.8631583308655201,0.96516751292589,2,14,1
73,197.64672831551925,196.93742058803463,70,283,2,0.3010483525971521,0.9059643241660393,0.8468054983221058,0.8631583308655201,0.96516751292589,2,14,1
74,200.7543083996138,196.93742058803463,70,283,2,0.3010483525971521,0.9059643241660393,0.8468054983221058,0.8631583308655201,0.96516751292589,2,14,1
75,198.37864122323572,196.93742058803463,70,283,2,0.3010483525971521,0.9059643241660393,0.8468054983221058,0.8631583308655201,0.96516751292589,2,14,1
76,197.9669483490148,196.93742058803463,70,283,2,0.3010483525971521,0.9059643241660393,0.8468054983221058,0.8631583308655201,0.96516751292589,2,14,1
