iteration,fitness,best_so_far,best_trial_number,best_param_0,best_param_1,best_param_2,best_param_3,best_param_4,best_param_5,best_param_6,best_param_7,best_param_8,best_param_9
1,280.29737841115747,280.29737841115747,0,209,8,0.1001029373356104,0.3720993153686558,0.23208030173540176,0.183104735291918,0.2676341902399038,1,7,2
2,363.7856432713357,280.29737841115747,0,209,8,0.1001029373356104,0.3720993153686558,0.23208030173540176,0.183104735291918,0.2676341902399038,1,7,2
3,275.715619266715,275.715619266715,2,401,10,0.38208176034331853,0.7230903541023826,0.8887502370664345,0.9051459971534626,0.17653979023280014,0,4,4
4,353.66957447068813,275.715619266715,2,401,10,0.38208176034331853,0.7230903541023826,0.8887502370664345,0.9051459971534626,0.17653979023280014,0,4,4
5,272.4831295166652,272.4831295166652,4,495,8,0.3523995928579646,0.8103513956063396,0.1929034059198778,0.5031041735583147,0.917735952783786,1,6,0
6,232.25998281842274,232.25998281842274,5,10,8,0.29046530440005314,0.33899199343500364,0.5424158433523045,0.14802629060537237,0.6167058449428118,0,10,3
7,246.2305735838993,232.25998281842274,5,10,8,0.29046530440005314,0.33899199343500364,0.5424158433523045,0.14802629060537237,0.6167058449428118,0,10,3
8,215.55032368775093,215.55032368775093,7,452,3,0.2253487125256827,0.8266521598385714,0.45790915328698023,0.2488187774052395,0.9347577223564305,1,12,3
9,385.0687621660054,215.55032368775093,7,452,3,0.2253487125256827,0.8266521598385714,0.45790915328698023,0.2488187774052395,0.9347577223564305,1,12,3
10,332.4232077505314,215.55032368775093,7,452,3,0.2253487125256827,0.8266521598385714,0.45790915328698023,0.2488187774052395,0.9347577223564305,1,12,3
11,225.9122759571571,215.55032368775093,7,452,3,0.2253487125256827,0.8266521598385714,0.45790915328698023,0.2488187774052395,0.9347577223564305,1,12,3
12,224.90472600553102,215.55032368775093,7,452,3,0.2253487125256827,0.8266521598385714,0.45790915328698023,0.2488187774052395,0.9347577223564305,1,12,3
13,219.940587279589,215.55032368775093,7,452,3,0.2253487125256827,0.8266521598385714,0.45790915328698023,0.2488187774052395,0.9347577223564305,1,12,3
