iteration,fitness,best_so_far,best_trial_number,best_param_0,best_param_1,best_param_2,best_param_3,best_param_4,best_param_5,best_param_6,best_param_7,best_param_8,best_param_9
1,254.39385331544412,254.39385331544412,0,386,2,0.6702834114336479,0.7739234942847507,0.5486563110723314,0.30231698097776294,0.27825657828366157,3,4,0
2,189.80981294651906,189.80981294651906,1,343,10,0.10355343969512301,0.5609730370471989,0.8313588654869022,0.6512734601464494,0.7495797856886196,1,14,3
3,225.91931947548167,189.80981294651906,1,343,10,0.10355343969512301,0.5609730370471989,0.8313588654869022,0.6512734601464494,0.7495797856886196,1,14,3
4,436.67702758067986,189.80981294651906,1,343,10,0.10355343969512301,0.5609730370471989,0.8313588654869022,0.6512734601464494,0.7495797856886196,1,14,3
5,250.06657878670904,189.80981294651906,1,343,10,0.10355343969512301,0.5609730370471989,0.8313588654869022,0.6512734601464494,0.7495797856886196,1,14,3
6,439.2366687360975,189.80981294651906,1,343,10,0.10355343969512301,0.5609730370471989,0.8313588654869022,0.6512734601464494,0.7495797856886196,1,14,3
7,297.8063440207962,189.80981294651906,1,343,10,0.10355343969512301,0.5609730370471989,0.8313588654869022,0.6512734601464494,0.7495797856886196,1,14,3
8,217.28420303467036,189.80981294651906,1,343,10,0.10355343969512301,0.5609730370471989,0.8313588654869022,0.6512734601464494,0.7495797856886196,1,14,3
9,291.4389044645051,189.80981294651906,1,343,10,0.10355343969512301,0.5609730370471989,0.8313588654869022,0.6512734601464494,0.7495797856886196,1,14,3
10,208.6980556894848,189.80981294651906,1,343,10,0.10355343969512301,0.5609730370471989,0.8313588654869022,0.6512734601464494,0.7495797856886196,1,14,3
11,196.12662528977893,189.80981294651906,1,343,10,0.10355343969512301,0.5609730370471989,0.8313588654869022,0.6512734601464494,0.7495797856886196,1,14,3
12,200.41179172006508,189.80981294651906,1,343,10,0.10355343969512301,0.5609730370471989,0.8313588654869022,0.6512734601464494,0.7495797856886196,1,14,3
13,309.6149125463805,189.80981294651906,1,343,10,0.10355343969512301,0.5609730370471989,0.8313588654869022,0.6512734601464494,0.7495797856886196,1,14,3
14,204.93076203842728,189.80981294651906,1,343,10,0.10355343969512301,0.5609730370471989,0.8313588654869022,0.6512734601464494,0.7495797856886196,1,14,3
15,220.0673385599316,189.80981294651906,1,343,10,0.10355343969512301,0.5609730370471989,0.8313588654869022,0.6512734601464494,0.7495797856886196,1,14,3
16,245.39048022248775,189.80981294651906,1,343,10,0.10355343969512301,0.5609730370471989,0.8313588654869022,0.6512734601464494,0.7495797856886196,1,14,3
17,230.92814391237215,189.80981294651906,1,343,10,0.10355343969512301,0.5609730370471989,0.8313588654869022,0.6512734601464494,0.7495797856886196,1,14,3
18,265.0091731199248,189.80981294651906,1,343,10,0.10355343969512301,0.5609730370471989,0.8313588654869022,0.6512734601464494,0.7495797856886196,1,14,3
19,200.3209682151302,189.80981294651906,1,343,10,0.10355343969512301,0.5609730370471989,0.8313588654869022,0.6512734601464494,0.7495797856886196,1,14,3
20,304.6976698655787,189.80981294651906,1,343,10,0.10355343969512301,0.5609730370471989,0.8313588654869022,0.6512734601464494,0.7495797856886196,1,14,3
21,365.29690139537144,189.80981294651906,1,343,10,0.10355343969512301,0.5609730370471989,0.8313588654869022,0.6512734601464494,0.7495797856886196,1,14,3
22,201.5595850536492,189.80981294651906,1,343,10,0.10355343969512301,0.5609730370471989,0.8313588654869022,0.6512734601464494,0.7495797856886196,1,14,3
23,208.4817077486974,189.80981294651906,1,343,10,0.10355343969512301,0.5609730370471989,0.8313588654869022,0.6512734601464494,0.7495797856886196,1,14,3
24,191.08256964286466,189.80981294651906,1,343,10,0.10355343969512301,0.5609730370471989,0.8313588654869022,0.6512734601464494,0.7495797856886196,1,14,3
25,190.95310489889033,189.80981294651906,1,343,10,0.10355343969512301,0.5609730370471989,0.8313588654869022,0.6512734601464494,0.7495797856886196,1,14,3
26,207.98920681327033,189.80981294651906,1,343,10,0.10355343969512301,0.5609730370471989,0.8313588654869022,0.6512734601464494,0.7495797856886196,1,14,3
27,232.15138712772287,189.80981294651906,1,343,10,0.10355343969512301,0.5609730370471989,0.8313588654869022,0.6512734601464494,0.7495797856886196,1,14,3
28,192.69274901121872,189.80981294651906,1,343,10,0.10355343969512301,0.5609730370471989,0.8313588654869022,0.6512734601464494,0.7495797856886196,1,14,3
29,203.87574012246463,189.80981294651906,1,343,10,0.10355343969512301,0.5609730370471989,0.8313588654869022,0.6512734601464494,0.7495797856886196,1,14,3
