iteration,fitness,best_so_far,best_trial_number,best_param_0,best_param_1,best_param_2,best_param_3,best_param_4,best_param_5,best_param_6,best_param_7,best_param_8,best_param_9
1,285.96100383576095,285.96100383576095,0,484,6,0.9754159239683959,0.7433343943069282,0.7279559421375438,0.29448054602233875,0.9786470092986176,0,5,2
2,288.65062035790265,285.96100383576095,0,484,6,0.9754159239683959,0.7433343943069282,0.7279559421375438,0.29448054602233875,0.9786470092986176,0,5,2
3,234.65504048789438,234.65504048789438,2,219,10,0.8076753873415549,0.8796603687235286,0.25584887934635336,0.16745372831179633,0.6406684492399923,0,12,2
4,260.8217208169213,234.65504048789438,2,219,10,0.8076753873415549,0.8796603687235286,0.25584887934635336,0.16745372831179633,0.6406684492399923,0,12,2
5,752.3141962457332,234.65504048789438,2,219,10,0.8076753873415549,0.8796603687235286,0.25584887934635336,0.16745372831179633,0.6406684492399923,0,12,2
6,477.9372744932937,234.65504048789438,2,219,10,0.8076753873415549,0.8796603687235286,0.25584887934635336,0.16745372831179633,0.6406684492399923,0,12,2
7,257.21536387535497,234.65504048789438,2,219,10,0.8076753873415549,0.8796603687235286,0.25584887934635336,0.16745372831179633,0.6406684492399923,0,12,2
8,248.85445344371317,234.65504048789438,2,219,10,0.8076753873415549,0.8796603687235286,0.25584887934635336,0.16745372831179633,0.6406684492399923,0,12,2
9,268.09123204199557,234.65504048789438,2,219,10,0.8076753873415549,0.8796603687235286,0.25584887934635336,0.16745372831179633,0.6406684492399923,0,12,2
10,228.2662587078252,228.2662587078252,9,334,3,0.4280978577931802,0.8791974243496894,0.4152566897699641,0.2701231835105394,0.5253591782491958,1,10,2
11,214.18690206636214,214.18690206636214,10,94,3,0.10617985266808455,0.4076041147298599,0.9765645273121968,0.3800922427696005,0.38038837786189394,3,14,0
12,235.1087920975877,214.18690206636214,10,94,3,0.10617985266808455,0.4076041147298599,0.9765645273121968,0.3800922427696005,0.38038837786189394,3,14,0
13,221.2737166628446,214.18690206636214,10,94,3,0.10617985266808455,0.4076041147298599,0.9765645273121968,0.3800922427696005,0.38038837786189394,3,14,0
14,220.18280524983567,214.18690206636214,10,94,3,0.10617985266808455,0.4076041147298599,0.9765645273121968,0.3800922427696005,0.38038837786189394,3,14,0
15,221.48369079962265,214.18690206636214,10,94,3,0.10617985266808455,0.4076041147298599,0.9765645273121968,0.3800922427696005,0.38038837786189394,3,14,0
16,269.88157359598625,214.18690206636214,10,94,3,0.10617985266808455,0.4076041147298599,0.9765645273121968,0.3800922427696005,0.38038837786189394,3,14,0
17,212.40629238715294,212.40629238715294,16,67,2,0.2655295698322875,0.4959963102435285,0.8547304759314648,0.4949612594794807,0.4311323022340059,2,15,1
18,206.86165968768535,206.86165968768535,17,55,4,0.2866550233781997,0.526196404723176,0.8506650019374032,0.11637551231051524,0.44905017066504727,2,13,1
19,224.09894474015184,206.86165968768535,17,55,4,0.2866550233781997,0.526196404723176,0.8506650019374032,0.11637551231051524,0.44905017066504727,2,13,1
20,218.92567478008345,206.86165968768535,17,55,4,0.2866550233781997,0.526196404723176,0.8506650019374032,0.11637551231051524,0.44905017066504727,2,13,1
21,337.42583672328146,206.86165968768535,17,55,4,0.2866550233781997,0.526196404723176,0.8506650019374032,0.11637551231051524,0.44905017066504727,2,13,1
22,220.65981634418438,206.86165968768535,17,55,4,0.2866550233781997,0.526196404723176,0.8506650019374032,0.11637551231051524,0.44905017066504727,2,13,1
23,598.3425374563511,206.86165968768535,17,55,4,0.2866550233781997,0.526196404723176,0.8506650019374032,0.11637551231051524,0.44905017066504727,2,13,1
24,204.73074893574355,204.73074893574355,23,170,4,0.19882450468324048,0.47788480163879093,0.7699106450341066,0.32427833399079675,0.2999729944961946,2,14,1
25,208.02387150345194,204.73074893574355,23,170,4,0.19882450468324048,0.47788480163879093,0.7699106450341066,0.32427833399079675,0.2999729944961946,2,14,1
26,202.69773567339476,202.69773567339476,25,265,7,0.1939977939929868,0.6265585849362515,0.7751753290272153,0.11174449961721727,0.21313383217610193,1,12,1
27,214.54525865119138,202.69773567339476,25,265,7,0.1939977939929868,0.6265585849362515,0.7751753290272153,0.11174449961721727,0.21313383217610193,1,12,1
28,202.20134859550882,202.20134859550882,27,206,7,0.1809621097877645,0.7659504228313665,0.6715859816470363,0.20735795628383974,0.2866718938538271,1,11,1
29,209.85976710565188,202.20134859550882,27,206,7,0.1809621097877645,0.7659504228313665,0.6715859816470363,0.20735795628383974,0.2866718938538271,1,11,1
30,248.11239202077886,202.20134859550882,27,206,7,0.1809621097877645,0.7659504228313665,0.6715859816470363,0.20735795628383974,0.2866718938538271,1,11,1
31,199.41893599489418,199.41893599489418,30,177,7,0.19522512892454785,0.6101314187840144,0.6342397027659548,0.2967952229832847,0.27176520644522695,1,5,1
32,201.58709849584966,199.41893599489418,30,177,7,0.19522512892454785,0.6101314187840144,0.6342397027659548,0.2967952229832847,0.27176520644522695,1,5,1
33,201.01483927532968,199.41893599489418,30,177,7,0.19522512892454785,0.6101314187840144,0.6342397027659548,0.2967952229832847,0.27176520644522695,1,5,1
34,254.4305374520098,199.41893599489418,30,177,7,0.19522512892454785,0.6101314187840144,0.6342397027659548,0.2967952229832847,0.27176520644522695,1,5,1
35,219.0070874947998,199.41893599489418,30,177,7,0.19522512892454785,0.6101314187840144,0.6342397027659548,0.2967952229832847,0.27176520644522695,1,5,1
36,202.4822629750055,199.41893599489418,30,177,7,0.19522512892454785,0.6101314187840144,0.6342397027659548,0.2967952229832847,0.27176520644522695,1,5,1
37,288.22670016136743,199.41893599489418,30,177,7,0.19522512892454785,0.6101314187840144,0.6342397027659548,0.2967952229832847,0.27176520644522695,1,5,1
38,226.5889423675364,199.41893599489418,30,177,7,0.19522512892454785,0.6101314187840144,0.6342397027659548,0.2967952229832847,0.27176520644522695,1,5,1
39,198.93988449411762,198.93988449411762,38,265,8,0.1670663776069691,0.7124159767459842,0.7004460296661277,0.23772411811666644,0.2512784163143279,1,6,1
40,246.24179889131895,198.93988449411762,38,265,8,0.1670663776069691,0.7124159767459842,0.7004460296661277,0.23772411811666644,0.2512784163143279,1,6,1
41,262.767802346113,198.93988449411762,38,265,8,0.1670663776069691,0.7124159767459842,0.7004460296661277,0.23772411811666644,0.2512784163143279,1,6,1
42,206.6666804184774,198.93988449411762,38,265,8,0.1670663776069691,0.7124159767459842,0.7004460296661277,0.23772411811666644,0.2512784163143279,1,6,1
43,198.41850491029228,198.41850491029228,42,255,8,0.17578159202944074,0.8134354660603866,0.6889375543621161,0.22550699762767928,0.2457096097781703,1,3,1
44,199.07257051174946,198.41850491029228,42,255,8,0.17578159202944074,0.8134354660603866,0.6889375543621161,0.22550699762767928,0.2457096097781703,1,3,1
45,206.36353540149662,198.41850491029228,42,255,8,0.17578159202944074,0.8134354660603866,0.6889375543621161,0.22550699762767928,0.2457096097781703,1,3,1
46,197.23767624038325,197.23767624038325,45,411,9,0.22976832231706473,0.9636228451924462,0.5938398503802338,0.2549549377087609,0.3507547914785704,1,3,0
47,205.92662261514255,197.23767624038325,45,411,9,0.22976832231706473,0.9636228451924462,0.5938398503802338,0.2549549377087609,0.3507547914785704,1,3,0
48,304.0027776347358,197.23767624038325,45,411,9,0.22976832231706473,0.9636228451924462,0.5938398503802338,0.2549549377087609,0.3507547914785704,1,3,0
49,207.04210244421841,197.23767624038325,45,411,9,0.22976832231706473,0.9636228451924462,0.5938398503802338,0.2549549377087609,0.3507547914785704,1,3,0
50,194.35056695115682,194.35056695115682,49,329,8,0.2445261615515531,0.8470058890640022,0.7076296319699507,0.36360356148049316,0.33852458694226584,1,5,4
51,202.3142910075682,194.35056695115682,49,329,8,0.2445261615515531,0.8470058890640022,0.7076296319699507,0.36360356148049316,0.33852458694226584,1,5,4
52,200.25361715765598,194.35056695115682,49,329,8,0.2445261615515531,0.8470058890640022,0.7076296319699507,0.36360356148049316,0.33852458694226584,1,5,4
53,193.17146757444863,193.17146757444863,52,375,8,0.1313320887340938,0.9997612596746924,0.7450626025375795,0.440349583878407,0.5942859731815966,1,3,3
54,199.4358375352958,193.17146757444863,52,375,8,0.1313320887340938,0.9997612596746924,0.7450626025375795,0.440349583878407,0.5942859731815966,1,3,3
55,194.96262876938076,193.17146757444863,52,375,8,0.1313320887340938,0.9997612596746924,0.7450626025375795,0.440349583878407,0.5942859731815966,1,3,3
56,194.89079541701614,193.17146757444863,52,375,8,0.1313320887340938,0.9997612596746924,0.7450626025375795,0.440349583878407,0.5942859731815966,1,3,3
57,345.73838262341565,193.17146757444863,52,375,8,0.1313320887340938,0.9997612596746924,0.7450626025375795,0.440349583878407,0.5942859731815966,1,3,3
58,191.22991335868298,191.22991335868298,57,379,10,0.13098575226868267,0.9180225916757816,0.799664216035044,0.5297792890512902,0.587303685918522,1,3,4
59,196.48291686298498,191.22991335868298,57,379,10,0.13098575226868267,0.9180225916757816,0.799664216035044,0.5297792890512902,0.587303685918522,1,3,4
60,195.0448950589071,191.22991335868298,57,379,10,0.13098575226868267,0.9180225916757816,0.799664216035044,0.5297792890512902,0.587303685918522,1,3,4
61,191.21189570118037,191.21189570118037,60,379,10,0.10411382496609524,0.9103825054966787,0.7508240547434009,0.5358269706343368,0.7337299168617588,1,2,4
62,189.47406578280578,189.47406578280578,61,369,10,0.10053660245437956,0.9138203701825764,0.7555119227173225,0.54572608053656,0.7145529995703978,1,2,4
63,191.20308540328227,189.47406578280578,61,369,10,0.10053660245437956,0.9138203701825764,0.7555119227173225,0.54572608053656,0.7145529995703978,1,2,4
