iteration,fitness,best_so_far,best_trial_number,best_param_0,best_param_1,best_param_2,best_param_3,best_param_4,best_param_5,best_param_6,best_param_7,best_param_8,best_param_9
1,344.92285588644165,344.92285588644165,0,276,8,0.36181426502164993,0.5597448446778968,0.9036522589128893,0.9066637800400943,0.21302677941745263,0,2,2
2,254.84310347962543,254.84310347962543,1,15,6,0.6842296428532847,0.3506385543831778,0.7086294117821181,0.6317765356747157,0.12158369413944883,2,5,2
3,302.14207256792054,254.84310347962543,1,15,6,0.6842296428532847,0.3506385543831778,0.7086294117821181,0.6317765356747157,0.12158369413944883,2,5,2
4,271.5777000868624,254.84310347962543,1,15,6,0.6842296428532847,0.3506385543831778,0.7086294117821181,0.6317765356747157,0.12158369413944883,2,5,2
5,238.51687846300263,238.51687846300263,4,204,6,0.34231202042595515,0.36261349680288935,0.5119177593906802,0.8744805216522339,0.6276276140210393,1,5,2
6,255.63816648535447,238.51687846300263,4,204,6,0.34231202042595515,0.36261349680288935,0.5119177593906802,0.8744805216522339,0.6276276140210393,1,5,2
7,253.0267962702178,238.51687846300263,4,204,6,0.34231202042595515,0.36261349680288935,0.5119177593906802,0.8744805216522339,0.6276276140210393,1,5,2
8,293.3767006937267,238.51687846300263,4,204,6,0.34231202042595515,0.36261349680288935,0.5119177593906802,0.8744805216522339,0.6276276140210393,1,5,2
9,204.6151280580469,204.6151280580469,8,65,6,0.26903334243149046,0.9568911187280874,0.713450600926684,0.5869177060237941,0.7364625407271079,1,14,4
10,262.452537895551,204.6151280580469,8,65,6,0.26903334243149046,0.9568911187280874,0.713450600926684,0.5869177060237941,0.7364625407271079,1,14,4
11,309.5642757246366,204.6151280580469,8,65,6,0.26903334243149046,0.9568911187280874,0.713450600926684,0.5869177060237941,0.7364625407271079,1,14,4
12,225.1166878195691,204.6151280580469,8,65,6,0.26903334243149046,0.9568911187280874,0.713450600926684,0.5869177060237941,0.7364625407271079,1,14,4
13,199.57047089956203,199.57047089956203,12,296,4,0.1075463701446083,0.7208006125387247,0.9919949363897631,0.3466255910973771,0.9517139154478707,1,12,3
14,193.60346829481773,193.60346829481773,13,352,10,0.11290218770236513,0.7660067408063781,0.8571428572229886,0.32136009101205987,0.8302065640689853,1,12,3
15,216.37174255889036,193.60346829481773,13,352,10,0.11290218770236513,0.7660067408063781,0.8571428572229886,0.32136009101205987,0.8302065640689853,1,12,3
16,190.02300304260157,190.02300304260157,15,451,10,0.10020333694901375,0.7155805073709305,0.8294413391353626,0.27936269393276014,0.470320016910225,1,10,3
17,225.08726717545704,190.02300304260157,15,451,10,0.10020333694901375,0.7155805073709305,0.8294413391353626,0.27936269393276014,0.470320016910225,1,10,3
18,213.53401920360827,190.02300304260157,15,451,10,0.10020333694901375,0.7155805073709305,0.8294413391353626,0.27936269393276014,0.470320016910225,1,10,3
19,223.54777202899618,190.02300304260157,15,451,10,0.10020333694901375,0.7155805073709305,0.8294413391353626,0.27936269393276014,0.470320016910225,1,10,3
20,241.9426918837332,190.02300304260157,15,451,10,0.10020333694901375,0.7155805073709305,0.8294413391353626,0.27936269393276014,0.470320016910225,1,10,3
21,233.30399549982758,190.02300304260157,15,451,10,0.10020333694901375,0.7155805073709305,0.8294413391353626,0.27936269393276014,0.470320016910225,1,10,3
