iteration,fitness,best_so_far,best_trial_number,best_param_0,best_param_1,best_param_2,best_param_3,best_param_4,best_param_5,best_param_6,best_param_7,best_param_8,best_param_9
1,473.7503463360662,473.7503463360662,0,6,6,0.5461959638207315,0.22044657606334894,0.2278999769090847,0.2967028080634704,0.47665736245940726,0,3,1
2,3223.9538058134117,473.7503463360662,0,6,6,0.5461959638207315,0.22044657606334894,0.2278999769090847,0.2967028080634704,0.47665736245940726,0,3,1
3,313.43564780404785,313.43564780404785,2,194,8,0.8423834180504933,0.5191016278305393,0.9464719685739904,0.823365793011086,0.9850233234018992,0,9,4
4,358.9776279350156,313.43564780404785,2,194,8,0.8423834180504933,0.5191016278305393,0.9464719685739904,0.823365793011086,0.9850233234018992,0,9,4
5,261.05410066684334,261.05410066684334,4,306,6,0.5301766121845122,0.49199991828971124,0.8833674667838779,0.2686227823552794,0.7189066838734076,2,14,0
6,363.75812908904334,261.05410066684334,4,306,6,0.5301766121845122,0.49199991828971124,0.8833674667838779,0.2686227823552794,0.7189066838734076,2,14,0
7,402.3217715335605,261.05410066684334,4,306,6,0.5301766121845122,0.49199991828971124,0.8833674667838779,0.2686227823552794,0.7189066838734076,2,14,0
8,223.10977858986672,223.10977858986672,7,250,5,0.2928303665964437,0.29497574145417593,0.30907641452184875,0.7561770585637713,0.474326800313313,2,8,2
9,230.1324404224889,223.10977858986672,7,250,5,0.2928303665964437,0.29497574145417593,0.30907641452184875,0.7561770585637713,0.474326800313313,2,8,2
10,214.12600487478565,214.12600487478565,9,270,4,0.19274864666151104,0.5415413933568841,0.6688825162592096,0.1341722952342534,0.5500971283975833,0,13,3
11,216.13239524312647,214.12600487478565,9,270,4,0.19274864666151104,0.5415413933568841,0.6688825162592096,0.1341722952342534,0.5500971283975833,0,13,3
12,214.9711689594985,214.12600487478565,9,270,4,0.19274864666151104,0.5415413933568841,0.6688825162592096,0.1341722952342534,0.5500971283975833,0,13,3
13,216.59560318137363,214.12600487478565,9,270,4,0.19274864666151104,0.5415413933568841,0.6688825162592096,0.1341722952342534,0.5500971283975833,0,13,3
14,213.69911454392744,213.69911454392744,13,411,4,0.2698998406147647,0.7529027508771289,0.5572007916137046,0.6593887971873874,0.30478529789141984,1,12,3
15,218.24415455160988,213.69911454392744,13,411,4,0.2698998406147647,0.7529027508771289,0.5572007916137046,0.6593887971873874,0.30478529789141984,1,12,3
16,212.81058951910674,212.81058951910674,15,160,4,0.29698788529571085,0.9239902927209538,0.4592352819648803,0.9481727727641582,0.31889012381927495,1,12,3
17,216.61128163557478,212.81058951910674,15,160,4,0.29698788529571085,0.9239902927209538,0.4592352819648803,0.9481727727641582,0.31889012381927495,1,12,3
18,224.10421056036753,212.81058951910674,15,160,4,0.29698788529571085,0.9239902927209538,0.4592352819648803,0.9481727727641582,0.31889012381927495,1,12,3
19,259.23530081966504,212.81058951910674,15,160,4,0.29698788529571085,0.9239902927209538,0.4592352819648803,0.9481727727641582,0.31889012381927495,1,12,3
20,219.58900749244077,212.81058951910674,15,160,4,0.29698788529571085,0.9239902927209538,0.4592352819648803,0.9481727727641582,0.31889012381927495,1,12,3
21,273.8433939867565,212.81058951910674,15,160,4,0.29698788529571085,0.9239902927209538,0.4592352819648803,0.9481727727641582,0.31889012381927495,1,12,3
22,208.50600686674085,208.50600686674085,21,84,4,0.23958223873824278,0.6239520435576695,0.6815944698836359,0.5960364098812484,0.5954283437765896,0,13,3
23,216.93419079128623,208.50600686674085,21,84,4,0.23958223873824278,0.6239520435576695,0.6815944698836359,0.5960364098812484,0.5954283437765896,0,13,3
24,210.88507210456495,208.50600686674085,21,84,4,0.23958223873824278,0.6239520435576695,0.6815944698836359,0.5960364098812484,0.5954283437765896,0,13,3
25,198.50193879118117,198.50193879118117,24,95,5,0.1918790133220699,0.866835582919047,0.7766430878803077,0.7564847107672068,0.643956070116882,0,10,2
26,201.36061325653645,198.50193879118117,24,95,5,0.1918790133220699,0.866835582919047,0.7766430878803077,0.7564847107672068,0.643956070116882,0,10,2
27,205.84326315301269,198.50193879118117,24,95,5,0.1918790133220699,0.866835582919047,0.7766430878803077,0.7564847107672068,0.643956070116882,0,10,2
28,208.50708829479515,198.50193879118117,24,95,5,0.1918790133220699,0.866835582919047,0.7766430878803077,0.7564847107672068,0.643956070116882,0,10,2
29,239.0506729203721,198.50193879118117,24,95,5,0.1918790133220699,0.866835582919047,0.7766430878803077,0.7564847107672068,0.643956070116882,0,10,2
30,205.45827915648673,198.50193879118117,24,95,5,0.1918790133220699,0.866835582919047,0.7766430878803077,0.7564847107672068,0.643956070116882,0,10,2
31,217.85269215440871,198.50193879118117,24,95,5,0.1918790133220699,0.866835582919047,0.7766430878803077,0.7564847107672068,0.643956070116882,0,10,2
32,207.54770396933517,198.50193879118117,24,95,5,0.1918790133220699,0.866835582919047,0.7766430878803077,0.7564847107672068,0.643956070116882,0,10,2
33,316.4717384050298,198.50193879118117,24,95,5,0.1918790133220699,0.866835582919047,0.7766430878803077,0.7564847107672068,0.643956070116882,0,10,2
34,205.003038539527,198.50193879118117,24,95,5,0.1918790133220699,0.866835582919047,0.7766430878803077,0.7564847107672068,0.643956070116882,0,10,2
35,223.594487749111,198.50193879118117,24,95,5,0.1918790133220699,0.866835582919047,0.7766430878803077,0.7564847107672068,0.643956070116882,0,10,2
36,217.33295563198638,198.50193879118117,24,95,5,0.1918790133220699,0.866835582919047,0.7766430878803077,0.7564847107672068,0.643956070116882,0,10,2
37,248.75131915720033,198.50193879118117,24,95,5,0.1918790133220699,0.866835582919047,0.7766430878803077,0.7564847107672068,0.643956070116882,0,10,2
38,246.2873144529883,198.50193879118117,24,95,5,0.1918790133220699,0.866835582919047,0.7766430878803077,0.7564847107672068,0.643956070116882,0,10,2
39,228.59521794637627,198.50193879118117,24,95,5,0.1918790133220699,0.866835582919047,0.7766430878803077,0.7564847107672068,0.643956070116882,0,10,2
40,250.0048689025753,198.50193879118117,24,95,5,0.1918790133220699,0.866835582919047,0.7766430878803077,0.7564847107672068,0.643956070116882,0,10,2
41,346.1628928717055,198.50193879118117,24,95,5,0.1918790133220699,0.866835582919047,0.7766430878803077,0.7564847107672068,0.643956070116882,0,10,2
42,198.33485365923008,198.33485365923008,41,43,5,0.15054616008314367,0.5978213173821104,0.9929442071493915,0.786532676729363,0.8030060658648426,0,10,2
43,202.2117617254824,198.33485365923008,41,43,5,0.15054616008314367,0.5978213173821104,0.9929442071493915,0.786532676729363,0.8030060658648426,0,10,2
44,932.5021897922684,198.33485365923008,41,43,5,0.15054616008314367,0.5978213173821104,0.9929442071493915,0.786532676729363,0.8030060658648426,0,10,2
45,201.138938680071,198.33485365923008,41,43,5,0.15054616008314367,0.5978213173821104,0.9929442071493915,0.786532676729363,0.8030060658648426,0,10,2
46,202.96694557227823,198.33485365923008,41,43,5,0.15054616008314367,0.5978213173821104,0.9929442071493915,0.786532676729363,0.8030060658648426,0,10,2
47,329.2916439751494,198.33485365923008,41,43,5,0.15054616008314367,0.5978213173821104,0.9929442071493915,0.786532676729363,0.8030060658648426,0,10,2
48,235.05376117622265,198.33485365923008,41,43,5,0.15054616008314367,0.5978213173821104,0.9929442071493915,0.786532676729363,0.8030060658648426,0,10,2
49,208.95746370624587,198.33485365923008,41,43,5,0.15054616008314367,0.5978213173821104,0.9929442071493915,0.786532676729363,0.8030060658648426,0,10,2
50,204.51141134682618,198.33485365923008,41,43,5,0.15054616008314367,0.5978213173821104,0.9929442071493915,0.786532676729363,0.8030060658648426,0,10,2
51,216.4173951930066,198.33485365923008,41,43,5,0.15054616008314367,0.5978213173821104,0.9929442071493915,0.786532676729363,0.8030060658648426,0,10,2
