datetime,power,GHI,DHI,Cloud_mean,Temperature_mean,Wind_speed_mean,Precipitation_intensity_mean,hour_cos,hour_sin,zenith_cos,zenith_sin,azimuth_cos,azimuth_sin,power_lag1,power_lag2,power_lag3,power_lag4,Wind_cos,Wind_sin
6/3/2020 6:00,-0.662021005,-0.418877992,-0.55657291,-0.963706513,-1.435441211,-0.763796514,-0.151625452,-5.41E-06,1.413853977,-0.835649013,1.235772722,-0.842125482,1.139381591,-0.75513761,-0.773164647,-0.77465858,-0.774616024,0.636481641,-1.253452409
6/3/2020 7:00,-0.593343313,0.025898257,-0.430511694,-0.985444538,-0.957497215,-0.536571775,-0.151625452,-0.366163715,1.365683295,-0.618320947,1.33245327,-1.049113563,0.955712185,-0.662021005,-0.75513761,-0.773164537,-0.774616024,1.368877563,0.316311539
6/3/2020 8:00,-0.256638707,0.424234147,-0.135623362,-1.045224107,-0.591881071,-0.330649355,-0.151625452,-0.707368933,1.224454002,0.076444323,1.405329193,-1.397339122,0.292530285,-0.593343313,-0.662021005,-0.755137502,-0.773122009,-0.068410126,-1.40881384
6/3/2020 9:00,-0.136334308,1.009627487,0.248287862,-0.90936145,-0.338225693,-0.293725335,-0.151625452,-1.000368497,0.99979064,0.690634786,1.182421904,-0.678739805,-1.309076855,-0.256638707,-0.593343313,-0.662020902,-0.755095316,1.298642957,0.5413766
6/3/2020 10:00,0.509181596,1.497026602,0.109049986,-1.072396639,-0.078304992,-0.0113312,-0.151625452,-1.22519497,0.707003648,0.702002985,1.175049782,1.100307262,0.796595569,-0.136334308,-0.256638707,-0.593343213,-0.661980488,0.942900745,-1.039779162
6/3/2020 11:00,1.240210884,1.671989424,0.718185455,-0.914795956,0.023719607,0.87080145,-0.151625452,-1.3665268,0.366045973,-0.624474992,1.330271974,0.578020855,-1.321774963,0.509181596,-0.136334308,-0.256638625,-0.593304106,0.961447291,-1.022482275
6/3/2020 12:00,2.059048355,2.142995477,0.522975125,-0.990879044,0.166882555,0.666299185,-0.151625452,-1.414732455,0.000153319,-0.465367727,-1.320149683,1.030099885,-0.957734041,1.240210884,0.509181596,-0.136334233,-0.256605924,0.119630383,-1.404218533
6/3/2020 13:00,2.856278043,2.384845352,0.463681078,-0.903926943,0.238096944,0.529964342,-0.151625452,-1.3665268,-0.365739336,-1.530444555,0.345417589,0.263633575,1.367478265,2.059048355,1.240210884,0.509181637,-0.136303821,-0.526690247,-1.311236235
6/3/2020 14:00,3.181149557,2.365131599,0.32236451,-1.072396639,0.270767463,0.779911555,-0.151625452,-1.22519497,-0.70669701,-1.231375598,-0.861894772,-1.274963721,-0.699069015,2.856278043,2.059048355,1.240210887,0.509199767,1.397770035,0.128297216
6/3/2020 15:00,3.04145713,2.320462453,0.575305167,-1.072396639,0.312982179,0.541325579,-0.151625452,-1.000368497,-0.999484003,0.914706378,1.005012245,-0.264084198,-1.450245928,3.181149557,2.856278043,2.059048314,1.240215109,-0.969136428,1.045170648
6/3/2020 16:00,2.797739323,1.800877623,0.447025652,-1.072396639,0.357032317,0.608072846,-0.151625452,-0.707368933,-1.224147365,1.135291105,-0.672487993,-1.397432824,-0.359878544,3.04145713,3.181149557,2.856277961,2.059036956,-0.505597082,-1.319392711
6/3/2020 17:00,1.719026787,1.688520752,0.38044031,-1.072396639,0.394474934,0.605232537,-0.151625452,-0.366163715,-1.365376658,0.973439081,-0.887475032,1.331831725,0.241086877,2.797739323,3.04145713,3.181149456,2.856251435,1.083503804,0.904485942
6/3/2020 18:00,0.758986444,1.171059939,0.574923329,-1.072396639,0.340513515,0.149362905,-0.151625452,-5.41E-06,-1.413547339,1.249368806,-0.437903642,-0.366855519,1.361042395,1.719026787,2.797739323,3.041457038,3.18111675,-1.28320978,-0.60232176
6/3/2020 19:00,0.095012299,0.428021376,0.443243633,-0.778933298,0.307475912,0.383688417,-0.151625452,0.36615289,-1.365376658,1.314403911,0.253929197,-1.154480448,0.827672273,0.758986444,1.719026787,2.797739243,3.041426989,0.926904005,-1.054209328
6/3/2020 20:00,0.229173066,0.257408853,0.201194461,-0.882188918,0.215337707,-0.133247864,-0.151625452,0.707358109,-1.224147365,1.200609534,0.609595502,-1.324956122,0.522058543,0.095012299,0.758986444,1.719026764,2.797713831,0.995246304,-0.989294893
6/3/2020 21:00,-0.099119697,-0.186208188,-0.10062151,-1.066962132,0.109617376,0.633635629,-0.151625452,1.000357673,-0.999484003,1.319382806,0.222724624,-1.400447878,0.278525791,0.229173066,0.095012299,0.758986472,1.719021875,1.368651337,0.317324164
6/3/2020 22:00,-0.625197691,-0.693372921,-0.568118976,-1.072396639,-0.289036372,0.069834246,-0.151625452,1.225184145,-0.70669701,0.650700238,-1.150008765,-1.417407277,-0.253954321,-0.099119697,0.229173066,0.095012363,0.75899985,1.388010686,-0.198919421
6/3/2020 23:00,-0.771619373,-0.905450566,-0.771638836,-1.072396639,-0.974750186,-1.800509384,-0.151625452,1.366515975,-0.365739336,-1.548004156,0.262309158,-0.944544212,-1.125350799,-0.625197691,-0.099119697,0.229173122,0.095038373,0.189683281,1.409629732
