iteration,fitness,best_so_far,best_trial_number,best_param_0,best_param_1,best_param_2,best_param_3,best_param_4,best_param_5,best_param_6,best_param_7,best_param_8,best_param_9,best_param_10,best_param_11,best_param_12,best_param_13,best_param_14,best_param_15,best_param_16,best_param_17,best_param_18,best_param_19,best_param_20,best_param_21,best_param_22,best_param_23,best_param_24,best_param_25,best_selected_features_count
1,198.62216531086327,198.62216531086327,0,563,0.013942870378286286,1.2672964698525508,8,10.471633233749218,58,0.20608223611202775,16,0,0,1,1,0,1,1,1,1,0,1,1,1,0,0,1,0,0,10
2,265.4633214270544,198.62216531086327,0,563,0.013942870378286286,1.2672964698525508,8,10.471633233749218,58,0.20608223611202775,16,0,0,1,1,0,1,1,1,1,0,1,1,1,0,0,1,0,0,10
3,236.56168096027133,198.62216531086327,0,563,0.013942870378286286,1.2672964698525508,8,10.471633233749218,58,0.20608223611202775,16,0,0,1,1,0,1,1,1,1,0,1,1,1,0,0,1,0,0,10
4,274.7417701783277,198.62216531086327,0,563,0.013942870378286286,1.2672964698525508,8,10.471633233749218,58,0.20608223611202775,16,0,0,1,1,0,1,1,1,1,0,1,1,1,0,0,1,0,0,10
5,246.87689932392792,198.62216531086327,0,563,0.013942870378286286,1.2672964698525508,8,10.471633233749218,58,0.20608223611202775,16,0,0,1,1,0,1,1,1,1,0,1,1,1,0,0,1,0,0,10
6,235.0231171913754,198.62216531086327,0,563,0.013942870378286286,1.2672964698525508,8,10.471633233749218,58,0.20608223611202775,16,0,0,1,1,0,1,1,1,1,0,1,1,1,0,0,1,0,0,10
7,203.1814566895069,198.62216531086327,0,563,0.013942870378286286,1.2672964698525508,8,10.471633233749218,58,0.20608223611202775,16,0,0,1,1,0,1,1,1,1,0,1,1,1,0,0,1,0,0,10
8,316.76000613866967,198.62216531086327,0,563,0.013942870378286286,1.2672964698525508,8,10.471633233749218,58,0.20608223611202775,16,0,0,1,1,0,1,1,1,1,0,1,1,1,0,0,1,0,0,10
9,372.1817317132753,198.62216531086327,0,563,0.013942870378286286,1.2672964698525508,8,10.471633233749218,58,0.20608223611202775,16,0,0,1,1,0,1,1,1,1,0,1,1,1,0,0,1,0,0,10
10,184.4415559774563,184.4415559774563,9,436,0.033276896473109774,0.7552838371481605,5,10.712964279423842,228,0.30720850547807294,8,1,0,0,1,1,0,1,0,1,0,1,1,1,0,0,1,1,1,11
11,215.6775024685838,184.4415559774563,9,436,0.033276896473109774,0.7552838371481605,5,10.712964279423842,228,0.30720850547807294,8,1,0,0,1,1,0,1,0,1,0,1,1,1,0,0,1,1,1,11
12,189.19020180458662,184.4415559774563,9,436,0.033276896473109774,0.7552838371481605,5,10.712964279423842,228,0.30720850547807294,8,1,0,0,1,1,0,1,0,1,0,1,1,1,0,0,1,1,1,11
13,184.82575298320802,184.4415559774563,9,436,0.033276896473109774,0.7552838371481605,5,10.712964279423842,228,0.30720850547807294,8,1,0,0,1,1,0,1,0,1,0,1,1,1,0,0,1,1,1,11
14,191.85188611605628,184.4415559774563,9,436,0.033276896473109774,0.7552838371481605,5,10.712964279423842,228,0.30720850547807294,8,1,0,0,1,1,0,1,0,1,0,1,1,1,0,0,1,1,1,11
15,187.9035342934936,184.4415559774563,9,436,0.033276896473109774,0.7552838371481605,5,10.712964279423842,228,0.30720850547807294,8,1,0,0,1,1,0,1,0,1,0,1,1,1,0,0,1,1,1,11
16,224.70531126784255,184.4415559774563,9,436,0.033276896473109774,0.7552838371481605,5,10.712964279423842,228,0.30720850547807294,8,1,0,0,1,1,0,1,0,1,0,1,1,1,0,0,1,1,1,11
17,183.0612990016258,183.0612990016258,16,684,0.03315279220244731,0.7019411202626056,6,15.793750525983478,155,0.7023254803267802,19,1,0,0,1,1,0,1,0,1,0,1,1,1,0,0,1,0,0,9
18,205.0688928369867,183.0612990016258,16,684,0.03315279220244731,0.7019411202626056,6,15.793750525983478,155,0.7023254803267802,19,1,0,0,1,1,0,1,0,1,0,1,1,1,0,0,1,0,0,9
19,197.79324575830327,183.0612990016258,16,684,0.03315279220244731,0.7019411202626056,6,15.793750525983478,155,0.7023254803267802,19,1,0,0,1,1,0,1,0,1,0,1,1,1,0,0,1,0,0,9
20,193.59300751410277,183.0612990016258,16,684,0.03315279220244731,0.7019411202626056,6,15.793750525983478,155,0.7023254803267802,19,1,0,0,1,1,0,1,0,1,0,1,1,1,0,0,1,0,0,9
21,268.7957503197887,183.0612990016258,16,684,0.03315279220244731,0.7019411202626056,6,15.793750525983478,155,0.7023254803267802,19,1,0,0,1,1,0,1,0,1,0,1,1,1,0,0,1,0,0,9
22,181.3079854219595,181.3079854219595,21,367,0.06681816001225462,0.9934039745094637,6,14.573601169866981,191,0.4086500194189799,19,1,0,1,1,1,0,1,0,1,0,1,1,1,0,0,1,0,0,10
23,187.58714272266926,181.3079854219595,21,367,0.06681816001225462,0.9934039745094637,6,14.573601169866981,191,0.4086500194189799,19,1,0,1,1,1,0,1,0,1,0,1,1,1,0,0,1,0,0,10
24,198.45757827464894,181.3079854219595,21,367,0.06681816001225462,0.9934039745094637,6,14.573601169866981,191,0.4086500194189799,19,1,0,1,1,1,0,1,0,1,0,1,1,1,0,0,1,0,0,10
25,183.01323394612447,181.3079854219595,21,367,0.06681816001225462,0.9934039745094637,6,14.573601169866981,191,0.4086500194189799,19,1,0,1,1,1,0,1,0,1,0,1,1,1,0,0,1,0,0,10
26,187.65021985660647,181.3079854219595,21,367,0.06681816001225462,0.9934039745094637,6,14.573601169866981,191,0.4086500194189799,19,1,0,1,1,1,0,1,0,1,0,1,1,1,0,0,1,0,0,10
