iteration,fitness,best_so_far,best_trial_number,best_param_0,best_param_1,best_param_2,best_param_3,best_param_4,best_param_5,best_param_6,best_param_7,best_param_8,best_param_9,best_param_10,best_param_11,best_param_12,best_param_13,best_param_14,best_param_15,best_param_16,best_param_17,best_param_18,best_param_19,best_param_20,best_param_21,best_param_22,best_param_23,best_param_24,best_param_25,best_selected_features_count
1,350.57370206275897,350.57370206275897,0,636,0.07307616300722367,1.6424582461156636,1,3.045476918783391,152,0.5345191885708934,9,0,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,14
2,193.6722338477481,193.6722338477481,1,175,0.191952986139237,0.8065125974698397,3,14.62824108261307,254,0.26305791504482673,14,1,1,1,0,0,0,1,1,0,1,0,0,1,0,0,1,1,0,9
3,204.96766893521013,193.6722338477481,1,175,0.191952986139237,0.8065125974698397,3,14.62824108261307,254,0.26305791504482673,14,1,1,1,0,0,0,1,1,0,1,0,0,1,0,0,1,1,0,9
4,233.1636150526368,193.6722338477481,1,175,0.191952986139237,0.8065125974698397,3,14.62824108261307,254,0.26305791504482673,14,1,1,1,0,0,0,1,1,0,1,0,0,1,0,0,1,1,0,9
5,215.15899145469544,193.6722338477481,1,175,0.191952986139237,0.8065125974698397,3,14.62824108261307,254,0.26305791504482673,14,1,1,1,0,0,0,1,1,0,1,0,0,1,0,0,1,1,0,9
6,542.4237789312883,193.6722338477481,1,175,0.191952986139237,0.8065125974698397,3,14.62824108261307,254,0.26305791504482673,14,1,1,1,0,0,0,1,1,0,1,0,0,1,0,0,1,1,0,9
7,443.4479723435572,193.6722338477481,1,175,0.191952986139237,0.8065125974698397,3,14.62824108261307,254,0.26305791504482673,14,1,1,1,0,0,0,1,1,0,1,0,0,1,0,0,1,1,0,9
8,259.04806440960374,193.6722338477481,1,175,0.191952986139237,0.8065125974698397,3,14.62824108261307,254,0.26305791504482673,14,1,1,1,0,0,0,1,1,0,1,0,0,1,0,0,1,1,0,9
9,258.02310879330145,193.6722338477481,1,175,0.191952986139237,0.8065125974698397,3,14.62824108261307,254,0.26305791504482673,14,1,1,1,0,0,0,1,1,0,1,0,0,1,0,0,1,1,0,9
10,184.86783959805874,184.86783959805874,9,497,0.05920610001608332,0.5535993491153823,7,14.763716068295276,78,0.681182962114008,11,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,0,1,0,10
11,188.1484347685169,184.86783959805874,9,497,0.05920610001608332,0.5535993491153823,7,14.763716068295276,78,0.681182962114008,11,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,0,1,0,10
12,188.21787886426773,184.86783959805874,9,497,0.05920610001608332,0.5535993491153823,7,14.763716068295276,78,0.681182962114008,11,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,0,1,0,10
13,192.5202643624101,184.86783959805874,9,497,0.05920610001608332,0.5535993491153823,7,14.763716068295276,78,0.681182962114008,11,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,0,1,0,10
14,183.54786235221138,183.54786235221138,13,349,0.043422466870349175,1.409650275894192,8,11.889470796237896,83,0.6973837170359211,1,1,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,8
15,181.66109416001,181.66109416001,14,338,0.037708858063318564,1.522778906340168,7,11.822955825674851,70,0.9986906474095134,1,1,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,8
16,182.68581389684033,181.66109416001,14,338,0.037708858063318564,1.522778906340168,7,11.822955825674851,70,0.9986906474095134,1,1,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,8
17,191.24221282566995,181.66109416001,14,338,0.037708858063318564,1.522778906340168,7,11.822955825674851,70,0.9986906474095134,1,1,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,8
18,188.7072516551293,181.66109416001,14,338,0.037708858063318564,1.522778906340168,7,11.822955825674851,70,0.9986906474095134,1,1,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,8
19,187.54026866455416,181.66109416001,14,338,0.037708858063318564,1.522778906340168,7,11.822955825674851,70,0.9986906474095134,1,1,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,8
20,185.15176545687876,181.66109416001,14,338,0.037708858063318564,1.522778906340168,7,11.822955825674851,70,0.9986906474095134,1,1,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,8
21,319.65883982652997,181.66109416001,14,338,0.037708858063318564,1.522778906340168,7,11.822955825674851,70,0.9986906474095134,1,1,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,8
22,184.28088966350992,181.66109416001,14,338,0.037708858063318564,1.522778906340168,7,11.822955825674851,70,0.9986906474095134,1,1,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,8
23,186.68401077074378,181.66109416001,14,338,0.037708858063318564,1.522778906340168,7,11.822955825674851,70,0.9986906474095134,1,1,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,8
24,187.77995223528558,181.66109416001,14,338,0.037708858063318564,1.522778906340168,7,11.822955825674851,70,0.9986906474095134,1,1,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,8
25,181.05008554024,181.05008554024,24,370,0.024966240568601465,1.7540609893421986,9,17.401802258826223,145,0.4131643365522815,2,1,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,8
26,184.2241227197347,181.05008554024,24,370,0.024966240568601465,1.7540609893421986,9,17.401802258826223,145,0.4131643365522815,2,1,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,8
27,182.43237400202983,181.05008554024,24,370,0.024966240568601465,1.7540609893421986,9,17.401802258826223,145,0.4131643365522815,2,1,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,8
28,206.97419546699044,181.05008554024,24,370,0.024966240568601465,1.7540609893421986,9,17.401802258826223,145,0.4131643365522815,2,1,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,8
29,191.6458895142172,181.05008554024,24,370,0.024966240568601465,1.7540609893421986,9,17.401802258826223,145,0.4131643365522815,2,1,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,8
30,272.2035005118571,181.05008554024,24,370,0.024966240568601465,1.7540609893421986,9,17.401802258826223,145,0.4131643365522815,2,1,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,8
31,199.43585827222594,181.05008554024,24,370,0.024966240568601465,1.7540609893421986,9,17.401802258826223,145,0.4131643365522815,2,1,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,8
32,186.99813095625672,181.05008554024,24,370,0.024966240568601465,1.7540609893421986,9,17.401802258826223,145,0.4131643365522815,2,1,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,8
33,184.95316262836855,181.05008554024,24,370,0.024966240568601465,1.7540609893421986,9,17.401802258826223,145,0.4131643365522815,2,1,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,8
34,186.6108601131818,181.05008554024,24,370,0.024966240568601465,1.7540609893421986,9,17.401802258826223,145,0.4131643365522815,2,1,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,8
35,186.02195980004322,181.05008554024,24,370,0.024966240568601465,1.7540609893421986,9,17.401802258826223,145,0.4131643365522815,2,1,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,8
36,182.68851836842862,181.05008554024,24,370,0.024966240568601465,1.7540609893421986,9,17.401802258826223,145,0.4131643365522815,2,1,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,8
37,193.08335798864604,181.05008554024,24,370,0.024966240568601465,1.7540609893421986,9,17.401802258826223,145,0.4131643365522815,2,1,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,8
38,207.99273526534196,181.05008554024,24,370,0.024966240568601465,1.7540609893421986,9,17.401802258826223,145,0.4131643365522815,2,1,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,8
39,344.43420531859505,181.05008554024,24,370,0.024966240568601465,1.7540609893421986,9,17.401802258826223,145,0.4131643365522815,2,1,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,8
40,517.8614254593539,181.05008554024,24,370,0.024966240568601465,1.7540609893421986,9,17.401802258826223,145,0.4131643365522815,2,1,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,8
41,179.28171037630534,179.28171037630534,40,228,0.03240765405785808,1.4764230822865012,8,12.705007593442057,112,0.22570651506130138,12,1,0,1,0,1,1,1,1,0,0,0,0,1,0,1,1,1,0,10
42,186.63980420744605,179.28171037630534,40,228,0.03240765405785808,1.4764230822865012,8,12.705007593442057,112,0.22570651506130138,12,1,0,1,0,1,1,1,1,0,0,0,0,1,0,1,1,1,0,10
43,179.0106952127886,179.0106952127886,42,199,0.03109570088643143,1.5397791018601155,9,12.382717297526963,109,0.36623110052936647,15,1,0,1,0,1,1,1,1,0,0,0,0,1,0,1,1,1,0,10
44,179.7097219900763,179.0106952127886,42,199,0.03109570088643143,1.5397791018601155,9,12.382717297526963,109,0.36623110052936647,15,1,0,1,0,1,1,1,1,0,0,0,0,1,0,1,1,1,0,10
45,177.27476488072574,177.27476488072574,44,153,0.04709804615246406,1.0875202534407415,10,14.267038539043778,111,0.4617111608095194,15,1,0,1,0,1,1,1,1,0,0,0,0,1,0,1,1,1,0,10
46,179.66696004061262,177.27476488072574,44,153,0.04709804615246406,1.0875202534407415,10,14.267038539043778,111,0.4617111608095194,15,1,0,1,0,1,1,1,1,0,0,0,0,1,0,1,1,1,0,10
47,180.08953577386146,177.27476488072574,44,153,0.04709804615246406,1.0875202534407415,10,14.267038539043778,111,0.4617111608095194,15,1,0,1,0,1,1,1,1,0,0,0,0,1,0,1,1,1,0,10
48,188.98660826781935,177.27476488072574,44,153,0.04709804615246406,1.0875202534407415,10,14.267038539043778,111,0.4617111608095194,15,1,0,1,0,1,1,1,1,0,0,0,0,1,0,1,1,1,0,10
49,177.50457104937777,177.27476488072574,44,153,0.04709804615246406,1.0875202534407415,10,14.267038539043778,111,0.4617111608095194,15,1,0,1,0,1,1,1,1,0,0,0,0,1,0,1,1,1,0,10
50,214.0864179461895,177.27476488072574,44,153,0.04709804615246406,1.0875202534407415,10,14.267038539043778,111,0.4617111608095194,15,1,0,1,0,1,1,1,1,0,0,0,0,1,0,1,1,1,0,10
