iteration,fitness,best_so_far,best_trial_number,best_param_0,best_param_1,best_param_2,best_param_3,best_param_4,best_param_5,best_param_6,best_param_7,best_param_8,best_param_9,best_param_10,best_param_11,best_param_12,best_param_13,best_param_14,best_param_15,best_param_16,best_param_17,best_param_18,best_param_19,best_param_20,best_param_21,best_param_22,best_param_23,best_param_24,best_param_25,best_selected_features_count
1,230.21038831810992,230.21038831810992,0,145,0.1581845705256218,0.876818462881787,8,19.581800727935452,138,0.5061092590233385,2,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,1,1,0,8
2,312.1750977812584,230.21038831810992,0,145,0.1581845705256218,0.876818462881787,8,19.581800727935452,138,0.5061092590233385,2,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,1,1,0,8
3,239.0334601974815,230.21038831810992,0,145,0.1581845705256218,0.876818462881787,8,19.581800727935452,138,0.5061092590233385,2,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,1,1,0,8
4,257.16473736431743,230.21038831810992,0,145,0.1581845705256218,0.876818462881787,8,19.581800727935452,138,0.5061092590233385,2,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,1,1,0,8
5,189.33010710315915,189.33010710315915,4,460,0.14835064379795543,1.642455216613119,8,1.1357222303009715,108,0.46850485585776586,2,1,1,1,1,0,0,1,0,0,1,0,1,1,0,1,1,1,0,11
6,218.67171278008777,189.33010710315915,4,460,0.14835064379795543,1.642455216613119,8,1.1357222303009715,108,0.46850485585776586,2,1,1,1,1,0,0,1,0,0,1,0,1,1,0,1,1,1,0,11
7,236.03103335509405,189.33010710315915,4,460,0.14835064379795543,1.642455216613119,8,1.1357222303009715,108,0.46850485585776586,2,1,1,1,1,0,0,1,0,0,1,0,1,1,0,1,1,1,0,11
8,218.1877029818915,189.33010710315915,4,460,0.14835064379795543,1.642455216613119,8,1.1357222303009715,108,0.46850485585776586,2,1,1,1,1,0,0,1,0,0,1,0,1,1,0,1,1,1,0,11
9,190.34030129022145,189.33010710315915,4,460,0.14835064379795543,1.642455216613119,8,1.1357222303009715,108,0.46850485585776586,2,1,1,1,1,0,0,1,0,0,1,0,1,1,0,1,1,1,0,11
10,208.07882100559135,189.33010710315915,4,460,0.14835064379795543,1.642455216613119,8,1.1357222303009715,108,0.46850485585776586,2,1,1,1,1,0,0,1,0,0,1,0,1,1,0,1,1,1,0,11
11,188.46829579916306,188.46829579916306,10,641,0.08084743888161003,1.456531803062828,8,15.77214415915024,16,0.2531898585543474,5,1,0,0,1,1,1,1,1,0,1,0,1,1,0,1,1,0,1,12
12,232.67943923582456,188.46829579916306,10,641,0.08084743888161003,1.456531803062828,8,15.77214415915024,16,0.2531898585543474,5,1,0,0,1,1,1,1,1,0,1,0,1,1,0,1,1,0,1,12
13,192.0536969718237,188.46829579916306,10,641,0.08084743888161003,1.456531803062828,8,15.77214415915024,16,0.2531898585543474,5,1,0,0,1,1,1,1,1,0,1,0,1,1,0,1,1,0,1,12
14,186.52809273619988,186.52809273619988,13,325,0.08340854269383305,1.6086552717753135,10,13.163438114343954,90,0.5758683325140723,6,1,0,0,1,1,1,1,1,0,1,0,1,1,0,1,1,0,1,12
15,262.38263518447513,186.52809273619988,13,325,0.08340854269383305,1.6086552717753135,10,13.163438114343954,90,0.5758683325140723,6,1,0,0,1,1,1,1,1,0,1,0,1,1,0,1,1,0,1,12
