iteration,fitness,best_so_far,best_trial_number,best_param_0,best_param_1,best_param_2,best_param_3,best_param_4,best_param_5,best_param_6,best_param_7,best_param_8,best_param_9,best_param_10,best_param_11,best_param_12,best_param_13,best_param_14,best_param_15,best_param_16,best_param_17,best_param_18,best_param_19,best_param_20,best_param_21,best_param_22,best_param_23,best_param_24,best_param_25,best_selected_features_count
1,277.28837299717026,277.28837299717026,0,431,0.14454808629743993,0.5818094778258887,6,17.96599213260544,229,0.13432945735919788,5,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,1,1,7
2,321.741764029004,277.28837299717026,0,431,0.14454808629743993,0.5818094778258887,6,17.96599213260544,229,0.13432945735919788,5,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,1,1,7
3,259.29120365329453,259.29120365329453,2,408,0.026573580068352885,0.967171064703173,4,14.44604581449775,191,0.6941819926372067,14,0,1,0,1,0,0,0,0,1,0,1,1,1,0,1,0,0,0,7
4,191.99875655756946,191.99875655756946,3,191,0.029019825470474492,0.25858772921770834,6,4.568481673553687,243,0.6847956610193524,11,1,0,1,1,1,0,1,1,1,1,1,0,1,0,0,1,1,1,13
5,448.41435525551634,191.99875655756946,3,191,0.029019825470474492,0.25858772921770834,6,4.568481673553687,243,0.6847956610193524,11,1,0,1,1,1,0,1,1,1,1,1,0,1,0,0,1,1,1,13
6,259.8140872193816,191.99875655756946,3,191,0.029019825470474492,0.25858772921770834,6,4.568481673553687,243,0.6847956610193524,11,1,0,1,1,1,0,1,1,1,1,1,0,1,0,0,1,1,1,13
7,199.31627791373205,191.99875655756946,3,191,0.029019825470474492,0.25858772921770834,6,4.568481673553687,243,0.6847956610193524,11,1,0,1,1,1,0,1,1,1,1,1,0,1,0,0,1,1,1,13
8,243.17292379449552,191.99875655756946,3,191,0.029019825470474492,0.25858772921770834,6,4.568481673553687,243,0.6847956610193524,11,1,0,1,1,1,0,1,1,1,1,1,0,1,0,0,1,1,1,13
9,322.77242527114953,191.99875655756946,3,191,0.029019825470474492,0.25858772921770834,6,4.568481673553687,243,0.6847956610193524,11,1,0,1,1,1,0,1,1,1,1,1,0,1,0,0,1,1,1,13
10,307.59598567334933,191.99875655756946,3,191,0.029019825470474492,0.25858772921770834,6,4.568481673553687,243,0.6847956610193524,11,1,0,1,1,1,0,1,1,1,1,1,0,1,0,0,1,1,1,13
11,241.52875044769408,191.99875655756946,3,191,0.029019825470474492,0.25858772921770834,6,4.568481673553687,243,0.6847956610193524,11,1,0,1,1,1,0,1,1,1,1,1,0,1,0,0,1,1,1,13
12,208.8564785684986,191.99875655756946,3,191,0.029019825470474492,0.25858772921770834,6,4.568481673553687,243,0.6847956610193524,11,1,0,1,1,1,0,1,1,1,1,1,0,1,0,0,1,1,1,13
13,192.63413730287832,191.99875655756946,3,191,0.029019825470474492,0.25858772921770834,6,4.568481673553687,243,0.6847956610193524,11,1,0,1,1,1,0,1,1,1,1,1,0,1,0,0,1,1,1,13
