iteration,fitness,best_so_far,best_trial_number,best_param_0,best_param_1,best_param_2,best_param_3,best_param_4,best_param_5,best_param_6,best_param_7,best_param_8,best_param_9,best_param_10,best_param_11,best_param_12,best_param_13,best_param_14,best_param_15,best_param_16,best_param_17,best_param_18,best_param_19,best_param_20,best_param_21,best_param_22,best_param_23,best_param_24,best_param_25,best_selected_features_count
1,216.2458901522768,216.2458901522768,0,362,0.014925984047299353,1.0993249557574183,5,8.986988239662292,85,0.21260214769746408,13,0,0,1,1,0,1,0,1,1,0,1,0,1,0,0,0,0,1,8
2,220.24283577695599,216.2458901522768,0,362,0.014925984047299353,1.0993249557574183,5,8.986988239662292,85,0.21260214769746408,13,0,0,1,1,0,1,0,1,1,0,1,0,1,0,0,0,0,1,8
3,280.36476191997446,216.2458901522768,0,362,0.014925984047299353,1.0993249557574183,5,8.986988239662292,85,0.21260214769746408,13,0,0,1,1,0,1,0,1,1,0,1,0,1,0,0,0,0,1,8
4,358.1423816397586,216.2458901522768,0,362,0.014925984047299353,1.0993249557574183,5,8.986988239662292,85,0.21260214769746408,13,0,0,1,1,0,1,0,1,1,0,1,0,1,0,0,0,0,1,8
5,257.84230608054787,216.2458901522768,0,362,0.014925984047299353,1.0993249557574183,5,8.986988239662292,85,0.21260214769746408,13,0,0,1,1,0,1,0,1,1,0,1,0,1,0,0,0,0,1,8
6,289.9128139162523,216.2458901522768,0,362,0.014925984047299353,1.0993249557574183,5,8.986988239662292,85,0.21260214769746408,13,0,0,1,1,0,1,0,1,1,0,1,0,1,0,0,0,0,1,8
7,190.1291856443189,190.1291856443189,6,126,0.08507864410882572,1.3368540920321155,2,17.649062582379024,111,0.623445049072865,6,1,1,0,0,0,0,1,1,0,0,0,1,1,1,1,1,0,0,9
8,225.75915115504552,190.1291856443189,6,126,0.08507864410882572,1.3368540920321155,2,17.649062582379024,111,0.623445049072865,6,1,1,0,0,0,0,1,1,0,0,0,1,1,1,1,1,0,0,9
9,186.96947599475462,186.96947599475462,8,606,0.1859706445157348,1.8822317472672445,9,3.4964975041094326,89,0.21641746958026728,18,1,0,1,1,1,0,1,1,0,0,0,0,1,1,1,1,0,0,10
10,182.68202320537333,182.68202320537333,9,476,0.08875105740982393,1.8735621444683719,7,8.351106517234996,219,0.38698465787904596,4,1,0,0,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,7
