iteration,fitness,best_so_far,best_trial_number,best_param_0,best_param_1,best_param_2,best_param_3,best_param_4,best_param_5,best_param_6,best_param_7,best_param_8,best_param_9,best_param_10,best_param_11,best_param_12,best_param_13,best_param_14,best_param_15,best_param_16,best_param_17,best_param_18,best_param_19,best_param_20,best_param_21,best_param_22,best_param_23,best_param_24,best_param_25,best_selected_features_count
1,198.10134177491372,198.10134177491372,0,192,0.15060944233792692,0.5266300303702693,6,1.2769242872229738,235,0.9017077055758421,1,1,0,0,1,1,1,0,1,1,0,1,0,1,0,0,0,0,1,9
2,221.95243075071724,198.10134177491372,0,192,0.15060944233792692,0.5266300303702693,6,1.2769242872229738,235,0.9017077055758421,1,1,0,0,1,1,1,0,1,1,0,1,0,1,0,0,0,0,1,9
3,213.71020030699276,198.10134177491372,0,192,0.15060944233792692,0.5266300303702693,6,1.2769242872229738,235,0.9017077055758421,1,1,0,0,1,1,1,0,1,1,0,1,0,1,0,0,0,0,1,9
4,209.27749831802174,198.10134177491372,0,192,0.15060944233792692,0.5266300303702693,6,1.2769242872229738,235,0.9017077055758421,1,1,0,0,1,1,1,0,1,1,0,1,0,1,0,0,0,0,1,9
5,204.16271510160868,198.10134177491372,0,192,0.15060944233792692,0.5266300303702693,6,1.2769242872229738,235,0.9017077055758421,1,1,0,0,1,1,1,0,1,1,0,1,0,1,0,0,0,0,1,9
6,404.60877632014626,198.10134177491372,0,192,0.15060944233792692,0.5266300303702693,6,1.2769242872229738,235,0.9017077055758421,1,1,0,0,1,1,1,0,1,1,0,1,0,1,0,0,0,0,1,9
7,210.46525411390647,198.10134177491372,0,192,0.15060944233792692,0.5266300303702693,6,1.2769242872229738,235,0.9017077055758421,1,1,0,0,1,1,1,0,1,1,0,1,0,1,0,0,0,0,1,9
8,224.20977076069022,198.10134177491372,0,192,0.15060944233792692,0.5266300303702693,6,1.2769242872229738,235,0.9017077055758421,1,1,0,0,1,1,1,0,1,1,0,1,0,1,0,0,0,0,1,9
9,191.4935140337276,191.4935140337276,8,404,0.06428167492529557,0.496876978549617,2,12.092638272527132,40,0.7146103118282159,18,1,0,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0,9
10,907.4628576702996,191.4935140337276,8,404,0.06428167492529557,0.496876978549617,2,12.092638272527132,40,0.7146103118282159,18,1,0,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0,9
11,322.87787493568214,191.4935140337276,8,404,0.06428167492529557,0.496876978549617,2,12.092638272527132,40,0.7146103118282159,18,1,0,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0,9
12,190.5597949497309,190.5597949497309,11,232,0.10374253924377069,1.0456148789661948,7,8.446380035810899,242,0.8625660875591274,1,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,9
13,188.8169848177508,188.8169848177508,12,264,0.08642959407604718,1.1171640868432484,7,8.86043368566637,198,0.7319366131760374,5,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,8
14,192.7324402048619,188.8169848177508,12,264,0.08642959407604718,1.1171640868432484,7,8.86043368566637,198,0.7319366131760374,5,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,8
15,223.05681795464864,188.8169848177508,12,264,0.08642959407604718,1.1171640868432484,7,8.86043368566637,198,0.7319366131760374,5,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,8
