iteration,fitness,best_so_far,best_trial_number,best_param_0,best_param_1,best_param_2,best_param_3,best_param_4,best_param_5,best_param_6,best_param_7,best_param_8,best_param_9,best_param_10,best_param_11,best_param_12,best_param_13,best_param_14,best_param_15,best_param_16,best_param_17,best_param_18,best_param_19,best_param_20,best_param_21,best_param_22,best_param_23,best_param_24,best_param_25,best_selected_features_count
1,296.3733729471034,296.3733729471034,0,624,0.19402272593597708,1.73838908042784,6,5.421838231568524,3,0.4361641301095656,9,1,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,8
2,204.15967718740927,204.15967718740927,1,336,0.1802675509273207,0.6909232239957341,10,1.5459089303026126,90,0.3871493003118145,16,1,0,0,0,1,1,0,1,1,0,0,1,1,1,0,0,0,1,9
3,252.0718849398826,204.15967718740927,1,336,0.1802675509273207,0.6909232239957341,10,1.5459089303026126,90,0.3871493003118145,16,1,0,0,0,1,1,0,1,1,0,0,1,1,1,0,0,0,1,9
4,197.5164383192695,197.5164383192695,3,598,0.14692882218116618,1.7325233657632948,3,6.6721621743888795,122,0.4986684529422533,13,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,1,0,13
5,313.9155341664485,197.5164383192695,3,598,0.14692882218116618,1.7325233657632948,3,6.6721621743888795,122,0.4986684529422533,13,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,1,0,13
6,227.19869259869756,197.5164383192695,3,598,0.14692882218116618,1.7325233657632948,3,6.6721621743888795,122,0.4986684529422533,13,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,1,0,13
7,223.69448866907518,197.5164383192695,3,598,0.14692882218116618,1.7325233657632948,3,6.6721621743888795,122,0.4986684529422533,13,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,1,0,13
8,251.55108959647418,197.5164383192695,3,598,0.14692882218116618,1.7325233657632948,3,6.6721621743888795,122,0.4986684529422533,13,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,1,0,13
9,186.24276281237442,186.24276281237442,8,256,0.062248574808705895,1.1468429168040695,6,16.185365360522834,199,0.930777948112666,11,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,13
10,222.92215804296137,186.24276281237442,8,256,0.062248574808705895,1.1468429168040695,6,16.185365360522834,199,0.930777948112666,11,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,13
11,201.4034719147352,186.24276281237442,8,256,0.062248574808705895,1.1468429168040695,6,16.185365360522834,199,0.930777948112666,11,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,13
12,185.13131649401194,185.13131649401194,11,506,0.13375105787000183,1.39311023210667,3,10.650243101812205,180,0.7405873171694441,16,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,15
13,184.66580014075498,184.66580014075498,12,482,0.1166679498366875,1.3193182518697173,4,11.191018081486376,195,0.7713086538825146,18,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,0,0,13
14,187.8125556812044,184.66580014075498,12,482,0.1166679498366875,1.3193182518697173,4,11.191018081486376,195,0.7713086538825146,18,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,0,0,13
15,204.35627248437316,184.66580014075498,12,482,0.1166679498366875,1.3193182518697173,4,11.191018081486376,195,0.7713086538825146,18,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,0,0,13
16,196.40580148489286,184.66580014075498,12,482,0.1166679498366875,1.3193182518697173,4,11.191018081486376,195,0.7713086538825146,18,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,0,0,13
17,186.4445368905987,184.66580014075498,12,482,0.1166679498366875,1.3193182518697173,4,11.191018081486376,195,0.7713086538825146,18,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,0,0,13
18,198.55149135699827,184.66580014075498,12,482,0.1166679498366875,1.3193182518697173,4,11.191018081486376,195,0.7713086538825146,18,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,0,0,13
19,194.37859866876497,184.66580014075498,12,482,0.1166679498366875,1.3193182518697173,4,11.191018081486376,195,0.7713086538825146,18,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,0,0,13
20,219.13645068161733,184.66580014075498,12,482,0.1166679498366875,1.3193182518697173,4,11.191018081486376,195,0.7713086538825146,18,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,0,0,13
21,224.76064328034735,184.66580014075498,12,482,0.1166679498366875,1.3193182518697173,4,11.191018081486376,195,0.7713086538825146,18,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,0,0,13
22,185.17038116418954,184.66580014075498,12,482,0.1166679498366875,1.3193182518697173,4,11.191018081486376,195,0.7713086538825146,18,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,0,0,13
23,188.65554695529795,184.66580014075498,12,482,0.1166679498366875,1.3193182518697173,4,11.191018081486376,195,0.7713086538825146,18,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,0,0,13
24,185.48450490625342,184.66580014075498,12,482,0.1166679498366875,1.3193182518697173,4,11.191018081486376,195,0.7713086538825146,18,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,0,0,13
25,199.81328957406683,184.66580014075498,12,482,0.1166679498366875,1.3193182518697173,4,11.191018081486376,195,0.7713086538825146,18,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,0,0,13
26,190.8156099396303,184.66580014075498,12,482,0.1166679498366875,1.3193182518697173,4,11.191018081486376,195,0.7713086538825146,18,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,0,0,13
27,180.14076703852265,180.14076703852265,26,275,0.04131830419769046,1.6044686850945513,7,19.556601574089818,200,0.7949752242901411,13,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,15
28,177.7898911330447,177.7898911330447,27,295,0.0424584973589299,1.5908425391661993,9,18.806257312231295,140,0.9994299159679719,13,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,15
29,190.50496962509177,177.7898911330447,27,295,0.0424584973589299,1.5908425391661993,9,18.806257312231295,140,0.9994299159679719,13,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,15
30,234.69228859740625,177.7898911330447,27,295,0.0424584973589299,1.5908425391661993,9,18.806257312231295,140,0.9994299159679719,13,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,15
31,175.673380103558,175.673380103558,30,368,0.02871526336261583,1.9831683936929334,7,17.712859625367322,107,0.9941025477192371,18,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,14
32,179.93421298066522,175.673380103558,30,368,0.02871526336261583,1.9831683936929334,7,17.712859625367322,107,0.9941025477192371,18,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,14
33,175.64610877155323,175.64610877155323,32,378,0.0268135054019647,1.9615979629162745,7,19.972048792311703,99,0.9203696290229735,15,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,14
