iteration,fitness,best_so_far,best_trial_number,best_param_0,best_param_1,best_param_2,best_param_3,best_param_4,best_param_5,best_param_6,best_param_7,best_param_8,best_param_9,best_param_10,best_param_11,best_param_12,best_param_13,best_param_14,best_param_15,best_param_16,best_param_17,best_param_18,best_param_19,best_param_20,best_param_21,best_param_22,best_param_23,best_param_24,best_param_25,best_selected_features_count
1,209.88682798751333,209.88682798751333,0,429,0.14588597961075972,1.2055267521432877,6,9.04944118743919,165,0.4432113391500656,18,1,0,1,1,1,1,0,0,0,1,1,1,1,1,0,1,0,1,12
2,477.79176442763423,209.88682798751333,0,429,0.14588597961075972,1.2055267521432877,6,9.04944118743919,165,0.4432113391500656,18,1,0,1,1,1,1,0,0,0,1,1,1,1,1,0,1,0,1,12
3,236.5453582455392,209.88682798751333,0,429,0.14588597961075972,1.2055267521432877,6,9.04944118743919,165,0.4432113391500656,18,1,0,1,1,1,1,0,0,0,1,1,1,1,1,0,1,0,1,12
4,187.14681772314336,187.14681772314336,3,277,0.03255826660130637,0.635966358787952,5,2.2188024306269027,177,0.5709354396645094,6,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,1,10
5,209.22776951668814,187.14681772314336,3,277,0.03255826660130637,0.635966358787952,5,2.2188024306269027,177,0.5709354396645094,6,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,1,10
6,199.70044099835243,187.14681772314336,3,277,0.03255826660130637,0.635966358787952,5,2.2188024306269027,177,0.5709354396645094,6,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,1,10
7,328.8358083621423,187.14681772314336,3,277,0.03255826660130637,0.635966358787952,5,2.2188024306269027,177,0.5709354396645094,6,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,1,10
8,866.4296891158518,187.14681772314336,3,277,0.03255826660130637,0.635966358787952,5,2.2188024306269027,177,0.5709354396645094,6,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,1,10
9,246.50166017376804,187.14681772314336,3,277,0.03255826660130637,0.635966358787952,5,2.2188024306269027,177,0.5709354396645094,6,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,1,10
10,203.33596769758148,187.14681772314336,3,277,0.03255826660130637,0.635966358787952,5,2.2188024306269027,177,0.5709354396645094,6,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,1,10
11,321.9702609510314,187.14681772314336,3,277,0.03255826660130637,0.635966358787952,5,2.2188024306269027,177,0.5709354396645094,6,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,1,10
12,205.15034956106098,187.14681772314336,3,277,0.03255826660130637,0.635966358787952,5,2.2188024306269027,177,0.5709354396645094,6,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,1,10
13,198.99077645530826,187.14681772314336,3,277,0.03255826660130637,0.635966358787952,5,2.2188024306269027,177,0.5709354396645094,6,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,1,10
14,179.98109655167244,179.98109655167244,13,339,0.0450601924115884,0.583659515103736,8,19.863398181094716,103,0.9796317294683075,8,1,0,1,1,0,1,1,1,0,0,1,0,1,0,1,1,0,1,11
15,183.0707836371402,179.98109655167244,13,339,0.0450601924115884,0.583659515103736,8,19.863398181094716,103,0.9796317294683075,8,1,0,1,1,0,1,1,1,0,0,1,0,1,0,1,1,0,1,11
16,179.73375004762033,179.73375004762033,15,336,0.0687590763037803,1.5538869141165603,9,16.63075294995534,75,0.25283685307561654,1,1,1,0,1,0,1,1,1,0,0,0,0,1,0,1,1,0,1,10
17,201.99542464283607,179.73375004762033,15,336,0.0687590763037803,1.5538869141165603,9,16.63075294995534,75,0.25283685307561654,1,1,1,0,1,0,1,1,1,0,0,0,0,1,0,1,1,0,1,10
18,214.02257784534393,179.73375004762033,15,336,0.0687590763037803,1.5538869141165603,9,16.63075294995534,75,0.25283685307561654,1,1,1,0,1,0,1,1,1,0,0,0,0,1,0,1,1,0,1,10
19,177.40913046607997,177.40913046607997,18,365,0.061794625871699,1.744334735005594,9,17.067691610625648,99,0.8970257046431174,8,1,1,0,1,0,1,1,1,0,0,0,0,1,0,1,1,0,1,10
20,183.77087196779954,177.40913046607997,18,365,0.061794625871699,1.744334735005594,9,17.067691610625648,99,0.8970257046431174,8,1,1,0,1,0,1,1,1,0,0,0,0,1,0,1,1,0,1,10
21,206.1870909727584,177.40913046607997,18,365,0.061794625871699,1.744334735005594,9,17.067691610625648,99,0.8970257046431174,8,1,1,0,1,0,1,1,1,0,0,0,0,1,0,1,1,0,1,10
22,176.71079979229523,176.71079979229523,21,296,0.04979604493981632,1.3873142065150956,8,19.906951751587165,102,0.9686800250154959,8,1,1,0,1,0,1,1,1,0,0,0,0,1,0,1,1,0,1,10
23,184.61007869768792,176.71079979229523,21,296,0.04979604493981632,1.3873142065150956,8,19.906951751587165,102,0.9686800250154959,8,1,1,0,1,0,1,1,1,0,0,0,0,1,0,1,1,0,1,10
24,194.0152990847535,176.71079979229523,21,296,0.04979604493981632,1.3873142065150956,8,19.906951751587165,102,0.9686800250154959,8,1,1,0,1,0,1,1,1,0,0,0,0,1,0,1,1,0,1,10
25,185.01773797750465,176.71079979229523,21,296,0.04979604493981632,1.3873142065150956,8,19.906951751587165,102,0.9686800250154959,8,1,1,0,1,0,1,1,1,0,0,0,0,1,0,1,1,0,1,10
26,180.99511829823726,176.71079979229523,21,296,0.04979604493981632,1.3873142065150956,8,19.906951751587165,102,0.9686800250154959,8,1,1,0,1,0,1,1,1,0,0,0,0,1,0,1,1,0,1,10
27,185.05938965187326,176.71079979229523,21,296,0.04979604493981632,1.3873142065150956,8,19.906951751587165,102,0.9686800250154959,8,1,1,0,1,0,1,1,1,0,0,0,0,1,0,1,1,0,1,10
28,194.99327393700895,176.71079979229523,21,296,0.04979604493981632,1.3873142065150956,8,19.906951751587165,102,0.9686800250154959,8,1,1,0,1,0,1,1,1,0,0,0,0,1,0,1,1,0,1,10
29,181.19311631929372,176.71079979229523,21,296,0.04979604493981632,1.3873142065150956,8,19.906951751587165,102,0.9686800250154959,8,1,1,0,1,0,1,1,1,0,0,0,0,1,0,1,1,0,1,10
30,195.79308868309258,176.71079979229523,21,296,0.04979604493981632,1.3873142065150956,8,19.906951751587165,102,0.9686800250154959,8,1,1,0,1,0,1,1,1,0,0,0,0,1,0,1,1,0,1,10
