iteration,fitness,best_so_far,best_trial_number,best_param_0,best_param_1,best_param_2,best_param_3,best_param_4,best_param_5,best_param_6,best_param_7
1,185.46852686803993,185.46852686803993,0,563,0.013942870378286286,1.2672964698525508,8,10.471633233749218,58,0.20608223611202775,16
2,183.53071927113157,183.53071927113157,1,201,0.026784564693061952,1.3707196367355945,10,1.0750170602303746,131,0.8144947520355924,13
3,189.7975873791756,183.53071927113157,1,201,0.026784564693061952,1.3707196367355945,10,1.0750170602303746,131,0.8144947520355924,13
4,186.90641026995885,183.53071927113157,1,201,0.026784564693061952,1.3707196367355945,10,1.0750170602303746,131,0.8144947520355924,13
5,190.58353597169037,183.53071927113157,1,201,0.026784564693061952,1.3707196367355945,10,1.0750170602303746,131,0.8144947520355924,13
6,198.32184510488622,183.53071927113157,1,201,0.026784564693061952,1.3707196367355945,10,1.0750170602303746,131,0.8144947520355924,13
7,307.7831121186161,183.53071927113157,1,201,0.026784564693061952,1.3707196367355945,10,1.0750170602303746,131,0.8144947520355924,13
8,190.85934151269444,183.53071927113157,1,201,0.026784564693061952,1.3707196367355945,10,1.0750170602303746,131,0.8144947520355924,13
9,199.85970595746386,183.53071927113157,1,201,0.026784564693061952,1.3707196367355945,10,1.0750170602303746,131,0.8144947520355924,13
10,211.39437190527437,183.53071927113157,1,201,0.026784564693061952,1.3707196367355945,10,1.0750170602303746,131,0.8144947520355924,13
11,209.50321784072474,183.53071927113157,1,201,0.026784564693061952,1.3707196367355945,10,1.0750170602303746,131,0.8144947520355924,13
12,184.31041632953492,183.53071927113157,1,201,0.026784564693061952,1.3707196367355945,10,1.0750170602303746,131,0.8144947520355924,13
13,220.7722986952347,183.53071927113157,1,201,0.026784564693061952,1.3707196367355945,10,1.0750170602303746,131,0.8144947520355924,13
14,184.37183599679966,183.53071927113157,1,201,0.026784564693061952,1.3707196367355945,10,1.0750170602303746,131,0.8144947520355924,13
15,279.2202808594321,183.53071927113157,1,201,0.026784564693061952,1.3707196367355945,10,1.0750170602303746,131,0.8144947520355924,13
16,196.30175036277305,183.53071927113157,1,201,0.026784564693061952,1.3707196367355945,10,1.0750170602303746,131,0.8144947520355924,13
17,180.5431389679385,180.5431389679385,16,214,0.02805794433237039,0.7923307875182108,10,8.717187389087648,137,0.8476966076534539,15
18,185.64455012861063,180.5431389679385,16,214,0.02805794433237039,0.7923307875182108,10,8.717187389087648,137,0.8476966076534539,15
19,185.6909882705702,180.5431389679385,16,214,0.02805794433237039,0.7923307875182108,10,8.717187389087648,137,0.8476966076534539,15
20,190.7545659909995,180.5431389679385,16,214,0.02805794433237039,0.7923307875182108,10,8.717187389087648,137,0.8476966076534539,15
21,190.62785254036922,180.5431389679385,16,214,0.02805794433237039,0.7923307875182108,10,8.717187389087648,137,0.8476966076534539,15
22,186.94273069695384,180.5431389679385,16,214,0.02805794433237039,0.7923307875182108,10,8.717187389087648,137,0.8476966076534539,15
23,185.30620835622798,180.5431389679385,16,214,0.02805794433237039,0.7923307875182108,10,8.717187389087648,137,0.8476966076534539,15
24,184.31920023280833,180.5431389679385,16,214,0.02805794433237039,0.7923307875182108,10,8.717187389087648,137,0.8476966076534539,15
25,200.5287259199929,180.5431389679385,16,214,0.02805794433237039,0.7923307875182108,10,8.717187389087648,137,0.8476966076534539,15
26,184.49784198408858,180.5431389679385,16,214,0.02805794433237039,0.7923307875182108,10,8.717187389087648,137,0.8476966076534539,15
27,184.00124798538363,180.5431389679385,16,214,0.02805794433237039,0.7923307875182108,10,8.717187389087648,137,0.8476966076534539,15
28,188.56583110944626,180.5431389679385,16,214,0.02805794433237039,0.7923307875182108,10,8.717187389087648,137,0.8476966076534539,15
29,183.44602276807257,180.5431389679385,16,214,0.02805794433237039,0.7923307875182108,10,8.717187389087648,137,0.8476966076534539,15
30,185.86318540497913,180.5431389679385,16,214,0.02805794433237039,0.7923307875182108,10,8.717187389087648,137,0.8476966076534539,15
31,180.7069473818259,180.5431389679385,16,214,0.02805794433237039,0.7923307875182108,10,8.717187389087648,137,0.8476966076534539,15
32,184.739299639268,180.5431389679385,16,214,0.02805794433237039,0.7923307875182108,10,8.717187389087648,137,0.8476966076534539,15
33,186.82114423066503,180.5431389679385,16,214,0.02805794433237039,0.7923307875182108,10,8.717187389087648,137,0.8476966076534539,15
34,193.1049189320407,180.5431389679385,16,214,0.02805794433237039,0.7923307875182108,10,8.717187389087648,137,0.8476966076534539,15
35,187.38146982098198,180.5431389679385,16,214,0.02805794433237039,0.7923307875182108,10,8.717187389087648,137,0.8476966076534539,15
36,185.3288272108576,180.5431389679385,16,214,0.02805794433237039,0.7923307875182108,10,8.717187389087648,137,0.8476966076534539,15
37,186.9175093183191,180.5431389679385,16,214,0.02805794433237039,0.7923307875182108,10,8.717187389087648,137,0.8476966076534539,15
38,183.80478187176016,180.5431389679385,16,214,0.02805794433237039,0.7923307875182108,10,8.717187389087648,137,0.8476966076534539,15
39,187.26417686969788,180.5431389679385,16,214,0.02805794433237039,0.7923307875182108,10,8.717187389087648,137,0.8476966076534539,15
40,184.8817712316362,180.5431389679385,16,214,0.02805794433237039,0.7923307875182108,10,8.717187389087648,137,0.8476966076534539,15
41,211.18395440823753,180.5431389679385,16,214,0.02805794433237039,0.7923307875182108,10,8.717187389087648,137,0.8476966076534539,15
42,182.8701873321655,180.5431389679385,16,214,0.02805794433237039,0.7923307875182108,10,8.717187389087648,137,0.8476966076534539,15
43,188.306591823194,180.5431389679385,16,214,0.02805794433237039,0.7923307875182108,10,8.717187389087648,137,0.8476966076534539,15
44,188.1612983774754,180.5431389679385,16,214,0.02805794433237039,0.7923307875182108,10,8.717187389087648,137,0.8476966076534539,15
45,183.05492762002413,180.5431389679385,16,214,0.02805794433237039,0.7923307875182108,10,8.717187389087648,137,0.8476966076534539,15
46,182.2636883623851,180.5431389679385,16,214,0.02805794433237039,0.7923307875182108,10,8.717187389087648,137,0.8476966076534539,15
47,186.96402933875342,180.5431389679385,16,214,0.02805794433237039,0.7923307875182108,10,8.717187389087648,137,0.8476966076534539,15
48,191.20685135874749,180.5431389679385,16,214,0.02805794433237039,0.7923307875182108,10,8.717187389087648,137,0.8476966076534539,15
49,185.5331824713698,180.5431389679385,16,214,0.02805794433237039,0.7923307875182108,10,8.717187389087648,137,0.8476966076534539,15
50,192.72093959647125,180.5431389679385,16,214,0.02805794433237039,0.7923307875182108,10,8.717187389087648,137,0.8476966076534539,15
51,185.01556672369864,180.5431389679385,16,214,0.02805794433237039,0.7923307875182108,10,8.717187389087648,137,0.8476966076534539,15
52,178.82907488913418,178.82907488913418,51,221,0.05659087919894816,1.6737455231842504,9,1.688973713387893,203,0.6628543324785785,10
53,179.74219988215333,178.82907488913418,51,221,0.05659087919894816,1.6737455231842504,9,1.688973713387893,203,0.6628543324785785,10
54,180.08261225347778,178.82907488913418,51,221,0.05659087919894816,1.6737455231842504,9,1.688973713387893,203,0.6628543324785785,10
55,183.15705992168057,178.82907488913418,51,221,0.05659087919894816,1.6737455231842504,9,1.688973713387893,203,0.6628543324785785,10
56,186.01384103471824,178.82907488913418,51,221,0.05659087919894816,1.6737455231842504,9,1.688973713387893,203,0.6628543324785785,10
57,204.48742930155407,178.82907488913418,51,221,0.05659087919894816,1.6737455231842504,9,1.688973713387893,203,0.6628543324785785,10
58,182.3122300712633,178.82907488913418,51,221,0.05659087919894816,1.6737455231842504,9,1.688973713387893,203,0.6628543324785785,10
59,185.18569477710824,178.82907488913418,51,221,0.05659087919894816,1.6737455231842504,9,1.688973713387893,203,0.6628543324785785,10
60,184.8608128099309,178.82907488913418,51,221,0.05659087919894816,1.6737455231842504,9,1.688973713387893,203,0.6628543324785785,10
61,188.54385705445247,178.82907488913418,51,221,0.05659087919894816,1.6737455231842504,9,1.688973713387893,203,0.6628543324785785,10
62,183.81446483216678,178.82907488913418,51,221,0.05659087919894816,1.6737455231842504,9,1.688973713387893,203,0.6628543324785785,10
63,182.3116691011055,178.82907488913418,51,221,0.05659087919894816,1.6737455231842504,9,1.688973713387893,203,0.6628543324785785,10
64,185.81765790777374,178.82907488913418,51,221,0.05659087919894816,1.6737455231842504,9,1.688973713387893,203,0.6628543324785785,10
65,183.9507330005388,178.82907488913418,51,221,0.05659087919894816,1.6737455231842504,9,1.688973713387893,203,0.6628543324785785,10
66,182.47044621016846,178.82907488913418,51,221,0.05659087919894816,1.6737455231842504,9,1.688973713387893,203,0.6628543324785785,10
67,188.87765513974827,178.82907488913418,51,221,0.05659087919894816,1.6737455231842504,9,1.688973713387893,203,0.6628543324785785,10
68,183.93119563204965,178.82907488913418,51,221,0.05659087919894816,1.6737455231842504,9,1.688973713387893,203,0.6628543324785785,10
69,180.0166967669647,178.82907488913418,51,221,0.05659087919894816,1.6737455231842504,9,1.688973713387893,203,0.6628543324785785,10
70,183.14108010519624,178.82907488913418,51,221,0.05659087919894816,1.6737455231842504,9,1.688973713387893,203,0.6628543324785785,10
71,186.48502373133917,178.82907488913418,51,221,0.05659087919894816,1.6737455231842504,9,1.688973713387893,203,0.6628543324785785,10
72,183.58568810374302,178.82907488913418,51,221,0.05659087919894816,1.6737455231842504,9,1.688973713387893,203,0.6628543324785785,10
73,181.7563665810807,178.82907488913418,51,221,0.05659087919894816,1.6737455231842504,9,1.688973713387893,203,0.6628543324785785,10
74,186.04476244964715,178.82907488913418,51,221,0.05659087919894816,1.6737455231842504,9,1.688973713387893,203,0.6628543324785785,10
75,186.43680968138443,178.82907488913418,51,221,0.05659087919894816,1.6737455231842504,9,1.688973713387893,203,0.6628543324785785,10
76,183.6642618696251,178.82907488913418,51,221,0.05659087919894816,1.6737455231842504,9,1.688973713387893,203,0.6628543324785785,10
77,188.4828286324268,178.82907488913418,51,221,0.05659087919894816,1.6737455231842504,9,1.688973713387893,203,0.6628543324785785,10
78,186.51475097171004,178.82907488913418,51,221,0.05659087919894816,1.6737455231842504,9,1.688973713387893,203,0.6628543324785785,10
79,190.00199282343567,178.82907488913418,51,221,0.05659087919894816,1.6737455231842504,9,1.688973713387893,203,0.6628543324785785,10
80,186.34477333117283,178.82907488913418,51,221,0.05659087919894816,1.6737455231842504,9,1.688973713387893,203,0.6628543324785785,10
81,183.10316032242494,178.82907488913418,51,221,0.05659087919894816,1.6737455231842504,9,1.688973713387893,203,0.6628543324785785,10
82,183.3958405494395,178.82907488913418,51,221,0.05659087919894816,1.6737455231842504,9,1.688973713387893,203,0.6628543324785785,10
83,185.674315481926,178.82907488913418,51,221,0.05659087919894816,1.6737455231842504,9,1.688973713387893,203,0.6628543324785785,10
84,183.61665818775867,178.82907488913418,51,221,0.05659087919894816,1.6737455231842504,9,1.688973713387893,203,0.6628543324785785,10
85,185.1697221551798,178.82907488913418,51,221,0.05659087919894816,1.6737455231842504,9,1.688973713387893,203,0.6628543324785785,10
86,180.2369287167756,178.82907488913418,51,221,0.05659087919894816,1.6737455231842504,9,1.688973713387893,203,0.6628543324785785,10
87,183.76355187878573,178.82907488913418,51,221,0.05659087919894816,1.6737455231842504,9,1.688973713387893,203,0.6628543324785785,10
88,186.38446621085419,178.82907488913418,51,221,0.05659087919894816,1.6737455231842504,9,1.688973713387893,203,0.6628543324785785,10
89,187.35506691795524,178.82907488913418,51,221,0.05659087919894816,1.6737455231842504,9,1.688973713387893,203,0.6628543324785785,10
90,188.11702056188903,178.82907488913418,51,221,0.05659087919894816,1.6737455231842504,9,1.688973713387893,203,0.6628543324785785,10
91,182.87528641455583,178.82907488913418,51,221,0.05659087919894816,1.6737455231842504,9,1.688973713387893,203,0.6628543324785785,10
92,181.71060404540202,178.82907488913418,51,221,0.05659087919894816,1.6737455231842504,9,1.688973713387893,203,0.6628543324785785,10
93,183.58124480181715,178.82907488913418,51,221,0.05659087919894816,1.6737455231842504,9,1.688973713387893,203,0.6628543324785785,10
