iteration,fitness,best_so_far,best_trial_number,best_param_0,best_param_1,best_param_2,best_param_3,best_param_4,best_param_5,best_param_6,best_param_7,best_param_8,best_param_9,best_param_10,best_param_11,best_param_12,best_param_13,best_param_14,best_param_15,best_param_16,best_param_17,best_param_18,best_param_19,best_param_20,best_param_21,best_param_22,best_param_23,best_param_24,best_param_25,best_param_26,best_param_27,best_selected_features_count
1,402.96207883742164,402.96207883742164,0,209,8,0.1001029373356104,0.3720993153686558,0.23208030173540176,0.183104735291918,0.2676341902399038,1,7,2,0,1,0,1,0,1,0,1,0,0,1,1,0,1,1,1,0,0,9
2,425.9307261049409,402.96207883742164,0,209,8,0.1001029373356104,0.3720993153686558,0.23208030173540176,0.183104735291918,0.2676341902399038,1,7,2,0,1,0,1,0,1,0,1,0,0,1,1,0,1,1,1,0,0,9
3,288.21429361198324,288.21429361198324,2,288,3,0.6303749832129558,0.729782524018838,0.19210098594504327,0.4726503890376115,0.7249601419549706,1,2,2,1,1,1,1,1,0,0,1,0,0,1,0,1,1,1,1,1,0,12
4,389.265764880274,288.21429361198324,2,288,3,0.6303749832129558,0.729782524018838,0.19210098594504327,0.4726503890376115,0.7249601419549706,1,2,2,1,1,1,1,1,0,0,1,0,0,1,0,1,1,1,1,1,0,12
5,624.6490201722835,288.21429361198324,2,288,3,0.6303749832129558,0.729782524018838,0.19210098594504327,0.4726503890376115,0.7249601419549706,1,2,2,1,1,1,1,1,0,0,1,0,0,1,0,1,1,1,1,1,0,12
6,324.78193746584543,288.21429361198324,2,288,3,0.6303749832129558,0.729782524018838,0.19210098594504327,0.4726503890376115,0.7249601419549706,1,2,2,1,1,1,1,1,0,0,1,0,0,1,0,1,1,1,1,1,0,12
7,538.1841355817622,288.21429361198324,2,288,3,0.6303749832129558,0.729782524018838,0.19210098594504327,0.4726503890376115,0.7249601419549706,1,2,2,1,1,1,1,1,0,0,1,0,0,1,0,1,1,1,1,1,0,12
8,281.2646077724786,281.2646077724786,7,7,4,0.6551005213014919,0.9541146886188547,0.9551585073223717,0.6009878693756407,0.924045714789647,2,7,2,1,1,1,1,0,1,0,0,0,1,0,1,1,0,0,0,0,1,9
9,452.23534473036074,281.2646077724786,7,7,4,0.6551005213014919,0.9541146886188547,0.9551585073223717,0.6009878693756407,0.924045714789647,2,7,2,1,1,1,1,0,1,0,0,0,1,0,1,1,0,0,0,0,1,9
10,396.1475992137565,281.2646077724786,7,7,4,0.6551005213014919,0.9541146886188547,0.9551585073223717,0.6009878693756407,0.924045714789647,2,7,2,1,1,1,1,0,1,0,0,0,1,0,1,1,0,0,0,0,1,9
11,374.23421703891813,281.2646077724786,7,7,4,0.6551005213014919,0.9541146886188547,0.9551585073223717,0.6009878693756407,0.924045714789647,2,7,2,1,1,1,1,0,1,0,0,0,1,0,1,1,0,0,0,0,1,9
12,369.44827690291635,281.2646077724786,7,7,4,0.6551005213014919,0.9541146886188547,0.9551585073223717,0.6009878693756407,0.924045714789647,2,7,2,1,1,1,1,0,1,0,0,0,1,0,1,1,0,0,0,0,1,9
13,367.15540777967976,281.2646077724786,7,7,4,0.6551005213014919,0.9541146886188547,0.9551585073223717,0.6009878693756407,0.924045714789647,2,7,2,1,1,1,1,0,1,0,0,0,1,0,1,1,0,0,0,0,1,9
14,286.31070759934136,281.2646077724786,7,7,4,0.6551005213014919,0.9541146886188547,0.9551585073223717,0.6009878693756407,0.924045714789647,2,7,2,1,1,1,1,0,1,0,0,0,1,0,1,1,0,0,0,0,1,9
15,280.22955476271454,280.22955476271454,14,16,6,0.3672101666813641,0.5151684720742272,0.9588477569047797,0.29884217790528234,0.874869487117296,3,4,3,1,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,8
16,295.53653232258364,280.22955476271454,14,16,6,0.3672101666813641,0.5151684720742272,0.9588477569047797,0.29884217790528234,0.874869487117296,3,4,3,1,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,8
17,242.09689548080755,242.09689548080755,16,79,6,0.3239941421909124,0.31342917118839775,0.8707615247899068,0.7322083254454312,0.5942055513782623,3,15,4,1,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,8
