iteration,fitness,best_so_far,best_trial_number,best_param_0,best_param_1,best_param_2,best_param_3,best_param_4,best_param_5,best_param_6,best_param_7,best_param_8,best_param_9,best_param_10,best_param_11,best_param_12,best_param_13,best_param_14,best_param_15,best_param_16,best_param_17,best_param_18,best_param_19,best_param_20,best_param_21,best_param_22,best_param_23,best_param_24,best_param_25,best_param_26,best_param_27,best_selected_features_count
1,292.0159216108277,292.0159216108277,0,386,2,0.6702834114336479,0.7739234942847507,0.5486563110723314,0.30231698097776294,0.27825657828366157,3,4,0,1,1,0,1,1,1,1,0,1,1,1,0,0,1,0,0,1,1,12
2,512.8694054117342,292.0159216108277,0,386,2,0.6702834114336479,0.7739234942847507,0.5486563110723314,0.30231698097776294,0.27825657828366157,3,4,0,1,1,0,1,1,1,1,0,1,1,1,0,0,1,0,0,1,1,12
3,637.0951907389748,292.0159216108277,0,386,2,0.6702834114336479,0.7739234942847507,0.5486563110723314,0.30231698097776294,0.27825657828366157,3,4,0,1,1,0,1,1,1,1,0,1,1,1,0,0,1,0,0,1,1,12
4,288.60591858856407,288.60591858856407,3,151,2,0.37275630458593134,0.31786828786317467,0.6018203697963798,0.6089563178993508,0.5276190226735455,1,2,4,0,0,1,0,0,1,1,1,0,0,1,1,1,0,0,1,0,1,9
5,327.62236892337603,288.60591858856407,3,151,2,0.37275630458593134,0.31786828786317467,0.6018203697963798,0.6089563178993508,0.5276190226735455,1,2,4,0,0,1,0,0,1,1,1,0,0,1,1,1,0,0,1,0,1,9
6,375.9931113241409,288.60591858856407,3,151,2,0.37275630458593134,0.31786828786317467,0.6018203697963798,0.6089563178993508,0.5276190226735455,1,2,4,0,0,1,0,0,1,1,1,0,0,1,1,1,0,0,1,0,1,9
7,370.02329285763795,288.60591858856407,3,151,2,0.37275630458593134,0.31786828786317467,0.6018203697963798,0.6089563178993508,0.5276190226735455,1,2,4,0,0,1,0,0,1,1,1,0,0,1,1,1,0,0,1,0,1,9
8,397.126141763029,288.60591858856407,3,151,2,0.37275630458593134,0.31786828786317467,0.6018203697963798,0.6089563178993508,0.5276190226735455,1,2,4,0,0,1,0,0,1,1,1,0,0,1,1,1,0,0,1,0,1,9
9,260.19799441505376,260.19799441505376,8,405,5,0.1219893804848477,0.8711479383649773,0.3468653371138566,0.7381953676647915,0.42019510854129705,3,13,2,1,0,0,0,1,1,0,0,1,0,0,1,1,0,1,0,1,0,8
10,568.2430141812675,260.19799441505376,8,405,5,0.1219893804848477,0.8711479383649773,0.3468653371138566,0.7381953676647915,0.42019510854129705,3,13,2,1,0,0,0,1,1,0,0,1,0,0,1,1,0,1,0,1,0,8
11,542.7130818328347,260.19799441505376,8,405,5,0.1219893804848477,0.8711479383649773,0.3468653371138566,0.7381953676647915,0.42019510854129705,3,13,2,1,0,0,0,1,1,0,0,1,0,0,1,1,0,1,0,1,0,8
12,298.1530503228917,260.19799441505376,8,405,5,0.1219893804848477,0.8711479383649773,0.3468653371138566,0.7381953676647915,0.42019510854129705,3,13,2,1,0,0,0,1,1,0,0,1,0,0,1,1,0,1,0,1,0,8
13,281.8979764346077,260.19799441505376,8,405,5,0.1219893804848477,0.8711479383649773,0.3468653371138566,0.7381953676647915,0.42019510854129705,3,13,2,1,0,0,0,1,1,0,0,1,0,0,1,1,0,1,0,1,0,8
14,327.89626428923816,260.19799441505376,8,405,5,0.1219893804848477,0.8711479383649773,0.3468653371138566,0.7381953676647915,0.42019510854129705,3,13,2,1,0,0,0,1,1,0,0,1,0,0,1,1,0,1,0,1,0,8
15,280.32077250728946,260.19799441505376,8,405,5,0.1219893804848477,0.8711479383649773,0.3468653371138566,0.7381953676647915,0.42019510854129705,3,13,2,1,0,0,0,1,1,0,0,1,0,0,1,1,0,1,0,1,0,8
16,333.87280741090456,260.19799441505376,8,405,5,0.1219893804848477,0.8711479383649773,0.3468653371138566,0.7381953676647915,0.42019510854129705,3,13,2,1,0,0,0,1,1,0,0,1,0,0,1,1,0,1,0,1,0,8
17,266.80244842687733,260.19799441505376,8,405,5,0.1219893804848477,0.8711479383649773,0.3468653371138566,0.7381953676647915,0.42019510854129705,3,13,2,1,0,0,0,1,1,0,0,1,0,0,1,1,0,1,0,1,0,8
18,277.01751448023435,260.19799441505376,8,405,5,0.1219893804848477,0.8711479383649773,0.3468653371138566,0.7381953676647915,0.42019510854129705,3,13,2,1,0,0,0,1,1,0,0,1,0,0,1,1,0,1,0,1,0,8
19,248.92593420679032,248.92593420679032,18,483,5,0.49663027690682393,0.9426722660069932,0.22572035409856406,0.8689185418991718,0.693007728646335,2,13,2,1,0,0,0,1,1,0,0,1,0,0,1,1,0,1,0,1,0,8
20,256.4590398369232,248.92593420679032,18,483,5,0.49663027690682393,0.9426722660069932,0.22572035409856406,0.8689185418991718,0.693007728646335,2,13,2,1,0,0,0,1,1,0,0,1,0,0,1,1,0,1,0,1,0,8
21,257.97916129775956,248.92593420679032,18,483,5,0.49663027690682393,0.9426722660069932,0.22572035409856406,0.8689185418991718,0.693007728646335,2,13,2,1,0,0,0,1,1,0,0,1,0,0,1,1,0,1,0,1,0,8
22,258.80106429071685,248.92593420679032,18,483,5,0.49663027690682393,0.9426722660069932,0.22572035409856406,0.8689185418991718,0.693007728646335,2,13,2,1,0,0,0,1,1,0,0,1,0,0,1,1,0,1,0,1,0,8
23,275.5526853084495,248.92593420679032,18,483,5,0.49663027690682393,0.9426722660069932,0.22572035409856406,0.8689185418991718,0.693007728646335,2,13,2,1,0,0,0,1,1,0,0,1,0,0,1,1,0,1,0,1,0,8
