iteration,fitness,best_so_far,best_trial_number,best_param_0,best_param_1,best_param_2,best_param_3,best_param_4,best_param_5,best_param_6,best_param_7,best_param_8,best_param_9,best_param_10,best_param_11,best_param_12,best_param_13,best_param_14,best_param_15,best_param_16,best_param_17,best_param_18,best_param_19,best_param_20,best_param_21,best_param_22,best_param_23,best_param_24,best_param_25,best_param_26,best_param_27,best_selected_features_count
1,361.00171273348076,361.00171273348076,0,91,2,0.5168966738485101,0.7524405362729331,0.47818324412895474,0.5368843883510042,0.1115027331315478,1,15,4,1,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,8
2,403.01331656845616,361.00171273348076,0,91,2,0.5168966738485101,0.7524405362729331,0.47818324412895474,0.5368843883510042,0.1115027331315478,1,15,4,1,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,8
3,251.8702207466814,251.8702207466814,2,11,8,0.3699568084874989,0.7310478475391652,0.7612009488140515,0.9396141644686113,0.4602955896296276,1,13,3,1,1,1,1,0,1,1,0,1,0,0,0,0,1,0,1,1,0,10
4,883.9276422237759,251.8702207466814,2,11,8,0.3699568084874989,0.7310478475391652,0.7612009488140515,0.9396141644686113,0.4602955896296276,1,13,3,1,1,1,1,0,1,1,0,1,0,0,0,0,1,0,1,1,0,10
5,314.01297152829784,251.8702207466814,2,11,8,0.3699568084874989,0.7310478475391652,0.7612009488140515,0.9396141644686113,0.4602955896296276,1,13,3,1,1,1,1,0,1,1,0,1,0,0,0,0,1,0,1,1,0,10
6,462.52387063208283,251.8702207466814,2,11,8,0.3699568084874989,0.7310478475391652,0.7612009488140515,0.9396141644686113,0.4602955896296276,1,13,3,1,1,1,1,0,1,1,0,1,0,0,0,0,1,0,1,1,0,10
7,837.225305828683,251.8702207466814,2,11,8,0.3699568084874989,0.7310478475391652,0.7612009488140515,0.9396141644686113,0.4602955896296276,1,13,3,1,1,1,1,0,1,1,0,1,0,0,0,0,1,0,1,1,0,10
8,242.4825383882175,242.4825383882175,7,161,4,0.12495939468251951,0.48039397718171584,0.1589019244391754,0.6171903494205485,0.7191426221842937,2,10,2,1,1,1,0,0,0,1,0,1,1,1,0,1,0,1,0,0,0,9
9,304.8654594697897,242.4825383882175,7,161,4,0.12495939468251951,0.48039397718171584,0.1589019244391754,0.6171903494205485,0.7191426221842937,2,10,2,1,1,1,0,0,0,1,0,1,1,1,0,1,0,1,0,0,0,9
10,273.35740845063856,242.4825383882175,7,161,4,0.12495939468251951,0.48039397718171584,0.1589019244391754,0.6171903494205485,0.7191426221842937,2,10,2,1,1,1,0,0,0,1,0,1,1,1,0,1,0,1,0,0,0,9
