iteration,fitness,best_so_far,best_trial_number,best_param_0,best_param_1,best_param_2,best_param_3,best_param_4,best_param_5,best_param_6,best_param_7,best_param_8,best_param_9,best_param_10,best_param_11,best_param_12,best_param_13,best_param_14,best_param_15,best_param_16,best_param_17,best_param_18,best_param_19,best_param_20,best_param_21,best_param_22,best_param_23,best_param_24,best_param_25,best_param_26,best_param_27,best_selected_features_count
1,485.40454745634855,485.40454745634855,0,484,6,0.9754159239683959,0.7433343943069282,0.7279559421375438,0.29448054602233875,0.9786470092986176,0,5,2,1,0,1,1,0,1,0,0,0,1,0,1,1,1,0,0,1,0,9
2,296.8091914249625,296.8091914249625,1,367,5,0.5751179410761283,0.9438144255558478,0.5695265102004622,0.1973740445985076,0.2424010664663195,2,9,3,0,1,0,1,1,0,0,1,1,0,1,1,1,0,1,0,0,0,9
3,481.48469967760866,296.8091914249625,1,367,5,0.5751179410761283,0.9438144255558478,0.5695265102004622,0.1973740445985076,0.2424010664663195,2,9,3,0,1,0,1,1,0,0,1,1,0,1,1,1,0,1,0,0,0,9
4,516.137367416978,296.8091914249625,1,367,5,0.5751179410761283,0.9438144255558478,0.5695265102004622,0.1973740445985076,0.2424010664663195,2,9,3,0,1,0,1,1,0,0,1,1,0,1,1,1,0,1,0,0,0,9
5,287.6127823209254,287.6127823209254,4,306,3,0.7835765762469983,0.8149809858189779,0.4677641080749082,0.949417755294741,0.2564018143797483,3,8,3,1,1,1,0,0,1,0,1,1,1,0,0,1,1,0,0,1,0,10
6,416.63265698103385,287.6127823209254,4,306,3,0.7835765762469983,0.8149809858189779,0.4677641080749082,0.949417755294741,0.2564018143797483,3,8,3,1,1,1,0,0,1,0,1,1,1,0,0,1,1,0,0,1,0,10
7,287.7152122711626,287.6127823209254,4,306,3,0.7835765762469983,0.8149809858189779,0.4677641080749082,0.949417755294741,0.2564018143797483,3,8,3,1,1,1,0,0,1,0,1,1,1,0,0,1,1,0,0,1,0,10
8,3364.1734190803636,287.6127823209254,4,306,3,0.7835765762469983,0.8149809858189779,0.4677641080749082,0.949417755294741,0.2564018143797483,3,8,3,1,1,1,0,0,1,0,1,1,1,0,0,1,1,0,0,1,0,10
9,359.1194091339811,287.6127823209254,4,306,3,0.7835765762469983,0.8149809858189779,0.4677641080749082,0.949417755294741,0.2564018143797483,3,8,3,1,1,1,0,0,1,0,1,1,1,0,0,1,1,0,0,1,0,10
10,406.4047609750762,287.6127823209254,4,306,3,0.7835765762469983,0.8149809858189779,0.4677641080749082,0.949417755294741,0.2564018143797483,3,8,3,1,1,1,0,0,1,0,1,1,1,0,0,1,1,0,0,1,0,10
11,233.65347756967077,233.65347756967077,10,304,2,0.7705915232622401,0.6685608579073371,0.1415251441167033,0.9677824507887108,0.11823393093444565,3,10,3,1,1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,8
12,236.1435423246562,233.65347756967077,10,304,2,0.7705915232622401,0.6685608579073371,0.1415251441167033,0.9677824507887108,0.11823393093444565,3,10,3,1,1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,8
13,237.5920533204878,233.65347756967077,10,304,2,0.7705915232622401,0.6685608579073371,0.1415251441167033,0.9677824507887108,0.11823393093444565,3,10,3,1,1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,8
14,241.40995629478593,233.65347756967077,10,304,2,0.7705915232622401,0.6685608579073371,0.1415251441167033,0.9677824507887108,0.11823393093444565,3,10,3,1,1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,8
15,468.9330412153551,233.65347756967077,10,304,2,0.7705915232622401,0.6685608579073371,0.1415251441167033,0.9677824507887108,0.11823393093444565,3,10,3,1,1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,8
16,240.05814621362947,233.65347756967077,10,304,2,0.7705915232622401,0.6685608579073371,0.1415251441167033,0.9677824507887108,0.11823393093444565,3,10,3,1,1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,8
17,290.37444435372015,233.65347756967077,10,304,2,0.7705915232622401,0.6685608579073371,0.1415251441167033,0.9677824507887108,0.11823393093444565,3,10,3,1,1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,8
18,333.43451405747516,233.65347756967077,10,304,2,0.7705915232622401,0.6685608579073371,0.1415251441167033,0.9677824507887108,0.11823393093444565,3,10,3,1,1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,8
19,304.977623358073,233.65347756967077,10,304,2,0.7705915232622401,0.6685608579073371,0.1415251441167033,0.9677824507887108,0.11823393093444565,3,10,3,1,1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,8
