iteration,fitness,best_so_far,best_trial_number,best_param_0,best_param_1,best_param_2,best_param_3,best_param_4,best_param_5,best_param_6,best_param_7,best_param_8,best_param_9,best_param_10,best_param_11,best_param_12,best_param_13,best_param_14,best_param_15,best_param_16,best_param_17,best_param_18,best_param_19,best_param_20,best_param_21,best_param_22,best_param_23,best_param_24,best_param_25,best_param_26,best_param_27,best_selected_features_count
1,525.454885037604,525.454885037604,0,78,8,0.3369835136666212,0.580365454042268,0.11311746623687771,0.9268723072898964,0.910643368705311,0,15,0,0,1,1,1,0,1,1,0,1,0,1,0,0,0,0,1,0,1,9
2,573.4162315230285,525.454885037604,0,78,8,0.3369835136666212,0.580365454042268,0.11311746623687771,0.9268723072898964,0.910643368705311,0,15,0,0,1,1,1,0,1,1,0,1,0,1,0,0,0,0,1,0,1,9
3,491.9473628028349,491.9473628028349,2,28,6,0.4747326915651492,0.14339687484301336,0.6151640639766485,0.8231649856096387,0.20224154758583532,1,10,2,1,0,1,1,1,0,0,1,0,1,0,1,0,1,1,1,1,0,11
4,329.6281863617668,329.6281863617668,3,335,10,0.6574811200909719,0.3903271594379325,0.3875286798402231,0.3623110165059876,0.9616756813651515,1,15,4,1,0,1,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,9
5,340.14960655703413,329.6281863617668,3,335,10,0.6574811200909719,0.3903271594379325,0.3875286798402231,0.3623110165059876,0.9616756813651515,1,15,4,1,0,1,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,9
6,30430.90532813919,329.6281863617668,3,335,10,0.6574811200909719,0.3903271594379325,0.3875286798402231,0.3623110165059876,0.9616756813651515,1,15,4,1,0,1,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,9
7,719.4022835129348,329.6281863617668,3,335,10,0.6574811200909719,0.3903271594379325,0.3875286798402231,0.3623110165059876,0.9616756813651515,1,15,4,1,0,1,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,9
8,502.3991774814762,329.6281863617668,3,335,10,0.6574811200909719,0.3903271594379325,0.3875286798402231,0.3623110165059876,0.9616756813651515,1,15,4,1,0,1,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,9
9,3066.0231353508443,329.6281863617668,3,335,10,0.6574811200909719,0.3903271594379325,0.3875286798402231,0.3623110165059876,0.9616756813651515,1,15,4,1,0,1,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,9
10,347.3385523440796,329.6281863617668,3,335,10,0.6574811200909719,0.3903271594379325,0.3875286798402231,0.3623110165059876,0.9616756813651515,1,15,4,1,0,1,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,9
11,459.92544275829823,329.6281863617668,3,335,10,0.6574811200909719,0.3903271594379325,0.3875286798402231,0.3623110165059876,0.9616756813651515,1,15,4,1,0,1,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,9
12,242.32978654496637,242.32978654496637,11,441,3,0.5772920010894329,0.8480791058768684,0.9971733039006425,0.5127192327607994,0.8040470060539573,1,5,1,1,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,6
13,224.20136850858486,224.20136850858486,12,397,2,0.6347704706970075,0.9761342193412643,0.9793021218533873,0.5857108925189699,0.8109336362830337,1,7,1,1,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,6
14,238.08169484724013,224.20136850858486,12,397,2,0.6347704706970075,0.9761342193412643,0.9793021218533873,0.5857108925189699,0.8109336362830337,1,7,1,1,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,6
15,203.59556180029068,203.59556180029068,14,389,2,0.2983119211448448,0.9983647537331728,0.9811135782896413,0.6665300688464815,0.7664809939932079,2,8,1,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,8
16,207.0360611126793,203.59556180029068,14,389,2,0.2983119211448448,0.9983647537331728,0.9811135782896413,0.6665300688464815,0.7664809939932079,2,8,1,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,8
17,212.73392459212593,203.59556180029068,14,389,2,0.2983119211448448,0.9983647537331728,0.9811135782896413,0.6665300688464815,0.7664809939932079,2,8,1,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,8
18,204.4514704764157,203.59556180029068,14,389,2,0.2983119211448448,0.9983647537331728,0.9811135782896413,0.6665300688464815,0.7664809939932079,2,8,1,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,8
19,230.2427972693676,203.59556180029068,14,389,2,0.2983119211448448,0.9983647537331728,0.9811135782896413,0.6665300688464815,0.7664809939932079,2,8,1,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,8
20,217.36471164285936,203.59556180029068,14,389,2,0.2983119211448448,0.9983647537331728,0.9811135782896413,0.6665300688464815,0.7664809939932079,2,8,1,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,8
21,315.77474382658704,203.59556180029068,14,389,2,0.2983119211448448,0.9983647537331728,0.9811135782896413,0.6665300688464815,0.7664809939932079,2,8,1,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,8
22,209.02507365192855,203.59556180029068,14,389,2,0.2983119211448448,0.9983647537331728,0.9811135782896413,0.6665300688464815,0.7664809939932079,2,8,1,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,8
23,205.4721314242766,203.59556180029068,14,389,2,0.2983119211448448,0.9983647537331728,0.9811135782896413,0.6665300688464815,0.7664809939932079,2,8,1,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,8
24,224.87584033692423,203.59556180029068,14,389,2,0.2983119211448448,0.9983647537331728,0.9811135782896413,0.6665300688464815,0.7664809939932079,2,8,1,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,8
25,201.27884533794432,201.27884533794432,24,251,2,0.16567371657836114,0.9248140773306328,0.7819026625379667,0.8382986227335342,0.6292695290022114,3,11,2,1,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,8
26,208.5392844463789,201.27884533794432,24,251,2,0.16567371657836114,0.9248140773306328,0.7819026625379667,0.8382986227335342,0.6292695290022114,3,11,2,1,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,8
27,234.3432295177103,201.27884533794432,24,251,2,0.16567371657836114,0.9248140773306328,0.7819026625379667,0.8382986227335342,0.6292695290022114,3,11,2,1,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,8
28,225.2254281781989,201.27884533794432,24,251,2,0.16567371657836114,0.9248140773306328,0.7819026625379667,0.8382986227335342,0.6292695290022114,3,11,2,1,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,8
29,661.6978861385976,201.27884533794432,24,251,2,0.16567371657836114,0.9248140773306328,0.7819026625379667,0.8382986227335342,0.6292695290022114,3,11,2,1,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,8
30,253.88559742421273,201.27884533794432,24,251,2,0.16567371657836114,0.9248140773306328,0.7819026625379667,0.8382986227335342,0.6292695290022114,3,11,2,1,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,8
31,241.0218941930957,201.27884533794432,24,251,2,0.16567371657836114,0.9248140773306328,0.7819026625379667,0.8382986227335342,0.6292695290022114,3,11,2,1,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,8
32,215.15648117091774,201.27884533794432,24,251,2,0.16567371657836114,0.9248140773306328,0.7819026625379667,0.8382986227335342,0.6292695290022114,3,11,2,1,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,8
33,217.70528908611595,201.27884533794432,24,251,2,0.16567371657836114,0.9248140773306328,0.7819026625379667,0.8382986227335342,0.6292695290022114,3,11,2,1,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,8
34,213.0694061178149,201.27884533794432,24,251,2,0.16567371657836114,0.9248140773306328,0.7819026625379667,0.8382986227335342,0.6292695290022114,3,11,2,1,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,8
35,237.33031884487684,201.27884533794432,24,251,2,0.16567371657836114,0.9248140773306328,0.7819026625379667,0.8382986227335342,0.6292695290022114,3,11,2,1,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,8
36,220.9447610966602,201.27884533794432,24,251,2,0.16567371657836114,0.9248140773306328,0.7819026625379667,0.8382986227335342,0.6292695290022114,3,11,2,1,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,8
37,241.7250477157557,201.27884533794432,24,251,2,0.16567371657836114,0.9248140773306328,0.7819026625379667,0.8382986227335342,0.6292695290022114,3,11,2,1,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,8
38,234.17784384654286,201.27884533794432,24,251,2,0.16567371657836114,0.9248140773306328,0.7819026625379667,0.8382986227335342,0.6292695290022114,3,11,2,1,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,8
39,286.4450553536988,201.27884533794432,24,251,2,0.16567371657836114,0.9248140773306328,0.7819026625379667,0.8382986227335342,0.6292695290022114,3,11,2,1,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,8
40,222.54231612038404,201.27884533794432,24,251,2,0.16567371657836114,0.9248140773306328,0.7819026625379667,0.8382986227335342,0.6292695290022114,3,11,2,1,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,8
41,386.7235797274949,201.27884533794432,24,251,2,0.16567371657836114,0.9248140773306328,0.7819026625379667,0.8382986227335342,0.6292695290022114,3,11,2,1,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,8
42,204.11590917372584,201.27884533794432,24,251,2,0.16567371657836114,0.9248140773306328,0.7819026625379667,0.8382986227335342,0.6292695290022114,3,11,2,1,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,8
43,228.66847241648588,201.27884533794432,24,251,2,0.16567371657836114,0.9248140773306328,0.7819026625379667,0.8382986227335342,0.6292695290022114,3,11,2,1,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,8
44,215.49030256980612,201.27884533794432,24,251,2,0.16567371657836114,0.9248140773306328,0.7819026625379667,0.8382986227335342,0.6292695290022114,3,11,2,1,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,8
45,213.8147936034981,201.27884533794432,24,251,2,0.16567371657836114,0.9248140773306328,0.7819026625379667,0.8382986227335342,0.6292695290022114,3,11,2,1,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,8
46,216.69981511089406,201.27884533794432,24,251,2,0.16567371657836114,0.9248140773306328,0.7819026625379667,0.8382986227335342,0.6292695290022114,3,11,2,1,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,8
47,197.28119042228928,197.28119042228928,46,240,2,0.13398174780258987,0.9631579347488382,0.9623008834658723,0.7570338810340624,0.988140226371139,2,12,1,1,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0,10
48,222.9437800758922,197.28119042228928,46,240,2,0.13398174780258987,0.9631579347488382,0.9623008834658723,0.7570338810340624,0.988140226371139,2,12,1,1,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0,10
49,273.43426521232345,197.28119042228928,46,240,2,0.13398174780258987,0.9631579347488382,0.9623008834658723,0.7570338810340624,0.988140226371139,2,12,1,1,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0,10
50,218.97241030474135,197.28119042228928,46,240,2,0.13398174780258987,0.9631579347488382,0.9623008834658723,0.7570338810340624,0.988140226371139,2,12,1,1,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0,10
51,353.21631566216564,197.28119042228928,46,240,2,0.13398174780258987,0.9631579347488382,0.9623008834658723,0.7570338810340624,0.988140226371139,2,12,1,1,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0,10
52,208.91504271416557,197.28119042228928,46,240,2,0.13398174780258987,0.9631579347488382,0.9623008834658723,0.7570338810340624,0.988140226371139,2,12,1,1,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0,10
