iteration,fitness,best_so_far,best_trial_number,best_param_0,best_param_1,best_param_2,best_param_3,best_param_4,best_param_5,best_param_6,best_param_7,best_param_8,best_param_9,best_param_10,best_param_11,best_param_12,best_param_13,best_param_14,best_param_15,best_param_16,best_param_17,best_param_18,best_param_19,best_param_20,best_param_21,best_param_22,best_param_23,best_param_24,best_param_25,best_param_26,best_param_27,best_selected_features_count
1,389.2592485112689,389.2592485112689,0,275,8,0.6424870384644795,0.5903948646972071,0.4812893194050143,0.6813047017599905,0.49382849013642327,3,15,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,0,1,0,1,12
2,209.28018486535325,209.28018486535325,1,261,5,0.3381000508941643,0.796810320490795,0.5105352989948937,0.6115905539817836,0.11691082039271963,2,10,3,1,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,7
3,387.8917895549119,209.28018486535325,1,261,5,0.3381000508941643,0.796810320490795,0.5105352989948937,0.6115905539817836,0.11691082039271963,2,10,3,1,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,7
4,490.38786899377135,209.28018486535325,1,261,5,0.3381000508941643,0.796810320490795,0.5105352989948937,0.6115905539817836,0.11691082039271963,2,10,3,1,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,7
5,380.7687967819226,209.28018486535325,1,261,5,0.3381000508941643,0.796810320490795,0.5105352989948937,0.6115905539817836,0.11691082039271963,2,10,3,1,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,7
6,285.5706169900705,209.28018486535325,1,261,5,0.3381000508941643,0.796810320490795,0.5105352989948937,0.6115905539817836,0.11691082039271963,2,10,3,1,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,7
7,368.50482207995566,209.28018486535325,1,261,5,0.3381000508941643,0.796810320490795,0.5105352989948937,0.6115905539817836,0.11691082039271963,2,10,3,1,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,7
8,364.63720225565805,209.28018486535325,1,261,5,0.3381000508941643,0.796810320490795,0.5105352989948937,0.6115905539817836,0.11691082039271963,2,10,3,1,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,7
9,496.4395145289523,209.28018486535325,1,261,5,0.3381000508941643,0.796810320490795,0.5105352989948937,0.6115905539817836,0.11691082039271963,2,10,3,1,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,7
10,23083287759.202972,209.28018486535325,1,261,5,0.3381000508941643,0.796810320490795,0.5105352989948937,0.6115905539817836,0.11691082039271963,2,10,3,1,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,7
