iteration,fitness,best_so_far,best_trial_number,best_param_0,best_param_1,best_param_2,best_param_3,best_param_4,best_param_5,best_param_6,best_param_7,best_param_8,best_param_9,best_param_10,best_param_11,best_param_12,best_param_13,best_param_14,best_param_15,best_param_16,best_param_17,best_param_18,best_param_19,best_param_20,best_param_21,best_param_22,best_param_23,best_param_24,best_param_25,best_param_26,best_param_27,best_selected_features_count
1,324.06206175097077,324.06206175097077,0,39,9,0.4945683082968042,0.7511186600478471,0.9801905607969424,0.5846462833693903,0.5510084172939441,0,5,2,1,1,0,0,0,1,0,0,1,0,1,1,0,1,1,0,1,1,10
2,296.6280435140605,296.6280435140605,1,335,6,0.28436418126801555,0.5416893001819634,0.43514622044655304,0.5296610393664296,0.42930134720253366,3,12,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,7
3,363.45558473363826,296.6280435140605,1,335,6,0.28436418126801555,0.5416893001819634,0.43514622044655304,0.5296610393664296,0.42930134720253366,3,12,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,7
4,555.6667453672271,296.6280435140605,1,335,6,0.28436418126801555,0.5416893001819634,0.43514622044655304,0.5296610393664296,0.42930134720253366,3,12,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,7
5,323.28529125438325,296.6280435140605,1,335,6,0.28436418126801555,0.5416893001819634,0.43514622044655304,0.5296610393664296,0.42930134720253366,3,12,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,7
6,232.29339518522556,232.29339518522556,5,275,3,0.13197592434732702,0.35338043606364433,0.8270837618081964,0.14028963476062511,0.10739485453538083,1,2,0,0,1,1,0,0,0,1,1,1,0,0,1,1,0,1,1,1,1,11
7,633.7034547947729,232.29339518522556,5,275,3,0.13197592434732702,0.35338043606364433,0.8270837618081964,0.14028963476062511,0.10739485453538083,1,2,0,0,1,1,0,0,0,1,1,1,0,0,1,1,0,1,1,1,1,11
8,312.66888443249826,232.29339518522556,5,275,3,0.13197592434732702,0.35338043606364433,0.8270837618081964,0.14028963476062511,0.10739485453538083,1,2,0,0,1,1,0,0,0,1,1,1,0,0,1,1,0,1,1,1,1,11
9,739.9191730932642,232.29339518522556,5,275,3,0.13197592434732702,0.35338043606364433,0.8270837618081964,0.14028963476062511,0.10739485453538083,1,2,0,0,1,1,0,0,0,1,1,1,0,0,1,1,0,1,1,1,1,11
10,329.4695417238567,232.29339518522556,5,275,3,0.13197592434732702,0.35338043606364433,0.8270837618081964,0.14028963476062511,0.10739485453538083,1,2,0,0,1,1,0,0,0,1,1,1,0,0,1,1,0,1,1,1,1,11
11,387.21364456957673,232.29339518522556,5,275,3,0.13197592434732702,0.35338043606364433,0.8270837618081964,0.14028963476062511,0.10739485453538083,1,2,0,0,1,1,0,0,0,1,1,1,0,0,1,1,0,1,1,1,1,11
12,209.5141983072461,209.5141983072461,11,334,2,0.27358976661541445,0.4129096079610582,0.45771000120507116,0.41791982338919265,0.37192050214464645,2,14,1,1,0,0,0,0,0,1,1,0,1,0,1,1,0,1,1,0,0,8
13,259.9296127494488,209.5141983072461,11,334,2,0.27358976661541445,0.4129096079610582,0.45771000120507116,0.41791982338919265,0.37192050214464645,2,14,1,1,0,0,0,0,0,1,1,0,1,0,1,1,0,1,1,0,0,8
14,252.80659226326082,209.5141983072461,11,334,2,0.27358976661541445,0.4129096079610582,0.45771000120507116,0.41791982338919265,0.37192050214464645,2,14,1,1,0,0,0,0,0,1,1,0,1,0,1,1,0,1,1,0,0,8
15,278.77495825834006,209.5141983072461,11,334,2,0.27358976661541445,0.4129096079610582,0.45771000120507116,0.41791982338919265,0.37192050214464645,2,14,1,1,0,0,0,0,0,1,1,0,1,0,1,1,0,1,1,0,0,8
16,227.34125224578074,209.5141983072461,11,334,2,0.27358976661541445,0.4129096079610582,0.45771000120507116,0.41791982338919265,0.37192050214464645,2,14,1,1,0,0,0,0,0,1,1,0,1,0,1,1,0,1,1,0,0,8
17,279.6008250514472,209.5141983072461,11,334,2,0.27358976661541445,0.4129096079610582,0.45771000120507116,0.41791982338919265,0.37192050214464645,2,14,1,1,0,0,0,0,0,1,1,0,1,0,1,1,0,1,1,0,0,8
18,280.0185714375115,209.5141983072461,11,334,2,0.27358976661541445,0.4129096079610582,0.45771000120507116,0.41791982338919265,0.37192050214464645,2,14,1,1,0,0,0,0,0,1,1,0,1,0,1,1,0,1,1,0,0,8
19,352.26444494708124,209.5141983072461,11,334,2,0.27358976661541445,0.4129096079610582,0.45771000120507116,0.41791982338919265,0.37192050214464645,2,14,1,1,0,0,0,0,0,1,1,0,1,0,1,1,0,1,1,0,0,8
20,226.75411605916952,209.5141983072461,11,334,2,0.27358976661541445,0.4129096079610582,0.45771000120507116,0.41791982338919265,0.37192050214464645,2,14,1,1,0,0,0,0,0,1,1,0,1,0,1,1,0,1,1,0,0,8
21,260.63083249759626,209.5141983072461,11,334,2,0.27358976661541445,0.4129096079610582,0.45771000120507116,0.41791982338919265,0.37192050214464645,2,14,1,1,0,0,0,0,0,1,1,0,1,0,1,1,0,1,1,0,0,8
22,224.83457979039014,209.5141983072461,11,334,2,0.27358976661541445,0.4129096079610582,0.45771000120507116,0.41791982338919265,0.37192050214464645,2,14,1,1,0,0,0,0,0,1,1,0,1,0,1,1,0,1,1,0,0,8
23,232.29890911220951,209.5141983072461,11,334,2,0.27358976661541445,0.4129096079610582,0.45771000120507116,0.41791982338919265,0.37192050214464645,2,14,1,1,0,0,0,0,0,1,1,0,1,0,1,1,0,1,1,0,0,8
24,272.95246724289865,209.5141983072461,11,334,2,0.27358976661541445,0.4129096079610582,0.45771000120507116,0.41791982338919265,0.37192050214464645,2,14,1,1,0,0,0,0,0,1,1,0,1,0,1,1,0,1,1,0,0,8
25,229.1859015967207,209.5141983072461,11,334,2,0.27358976661541445,0.4129096079610582,0.45771000120507116,0.41791982338919265,0.37192050214464645,2,14,1,1,0,0,0,0,0,1,1,0,1,0,1,1,0,1,1,0,0,8
26,224.767128141803,209.5141983072461,11,334,2,0.27358976661541445,0.4129096079610582,0.45771000120507116,0.41791982338919265,0.37192050214464645,2,14,1,1,0,0,0,0,0,1,1,0,1,0,1,1,0,1,1,0,0,8
27,303.7607340210607,209.5141983072461,11,334,2,0.27358976661541445,0.4129096079610582,0.45771000120507116,0.41791982338919265,0.37192050214464645,2,14,1,1,0,0,0,0,0,1,1,0,1,0,1,1,0,1,1,0,0,8
28,263.6063262238969,209.5141983072461,11,334,2,0.27358976661541445,0.4129096079610582,0.45771000120507116,0.41791982338919265,0.37192050214464645,2,14,1,1,0,0,0,0,0,1,1,0,1,0,1,1,0,1,1,0,0,8
29,315.9233182169425,209.5141983072461,11,334,2,0.27358976661541445,0.4129096079610582,0.45771000120507116,0.41791982338919265,0.37192050214464645,2,14,1,1,0,0,0,0,0,1,1,0,1,0,1,1,0,1,1,0,0,8
30,249.77441834149596,209.5141983072461,11,334,2,0.27358976661541445,0.4129096079610582,0.45771000120507116,0.41791982338919265,0.37192050214464645,2,14,1,1,0,0,0,0,0,1,1,0,1,0,1,1,0,1,1,0,0,8
31,230.64121388449738,209.5141983072461,11,334,2,0.27358976661541445,0.4129096079610582,0.45771000120507116,0.41791982338919265,0.37192050214464645,2,14,1,1,0,0,0,0,0,1,1,0,1,0,1,1,0,1,1,0,0,8
32,216.53230505653735,209.5141983072461,11,334,2,0.27358976661541445,0.4129096079610582,0.45771000120507116,0.41791982338919265,0.37192050214464645,2,14,1,1,0,0,0,0,0,1,1,0,1,0,1,1,0,1,1,0,0,8
33,213.3146326596608,209.5141983072461,11,334,2,0.27358976661541445,0.4129096079610582,0.45771000120507116,0.41791982338919265,0.37192050214464645,2,14,1,1,0,0,0,0,0,1,1,0,1,0,1,1,0,1,1,0,0,8
34,231.3134549427999,209.5141983072461,11,334,2,0.27358976661541445,0.4129096079610582,0.45771000120507116,0.41791982338919265,0.37192050214464645,2,14,1,1,0,0,0,0,0,1,1,0,1,0,1,1,0,1,1,0,0,8
35,224.19248947412433,209.5141983072461,11,334,2,0.27358976661541445,0.4129096079610582,0.45771000120507116,0.41791982338919265,0.37192050214464645,2,14,1,1,0,0,0,0,0,1,1,0,1,0,1,1,0,1,1,0,0,8
36,321.6590129965867,209.5141983072461,11,334,2,0.27358976661541445,0.4129096079610582,0.45771000120507116,0.41791982338919265,0.37192050214464645,2,14,1,1,0,0,0,0,0,1,1,0,1,0,1,1,0,1,1,0,0,8
37,279.23674473656496,209.5141983072461,11,334,2,0.27358976661541445,0.4129096079610582,0.45771000120507116,0.41791982338919265,0.37192050214464645,2,14,1,1,0,0,0,0,0,1,1,0,1,0,1,1,0,1,1,0,0,8
38,336.50449407555806,209.5141983072461,11,334,2,0.27358976661541445,0.4129096079610582,0.45771000120507116,0.41791982338919265,0.37192050214464645,2,14,1,1,0,0,0,0,0,1,1,0,1,0,1,1,0,1,1,0,0,8
39,276.38623986217726,209.5141983072461,11,334,2,0.27358976661541445,0.4129096079610582,0.45771000120507116,0.41791982338919265,0.37192050214464645,2,14,1,1,0,0,0,0,0,1,1,0,1,0,1,1,0,1,1,0,0,8
40,194.1378254299152,194.1378254299152,39,413,4,0.10867902749351221,0.8644475417832964,0.4885875150231723,0.984679662320665,0.5721649170733887,3,9,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,7
41,251.4773113766131,194.1378254299152,39,413,4,0.10867902749351221,0.8644475417832964,0.4885875150231723,0.984679662320665,0.5721649170733887,3,9,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,7
42,236.31771070877267,194.1378254299152,39,413,4,0.10867902749351221,0.8644475417832964,0.4885875150231723,0.984679662320665,0.5721649170733887,3,9,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,7
43,217.12179294214235,194.1378254299152,39,413,4,0.10867902749351221,0.8644475417832964,0.4885875150231723,0.984679662320665,0.5721649170733887,3,9,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,7
44,215.1314213613372,194.1378254299152,39,413,4,0.10867902749351221,0.8644475417832964,0.4885875150231723,0.984679662320665,0.5721649170733887,3,9,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,7
45,256.5233475721263,194.1378254299152,39,413,4,0.10867902749351221,0.8644475417832964,0.4885875150231723,0.984679662320665,0.5721649170733887,3,9,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,7
46,215.56071484405444,194.1378254299152,39,413,4,0.10867902749351221,0.8644475417832964,0.4885875150231723,0.984679662320665,0.5721649170733887,3,9,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,7
47,249.65208496382738,194.1378254299152,39,413,4,0.10867902749351221,0.8644475417832964,0.4885875150231723,0.984679662320665,0.5721649170733887,3,9,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,7
48,326.2897042044233,194.1378254299152,39,413,4,0.10867902749351221,0.8644475417832964,0.4885875150231723,0.984679662320665,0.5721649170733887,3,9,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,7
49,262.35130571229996,194.1378254299152,39,413,4,0.10867902749351221,0.8644475417832964,0.4885875150231723,0.984679662320665,0.5721649170733887,3,9,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,7
50,289.14019448116716,194.1378254299152,39,413,4,0.10867902749351221,0.8644475417832964,0.4885875150231723,0.984679662320665,0.5721649170733887,3,9,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,7
51,214.53161157408215,194.1378254299152,39,413,4,0.10867902749351221,0.8644475417832964,0.4885875150231723,0.984679662320665,0.5721649170733887,3,9,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,7
52,213.04397994870064,194.1378254299152,39,413,4,0.10867902749351221,0.8644475417832964,0.4885875150231723,0.984679662320665,0.5721649170733887,3,9,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,7
53,255.3910511057509,194.1378254299152,39,413,4,0.10867902749351221,0.8644475417832964,0.4885875150231723,0.984679662320665,0.5721649170733887,3,9,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,7
54,217.051179937421,194.1378254299152,39,413,4,0.10867902749351221,0.8644475417832964,0.4885875150231723,0.984679662320665,0.5721649170733887,3,9,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,7
55,327.919890426293,194.1378254299152,39,413,4,0.10867902749351221,0.8644475417832964,0.4885875150231723,0.984679662320665,0.5721649170733887,3,9,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,7
56,217.21049238742475,194.1378254299152,39,413,4,0.10867902749351221,0.8644475417832964,0.4885875150231723,0.984679662320665,0.5721649170733887,3,9,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,7
57,245.6278994899029,194.1378254299152,39,413,4,0.10867902749351221,0.8644475417832964,0.4885875150231723,0.984679662320665,0.5721649170733887,3,9,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,7
58,261.150922094866,194.1378254299152,39,413,4,0.10867902749351221,0.8644475417832964,0.4885875150231723,0.984679662320665,0.5721649170733887,3,9,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,7
59,196.93520364342115,194.1378254299152,39,413,4,0.10867902749351221,0.8644475417832964,0.4885875150231723,0.984679662320665,0.5721649170733887,3,9,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,7
60,192.10298635935402,192.10298635935402,59,369,3,0.13725337035757712,0.9236057577558261,0.6250871412543557,0.8157706936929302,0.6187670587991481,1,10,3,1,1,1,0,0,1,0,1,0,0,0,0,1,1,1,0,0,1,9
61,191.4947413248736,191.4947413248736,60,362,3,0.17822307836181986,0.9864564011462328,0.9950127891868814,0.8176299592692332,0.5003710597762797,1,10,3,1,1,1,0,0,1,0,1,0,0,0,0,1,1,1,0,0,1,9
