iteration,fitness,best_so_far,best_trial_number,best_param_0,best_param_1,best_param_2,best_param_3,best_param_4,best_param_5,best_param_6,best_param_7,best_param_8,best_param_9,best_param_10,best_param_11,best_param_12,best_param_13,best_param_14,best_param_15,best_param_16,best_param_17,best_param_18,best_param_19,best_param_20,best_param_21,best_param_22,best_param_23,best_selected_features_count
1,381.7604602976134,381.7604602976134,0,0.11465160148916934,72,20,0.5597448446778968,0.9036522589128893,907,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,5
2,212.4406758028379,212.4406758028379,1,0.11348331342605049,79,21,0.29976209553896327,0.4491741318000839,943,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,8
3,371.3182353072976,212.4406758028379,1,0.11348331342605049,79,21,0.29976209553896327,0.4491741318000839,943,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,8
4,340.5221421647041,212.4406758028379,1,0.11348331342605049,79,21,0.29976209553896327,0.4491741318000839,943,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,8
5,237.79974443121276,212.4406758028379,1,0.11348331342605049,79,21,0.29976209553896327,0.4491741318000839,943,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,8
6,234.83687351263217,212.4406758028379,1,0.11348331342605049,79,21,0.29976209553896327,0.4491741318000839,943,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,8
7,223.13502379093245,212.4406758028379,1,0.11348331342605049,79,21,0.29976209553896327,0.4491741318000839,943,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,8
8,254.73335209541193,212.4406758028379,1,0.11348331342605049,79,21,0.29976209553896327,0.4491741318000839,943,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,8
9,240.20113858802353,212.4406758028379,1,0.11348331342605049,79,21,0.29976209553896327,0.4491741318000839,943,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,8
10,263.2136638833293,212.4406758028379,1,0.11348331342605049,79,21,0.29976209553896327,0.4491741318000839,943,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,8
11,190.3533622785699,190.3533622785699,10,0.09368784828448844,9,24,0.8567231512481615,0.712977915233391,962,1,1,1,1,0,0,0,1,1,0,0,0,1,1,0,1,1,1,11
12,190.35439608273205,190.3533622785699,10,0.09368784828448844,9,24,0.8567231512481615,0.712977915233391,962,1,1,1,1,0,0,0,1,1,0,0,0,1,1,0,1,1,1,11
13,190.65284043056633,190.3533622785699,10,0.09368784828448844,9,24,0.8567231512481615,0.712977915233391,962,1,1,1,1,0,0,0,1,1,0,0,0,1,1,0,1,1,1,11
14,185.18948900346996,185.18948900346996,13,0.021027418836849707,6,8,0.9164202101186675,0.7321020252668943,808,1,1,1,1,0,0,0,1,1,0,0,0,1,1,0,1,1,1,11
15,182.59240354580322,182.59240354580322,14,0.01263072553916103,24,6,0.7740575483250075,0.9371931742020496,781,1,1,1,1,0,0,0,1,1,0,0,0,1,1,0,1,1,1,11
16,191.49049745036277,182.59240354580322,14,0.01263072553916103,24,6,0.7740575483250075,0.9371931742020496,781,1,1,1,1,0,0,0,1,1,0,0,0,1,1,0,1,1,1,11
17,180.75330276622972,180.75330276622972,16,0.011203041997583419,23,11,0.9982850465912827,0.870461416423325,585,1,1,1,1,0,0,0,1,1,0,0,0,1,1,0,1,1,1,11
18,250.57086703617225,180.75330276622972,16,0.011203041997583419,23,11,0.9982850465912827,0.870461416423325,585,1,1,1,1,0,0,0,1,1,0,0,0,1,1,0,1,1,1,11
19,183.28074953445858,180.75330276622972,16,0.011203041997583419,23,11,0.9982850465912827,0.870461416423325,585,1,1,1,1,0,0,0,1,1,0,0,0,1,1,0,1,1,1,11
20,186.4164104293667,180.75330276622972,16,0.011203041997583419,23,11,0.9982850465912827,0.870461416423325,585,1,1,1,1,0,0,0,1,1,0,0,0,1,1,0,1,1,1,11
21,289.1307468519307,180.75330276622972,16,0.011203041997583419,23,11,0.9982850465912827,0.870461416423325,585,1,1,1,1,0,0,0,1,1,0,0,0,1,1,0,1,1,1,11
22,178.4831507518962,178.4831507518962,21,0.014031546507126746,26,61,0.7933680755075472,0.8466899562234431,449,1,1,1,1,0,0,0,1,1,0,0,0,1,1,0,1,1,1,11
23,181.81435899048466,178.4831507518962,21,0.014031546507126746,26,61,0.7933680755075472,0.8466899562234431,449,1,1,1,1,0,0,0,1,1,0,0,0,1,1,0,1,1,1,11
24,182.63343455814925,178.4831507518962,21,0.014031546507126746,26,61,0.7933680755075472,0.8466899562234431,449,1,1,1,1,0,0,0,1,1,0,0,0,1,1,0,1,1,1,11
25,187.01228847476818,178.4831507518962,21,0.014031546507126746,26,61,0.7933680755075472,0.8466899562234431,449,1,1,1,1,0,0,0,1,1,0,0,0,1,1,0,1,1,1,11
26,182.5145343829947,178.4831507518962,21,0.014031546507126746,26,61,0.7933680755075472,0.8466899562234431,449,1,1,1,1,0,0,0,1,1,0,0,0,1,1,0,1,1,1,11
27,188.74629410770194,178.4831507518962,21,0.014031546507126746,26,61,0.7933680755075472,0.8466899562234431,449,1,1,1,1,0,0,0,1,1,0,0,0,1,1,0,1,1,1,11
28,192.28966737927504,178.4831507518962,21,0.014031546507126746,26,61,0.7933680755075472,0.8466899562234431,449,1,1,1,1,0,0,0,1,1,0,0,0,1,1,0,1,1,1,11
29,181.2088495225902,178.4831507518962,21,0.014031546507126746,26,61,0.7933680755075472,0.8466899562234431,449,1,1,1,1,0,0,0,1,1,0,0,0,1,1,0,1,1,1,11
