iteration,fitness,best_so_far,best_trial_number,best_param_0,best_param_1,best_param_2,best_param_3,best_param_4,best_param_5,best_param_6,best_param_7,best_param_8,best_param_9,best_param_10,best_param_11,best_param_12,best_param_13,best_param_14,best_param_15,best_param_16,best_param_17,best_param_18,best_param_19,best_param_20,best_param_21,best_param_22,best_param_23,best_selected_features_count
1,593.1412622469092,593.1412622469092,0,0.08923418089348906,73,2,0.3720993153686558,0.23208030173540176,183,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,8
2,280.6253953090778,280.6253953090778,1,0.17651393893624728,90,7,0.13514930490959415,0.25284737760811204,891,0,0,1,1,1,0,1,1,0,1,1,1,0,1,0,0,1,0,10
3,283.167156755829,280.6253953090778,1,0.17651393893624728,90,7,0.13514930490959415,0.25284737760811204,891,0,0,1,1,1,0,1,1,0,1,1,1,0,1,0,0,1,0,10
4,194.53325728383078,194.53325728383078,3,0.036462505977644125,81,27,0.2488187774052395,0.9347577223564305,413,1,1,1,1,1,0,0,1,0,1,1,1,0,1,0,1,0,0,11
5,223.14149037517495,194.53325728383078,3,0.036462505977644125,81,27,0.2488187774052395,0.9347577223564305,413,1,1,1,1,1,0,0,1,0,1,1,1,0,1,0,1,0,0,11
6,193.19418782982262,193.19418782982262,5,0.013777225429561162,4,3,0.32158996084274133,0.8740251538145992,585,1,1,0,0,1,1,1,0,1,0,1,0,1,1,1,0,0,0,10
7,285.3744220941615,193.19418782982262,5,0.013777225429561162,4,3,0.32158996084274133,0.8740251538145992,585,1,1,0,0,1,1,1,0,1,0,1,0,1,1,1,0,0,0,10
8,210.6902856667907,193.19418782982262,5,0.013777225429561162,4,3,0.32158996084274133,0.8740251538145992,585,1,1,0,0,1,1,1,0,1,0,1,0,1,1,1,0,0,0,10
9,478.2799404450424,193.19418782982262,5,0.013777225429561162,4,3,0.32158996084274133,0.8740251538145992,585,1,1,0,0,1,1,1,0,1,0,1,0,1,1,1,0,0,0,10
10,304.8621755498538,193.19418782982262,5,0.013777225429561162,4,3,0.32158996084274133,0.8740251538145992,585,1,1,0,0,1,1,1,0,1,0,1,0,1,1,1,0,0,0,10
11,193.40026110457865,193.19418782982262,5,0.013777225429561162,4,3,0.32158996084274133,0.8740251538145992,585,1,1,0,0,1,1,1,0,1,0,1,0,1,1,1,0,0,0,10
12,192.77254249757172,192.77254249757172,11,0.06233265099504964,32,42,0.4538188142906069,0.9994968540546223,681,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,10
13,190.95538533111787,190.95538533111787,12,0.050053421058838664,30,40,0.5035330192139309,0.7869231431614039,721,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,10
14,195.22052306279122,190.95538533111787,12,0.050053421058838664,30,40,0.5035330192139309,0.7869231431614039,721,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,10
15,193.24784992873495,190.95538533111787,12,0.050053421058838664,30,40,0.5035330192139309,0.7869231431614039,721,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,10
