iteration,fitness,best_so_far,best_trial_number,best_param_0,best_param_1,best_param_2,best_param_3,best_param_4,best_param_5,best_param_6,best_param_7,best_param_8,best_param_9,best_param_10,best_param_11,best_param_12,best_param_13,best_param_14,best_param_15,best_param_16,best_param_17,best_param_18,best_param_19,best_param_20,best_param_21,best_param_22,best_param_23,best_selected_features_count
21,208.92107256384733,181.25907069368643,19,0.03238825733924179,100,12,0.36827894632599334,0.6686222074919461,294,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1,0,0,1,11
22,183.306035646194,181.25907069368643,19,0.03238825733924179,100,12,0.36827894632599334,0.6686222074919461,294,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1,0,0,1,11
23,177.1047500511849,177.1047500511849,22,0.010061666401662762,100,17,0.238148492839905,0.6711487718759593,622,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1,0,0,1,11
24,179.50313790240898,177.1047500511849,22,0.010061666401662762,100,17,0.238148492839905,0.6711487718759593,622,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1,0,0,1,11
25,180.26171152718507,177.1047500511849,22,0.010061666401662762,100,17,0.238148492839905,0.6711487718759593,622,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1,0,0,1,11
26,183.85816010429704,177.1047500511849,22,0.010061666401662762,100,17,0.238148492839905,0.6711487718759593,622,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1,0,0,1,11
27,188.65338511874734,177.1047500511849,22,0.010061666401662762,100,17,0.238148492839905,0.6711487718759593,622,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1,0,0,1,11
28,185.63058788331688,177.1047500511849,22,0.010061666401662762,100,17,0.238148492839905,0.6711487718759593,622,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1,0,0,1,11
29,191.06027774292386,177.1047500511849,22,0.010061666401662762,100,17,0.238148492839905,0.6711487718759593,622,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1,0,0,1,11
30,201.85872367886788,177.1047500511849,22,0.010061666401662762,100,17,0.238148492839905,0.6711487718759593,622,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1,0,0,1,11
31,196.17136092728512,177.1047500511849,22,0.010061666401662762,100,17,0.238148492839905,0.6711487718759593,622,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1,0,0,1,11
32,183.98426609856327,177.1047500511849,22,0.010061666401662762,100,17,0.238148492839905,0.6711487718759593,622,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1,0,0,1,11
33,184.25672909522964,177.1047500511849,22,0.010061666401662762,100,17,0.238148492839905,0.6711487718759593,622,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1,0,0,1,11
34,181.9554957103095,177.1047500511849,22,0.010061666401662762,100,17,0.238148492839905,0.6711487718759593,622,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1,0,0,1,11
35,194.95728730287442,177.1047500511849,22,0.010061666401662762,100,17,0.238148492839905,0.6711487718759593,622,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1,0,0,1,11
36,189.10220437306307,177.1047500511849,22,0.010061666401662762,100,17,0.238148492839905,0.6711487718759593,622,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1,0,0,1,11
37,210.62263979450628,177.1047500511849,22,0.010061666401662762,100,17,0.238148492839905,0.6711487718759593,622,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1,0,0,1,11
38,244.09397074742355,177.1047500511849,22,0.010061666401662762,100,17,0.238148492839905,0.6711487718759593,622,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1,0,0,1,11
39,190.18315252340386,177.1047500511849,22,0.010061666401662762,100,17,0.238148492839905,0.6711487718759593,622,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1,0,0,1,11
40,218.02330516109953,177.1047500511849,22,0.010061666401662762,100,17,0.238148492839905,0.6711487718759593,622,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1,0,0,1,11
41,226.9429419755327,177.1047500511849,22,0.010061666401662762,100,17,0.238148492839905,0.6711487718759593,622,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1,0,0,1,11
42,181.1373118818085,177.1047500511849,22,0.010061666401662762,100,17,0.238148492839905,0.6711487718759593,622,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1,0,0,1,11
43,177.59641269515942,177.1047500511849,22,0.010061666401662762,100,17,0.238148492839905,0.6711487718759593,622,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1,0,0,1,11
44,194.64437853056313,177.1047500511849,22,0.010061666401662762,100,17,0.238148492839905,0.6711487718759593,622,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1,0,0,1,11
45,184.01673207442644,177.1047500511849,22,0.010061666401662762,100,17,0.238148492839905,0.6711487718759593,622,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1,0,0,1,11
46,188.62809132342633,177.1047500511849,22,0.010061666401662762,100,17,0.238148492839905,0.6711487718759593,622,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1,0,0,1,11
47,181.20425970631922,177.1047500511849,22,0.010061666401662762,100,17,0.238148492839905,0.6711487718759593,622,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1,0,0,1,11
48,210.44220094229732,177.1047500511849,22,0.010061666401662762,100,17,0.238148492839905,0.6711487718759593,622,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1,0,0,1,11
49,187.07778809921302,177.1047500511849,22,0.010061666401662762,100,17,0.238148492839905,0.6711487718759593,622,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1,0,0,1,11
50,224.9537884811992,177.1047500511849,22,0.010061666401662762,100,17,0.238148492839905,0.6711487718759593,622,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1,0,0,1,11
51,188.51768540475,177.1047500511849,22,0.010061666401662762,100,17,0.238148492839905,0.6711487718759593,622,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1,0,0,1,11
52,180.5746787887726,177.1047500511849,22,0.010061666401662762,100,17,0.238148492839905,0.6711487718759593,622,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1,0,0,1,11
53,188.08291165217847,177.1047500511849,22,0.010061666401662762,100,17,0.238148492839905,0.6711487718759593,622,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1,0,0,1,11
54,180.60715986598848,177.1047500511849,22,0.010061666401662762,100,17,0.238148492839905,0.6711487718759593,622,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1,0,0,1,11
55,187.24288568426473,177.1047500511849,22,0.010061666401662762,100,17,0.238148492839905,0.6711487718759593,622,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1,0,0,1,11
56,184.65570326252043,177.1047500511849,22,0.010061666401662762,100,17,0.238148492839905,0.6711487718759593,622,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1,0,0,1,11
57,178.62476970986788,177.1047500511849,22,0.010061666401662762,100,17,0.238148492839905,0.6711487718759593,622,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1,0,0,1,11
58,185.9767814969391,177.1047500511849,22,0.010061666401662762,100,17,0.238148492839905,0.6711487718759593,622,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1,0,0,1,11
59,184.387915777717,177.1047500511849,22,0.010061666401662762,100,17,0.238148492839905,0.6711487718759593,622,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1,0,0,1,11
60,187.96727459217593,177.1047500511849,22,0.010061666401662762,100,17,0.238148492839905,0.6711487718759593,622,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1,0,0,1,11
61,190.34680442561566,177.1047500511849,22,0.010061666401662762,100,17,0.238148492839905,0.6711487718759593,622,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1,0,0,1,11
62,177.9161109712277,177.1047500511849,22,0.010061666401662762,100,17,0.238148492839905,0.6711487718759593,622,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1,0,0,1,11
63,181.75001166829327,177.1047500511849,22,0.010061666401662762,100,17,0.238148492839905,0.6711487718759593,622,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1,0,0,1,11
64,181.1405392953959,177.1047500511849,22,0.010061666401662762,100,17,0.238148492839905,0.6711487718759593,622,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1,0,0,1,11
65,183.06367618859582,177.1047500511849,22,0.010061666401662762,100,17,0.238148492839905,0.6711487718759593,622,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1,0,0,1,11
66,176.98768190117298,176.98768190117298,65,0.01014423957209198,94,31,0.9601881570027128,0.7555977165041022,614,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,8
67,191.80066695817953,176.98768190117298,65,0.01014423957209198,94,31,0.9601881570027128,0.7555977165041022,614,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,8
68,197.3459194295451,176.98768190117298,65,0.01014423957209198,94,31,0.9601881570027128,0.7555977165041022,614,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,8
69,189.04714722348038,176.98768190117298,65,0.01014423957209198,94,31,0.9601881570027128,0.7555977165041022,614,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,8
70,214.66316856122938,176.98768190117298,65,0.01014423957209198,94,31,0.9601881570027128,0.7555977165041022,614,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,8
71,215.11203817820035,176.98768190117298,65,0.01014423957209198,94,31,0.9601881570027128,0.7555977165041022,614,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,8
72,182.22673564123676,176.98768190117298,65,0.01014423957209198,94,31,0.9601881570027128,0.7555977165041022,614,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,8
73,181.1431878343329,176.98768190117298,65,0.01014423957209198,94,31,0.9601881570027128,0.7555977165041022,614,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,8
74,177.30712033488035,176.98768190117298,65,0.01014423957209198,94,31,0.9601881570027128,0.7555977165041022,614,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,8
75,182.42544050667712,176.98768190117298,65,0.01014423957209198,94,31,0.9601881570027128,0.7555977165041022,614,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,8
76,184.73255174817388,176.98768190117298,65,0.01014423957209198,94,31,0.9601881570027128,0.7555977165041022,614,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,8
77,188.42129584299164,176.98768190117298,65,0.01014423957209198,94,31,0.9601881570027128,0.7555977165041022,614,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,8
78,182.16330348252285,176.98768190117298,65,0.01014423957209198,94,31,0.9601881570027128,0.7555977165041022,614,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,8
79,187.13364875298691,176.98768190117298,65,0.01014423957209198,94,31,0.9601881570027128,0.7555977165041022,614,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,8
80,264.03375487628944,176.98768190117298,65,0.01014423957209198,94,31,0.9601881570027128,0.7555977165041022,614,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,8
81,186.5287661782738,176.98768190117298,65,0.01014423957209198,94,31,0.9601881570027128,0.7555977165041022,614,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,8
82,183.9443597528292,176.98768190117298,65,0.01014423957209198,94,31,0.9601881570027128,0.7555977165041022,614,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,8
83,182.71184482044117,176.98768190117298,65,0.01014423957209198,94,31,0.9601881570027128,0.7555977165041022,614,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,8
84,184.63312924137938,176.98768190117298,65,0.01014423957209198,94,31,0.9601881570027128,0.7555977165041022,614,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,8
85,179.8995480647679,176.98768190117298,65,0.01014423957209198,94,31,0.9601881570027128,0.7555977165041022,614,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,8
86,185.35505210242604,176.98768190117298,65,0.01014423957209198,94,31,0.9601881570027128,0.7555977165041022,614,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,8
87,181.911503867927,176.98768190117298,65,0.01014423957209198,94,31,0.9601881570027128,0.7555977165041022,614,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,8
88,197.77578400924625,176.98768190117298,65,0.01014423957209198,94,31,0.9601881570027128,0.7555977165041022,614,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,8
89,177.75527586205973,176.98768190117298,65,0.01014423957209198,94,31,0.9601881570027128,0.7555977165041022,614,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,8
90,182.1819009908493,176.98768190117298,65,0.01014423957209198,94,31,0.9601881570027128,0.7555977165041022,614,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,8
91,190.72008912140845,176.98768190117298,65,0.01014423957209198,94,31,0.9601881570027128,0.7555977165041022,614,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,8
92,179.04165467538112,176.98768190117298,65,0.01014423957209198,94,31,0.9601881570027128,0.7555977165041022,614,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,8
93,181.59870371363976,176.98768190117298,65,0.01014423957209198,94,31,0.9601881570027128,0.7555977165041022,614,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,8
94,182.91134282998357,176.98768190117298,65,0.01014423957209198,94,31,0.9601881570027128,0.7555977165041022,614,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,8
95,184.12220156230478,176.98768190117298,65,0.01014423957209198,94,31,0.9601881570027128,0.7555977165041022,614,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,8
96,181.4465359689857,176.98768190117298,65,0.01014423957209198,94,31,0.9601881570027128,0.7555977165041022,614,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,8
97,187.67656212944559,176.98768190117298,65,0.01014423957209198,94,31,0.9601881570027128,0.7555977165041022,614,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,8
98,191.91439352400434,176.98768190117298,65,0.01014423957209198,94,31,0.9601881570027128,0.7555977165041022,614,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,8
99,191.2152724299171,176.98768190117298,65,0.01014423957209198,94,31,0.9601881570027128,0.7555977165041022,614,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,8
100,184.54396695933062,176.98768190117298,65,0.01014423957209198,94,31,0.9601881570027128,0.7555977165041022,614,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,8
101,182.50477383877313,176.98768190117298,65,0.01014423957209198,94,31,0.9601881570027128,0.7555977165041022,614,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,8
102,183.09915140072317,176.98768190117298,65,0.01014423957209198,94,31,0.9601881570027128,0.7555977165041022,614,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,8
103,182.96354242945546,176.98768190117298,65,0.01014423957209198,94,31,0.9601881570027128,0.7555977165041022,614,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,8
104,182.6456760158109,176.98768190117298,65,0.01014423957209198,94,31,0.9601881570027128,0.7555977165041022,614,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,8
105,183.16059456007312,176.98768190117298,65,0.01014423957209198,94,31,0.9601881570027128,0.7555977165041022,614,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,8
106,306.7141387897174,176.98768190117298,65,0.01014423957209198,94,31,0.9601881570027128,0.7555977165041022,614,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,8
107,176.92304113702903,176.92304113702903,106,0.010007427864013659,93,7,0.34109038350058574,0.7795669948566538,512,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,8
108,195.90457451923615,176.92304113702903,106,0.010007427864013659,93,7,0.34109038350058574,0.7795669948566538,512,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,8
109,191.1778605766778,176.92304113702903,106,0.010007427864013659,93,7,0.34109038350058574,0.7795669948566538,512,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,8
110,181.72087294802517,176.92304113702903,106,0.010007427864013659,93,7,0.34109038350058574,0.7795669948566538,512,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,8
111,191.1133573726572,176.92304113702903,106,0.010007427864013659,93,7,0.34109038350058574,0.7795669948566538,512,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,8
112,181.2794390724984,176.92304113702903,106,0.010007427864013659,93,7,0.34109038350058574,0.7795669948566538,512,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,8
113,184.46722510861133,176.92304113702903,106,0.010007427864013659,93,7,0.34109038350058574,0.7795669948566538,512,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,8
114,179.3834125878114,176.92304113702903,106,0.010007427864013659,93,7,0.34109038350058574,0.7795669948566538,512,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,8
115,182.43123808499143,176.92304113702903,106,0.010007427864013659,93,7,0.34109038350058574,0.7795669948566538,512,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,8
116,178.91608793666765,176.92304113702903,106,0.010007427864013659,93,7,0.34109038350058574,0.7795669948566538,512,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,8
117,252.91315873496384,176.92304113702903,106,0.010007427864013659,93,7,0.34109038350058574,0.7795669948566538,512,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,8
118,181.61679540791232,176.92304113702903,106,0.010007427864013659,93,7,0.34109038350058574,0.7795669948566538,512,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,8
119,178.20193425101698,176.92304113702903,106,0.010007427864013659,93,7,0.34109038350058574,0.7795669948566538,512,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,8
120,188.76659800443306,176.92304113702903,106,0.010007427864013659,93,7,0.34109038350058574,0.7795669948566538,512,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,8
121,181.61240292615508,176.92304113702903,106,0.010007427864013659,93,7,0.34109038350058574,0.7795669948566538,512,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,8
122,179.85956394862524,176.92304113702903,106,0.010007427864013659,93,7,0.34109038350058574,0.7795669948566538,512,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,8
123,181.87827357212598,176.92304113702903,106,0.010007427864013659,93,7,0.34109038350058574,0.7795669948566538,512,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,8
124,183.7470071484985,176.92304113702903,106,0.010007427864013659,93,7,0.34109038350058574,0.7795669948566538,512,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,8
125,177.05658484706638,176.92304113702903,106,0.010007427864013659,93,7,0.34109038350058574,0.7795669948566538,512,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,8
126,180.61677363733295,176.92304113702903,106,0.010007427864013659,93,7,0.34109038350058574,0.7795669948566538,512,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,8
127,177.61172133840364,176.92304113702903,106,0.010007427864013659,93,7,0.34109038350058574,0.7795669948566538,512,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,8
128,183.5109980049418,176.92304113702903,106,0.010007427864013659,93,7,0.34109038350058574,0.7795669948566538,512,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,8
129,179.96519331634354,176.92304113702903,106,0.010007427864013659,93,7,0.34109038350058574,0.7795669948566538,512,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,8
130,185.71838211437796,176.92304113702903,106,0.010007427864013659,93,7,0.34109038350058574,0.7795669948566538,512,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,8
131,227.958899814646,176.92304113702903,106,0.010007427864013659,93,7,0.34109038350058574,0.7795669948566538,512,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,8
132,178.60162237156248,176.92304113702903,106,0.010007427864013659,93,7,0.34109038350058574,0.7795669948566538,512,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,8
133,177.16485423839174,176.92304113702903,106,0.010007427864013659,93,7,0.34109038350058574,0.7795669948566538,512,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,8
134,180.0204710604144,176.92304113702903,106,0.010007427864013659,93,7,0.34109038350058574,0.7795669948566538,512,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,8
135,182.6016520531761,176.92304113702903,106,0.010007427864013659,93,7,0.34109038350058574,0.7795669948566538,512,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,8
136,180.83489804835278,176.92304113702903,106,0.010007427864013659,93,7,0.34109038350058574,0.7795669948566538,512,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,8
137,178.8958972443834,176.92304113702903,106,0.010007427864013659,93,7,0.34109038350058574,0.7795669948566538,512,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,8
138,182.31587068168,176.92304113702903,106,0.010007427864013659,93,7,0.34109038350058574,0.7795669948566538,512,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,8
139,181.7913974859294,176.92304113702903,106,0.010007427864013659,93,7,0.34109038350058574,0.7795669948566538,512,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,8
140,182.62556134741305,176.92304113702903,106,0.010007427864013659,93,7,0.34109038350058574,0.7795669948566538,512,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,8
141,184.82430100026752,176.92304113702903,106,0.010007427864013659,93,7,0.34109038350058574,0.7795669948566538,512,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,8
142,181.33789970629914,176.92304113702903,106,0.010007427864013659,93,7,0.34109038350058574,0.7795669948566538,512,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,8
143,178.1910148888303,176.92304113702903,106,0.010007427864013659,93,7,0.34109038350058574,0.7795669948566538,512,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,8
144,182.61156436479698,176.92304113702903,106,0.010007427864013659,93,7,0.34109038350058574,0.7795669948566538,512,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,8
145,177.35935756697995,176.92304113702903,106,0.010007427864013659,93,7,0.34109038350058574,0.7795669948566538,512,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,8
146,180.40443834763488,176.92304113702903,106,0.010007427864013659,93,7,0.34109038350058574,0.7795669948566538,512,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,8
147,211.87739053441712,176.92304113702903,106,0.010007427864013659,93,7,0.34109038350058574,0.7795669948566538,512,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,8
148,182.5899813137776,176.92304113702903,106,0.010007427864013659,93,7,0.34109038350058574,0.7795669948566538,512,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,8
149,180.6471986927662,176.92304113702903,106,0.010007427864013659,93,7,0.34109038350058574,0.7795669948566538,512,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,8
150,177.46246139962713,176.92304113702903,106,0.010007427864013659,93,7,0.34109038350058574,0.7795669948566538,512,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,8
