iteration,fitness,best_so_far,best_trial_number,best_param_0,best_param_1,best_param_2,best_param_3,best_param_4,best_param_5,best_param_6,best_param_7,best_param_8,best_param_9,best_param_10,best_param_11,best_param_12,best_param_13,best_param_14,best_param_15,best_param_16,best_param_17,best_param_18,best_param_19,best_param_20,best_param_21,best_param_22,best_param_23,best_selected_features_count
1,288.3278660020738,288.3278660020738,0,0.04425124088658615,3,31,0.7524405362729331,0.47818324412895474,537,0,0,1,1,1,0,1,1,0,1,0,0,0,0,1,1,0,0,8
2,538.0587072215978,288.3278660020738,0,0.04425124088658615,3,31,0.7524405362729331,0.47818324412895474,537,0,0,1,1,1,0,1,1,0,1,0,0,0,0,1,1,0,0,8
3,217.86319937151723,217.86319937151723,2,0.160598063165186,57,40,0.4253351879828816,0.25193556872690753,493,1,0,0,1,0,1,1,1,0,0,1,1,1,1,1,1,0,1,12
4,266.0872281008885,217.86319937151723,2,0.160598063165186,57,40,0.4253351879828816,0.25193556872690753,493,1,0,0,1,0,1,1,1,0,0,1,1,1,1,1,1,0,1,12
5,204.0578397305295,204.0578397305295,4,0.07058534555412926,58,43,0.618002686949711,0.3863684745883429,296,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,0,9
6,248.0306618963953,204.0578397305295,4,0.07058534555412926,58,43,0.618002686949711,0.3863684745883429,296,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,0,9
7,246.43662461348478,204.0578397305295,4,0.07058534555412926,58,43,0.618002686949711,0.3863684745883429,296,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,0,9
8,203.86681545729226,203.86681545729226,7,0.100868761644239,92,24,0.14786184590109608,0.6525732963010273,381,1,1,0,0,0,1,0,1,1,1,1,0,0,1,0,1,0,0,9
9,313.68437944529717,203.86681545729226,7,0.100868761644239,92,24,0.14786184590109608,0.6525732963010273,381,1,1,0,0,0,1,0,1,1,1,1,0,0,1,0,1,0,0,9
10,395.8879113135639,203.86681545729226,7,0.100868761644239,92,24,0.14786184590109608,0.6525732963010273,381,1,1,0,0,0,1,0,1,1,1,1,0,0,1,0,1,0,0,9
11,203.56859245275248,203.56859245275248,10,0.0753457054176682,95,10,0.12853384690312228,0.7759990121532074,753,1,1,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0,1,9
12,203.17276745740352,203.17276745740352,11,0.07441817660902633,98,11,0.10712580194306161,0.7904457737978173,749,1,1,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0,1,9
