iteration,fitness,best_so_far,best_trial_number,best_param_0,best_param_1,best_param_2,best_param_3,best_param_4,best_param_5,best_param_6,best_param_7,best_param_8,best_param_9,best_param_10,best_param_11,best_param_12,best_param_13,best_param_14,best_param_15,best_param_16,best_param_17,best_param_18,best_param_19,best_param_20,best_param_21,best_param_22,best_param_23,best_selected_features_count
1,217.69316676394962,217.69316676394962,0,0.15655092222068176,4,41,0.7739234942847507,0.5486563110723314,302,0,1,0,0,1,1,0,1,1,1,1,0,1,1,1,0,0,1,11
2,199.24689350668203,199.24689350668203,1,0.09394830314036925,44,40,0.5618244182989518,0.6853574637383205,641,1,1,1,0,0,0,0,1,0,1,1,1,0,1,0,1,0,1,10
3,229.77148314383237,199.24689350668203,1,0.09394830314036925,44,40,0.5618244182989518,0.6853574637383205,641,1,1,1,0,0,0,0,1,0,1,1,1,0,1,0,1,0,1,10
4,259.796251077736,199.24689350668203,1,0.09394830314036925,44,40,0.5618244182989518,0.6853574637383205,641,1,1,1,0,0,0,0,1,0,1,1,1,0,1,0,1,0,1,10
5,484.886376688138,199.24689350668203,1,0.09394830314036925,44,40,0.5618244182989518,0.6853574637383205,641,1,1,1,0,0,0,0,1,0,1,1,1,0,1,0,1,0,1,10
6,352.65837603445254,199.24689350668203,1,0.09394830314036925,44,40,0.5618244182989518,0.6853574637383205,641,1,1,1,0,0,0,0,1,0,1,1,1,0,1,0,1,0,1,10
7,251.66495733236346,199.24689350668203,1,0.09394830314036925,44,40,0.5618244182989518,0.6853574637383205,641,1,1,1,0,0,0,0,1,0,1,1,1,0,1,0,1,0,1,10
8,255.35617747967626,199.24689350668203,1,0.09394830314036925,44,40,0.5618244182989518,0.6853574637383205,641,1,1,1,0,0,0,0,1,0,1,1,1,0,1,0,1,0,1,10
9,409.5886368175718,199.24689350668203,1,0.09394830314036925,44,40,0.5618244182989518,0.6853574637383205,641,1,1,1,0,0,0,0,1,0,1,1,1,0,1,0,1,0,1,10
10,253.2554406786422,199.24689350668203,1,0.09394830314036925,44,40,0.5618244182989518,0.6853574637383205,641,1,1,1,0,0,0,0,1,0,1,1,1,0,1,0,1,0,1,10
11,282.12151758462574,199.24689350668203,1,0.09394830314036925,44,40,0.5618244182989518,0.6853574637383205,641,1,1,1,0,0,0,0,1,0,1,1,1,0,1,0,1,0,1,10
12,191.54662222930077,191.54662222930077,11,0.14748727640333267,38,43,0.7251905833061039,0.43282639996481986,411,1,1,0,0,1,0,0,1,1,1,1,0,1,1,1,0,0,1,11
13,200.23640699277158,191.54662222930077,11,0.14748727640333267,38,43,0.7251905833061039,0.43282639996481986,411,1,1,0,0,1,0,0,1,1,1,1,0,1,1,1,0,0,1,11
14,202.0809533093517,191.54662222930077,11,0.14748727640333267,38,43,0.7251905833061039,0.43282639996481986,411,1,1,0,0,1,0,0,1,1,1,1,0,1,1,1,0,0,1,11
15,197.74488999755516,191.54662222930077,11,0.14748727640333267,38,43,0.7251905833061039,0.43282639996481986,411,1,1,0,0,1,0,0,1,1,1,1,0,1,1,1,0,0,1,11
16,196.47328012272214,191.54662222930077,11,0.14748727640333267,38,43,0.7251905833061039,0.43282639996481986,411,1,1,0,0,1,0,0,1,1,1,1,0,1,1,1,0,0,1,11
17,239.2620796204773,191.54662222930077,11,0.14748727640333267,38,43,0.7251905833061039,0.43282639996481986,411,1,1,0,0,1,0,0,1,1,1,1,0,1,1,1,0,0,1,11
18,196.09055830017635,191.54662222930077,11,0.14748727640333267,38,43,0.7251905833061039,0.43282639996481986,411,1,1,0,0,1,0,0,1,1,1,1,0,1,1,1,0,0,1,11
19,198.17508654434863,191.54662222930077,11,0.14748727640333267,38,43,0.7251905833061039,0.43282639996481986,411,1,1,0,0,1,0,0,1,1,1,1,0,1,1,1,0,0,1,11
20,227.19869441410754,191.54662222930077,11,0.14748727640333267,38,43,0.7251905833061039,0.43282639996481986,411,1,1,0,0,1,0,0,1,1,1,1,0,1,1,1,0,0,1,11
21,206.1248816609177,191.54662222930077,11,0.14748727640333267,38,43,0.7251905833061039,0.43282639996481986,411,1,1,0,0,1,0,0,1,1,1,1,0,1,1,1,0,0,1,11
22,202.3613849595316,191.54662222930077,11,0.14748727640333267,38,43,0.7251905833061039,0.43282639996481986,411,1,1,0,0,1,0,0,1,1,1,1,0,1,1,1,0,0,1,11
23,194.00347710627514,191.54662222930077,11,0.14748727640333267,38,43,0.7251905833061039,0.43282639996481986,411,1,1,0,0,1,0,0,1,1,1,1,0,1,1,1,0,0,1,11
24,191.14570880005246,191.14570880005246,23,0.12143095899643426,50,43,0.22639039974330832,0.8931897351575209,548,1,1,0,0,1,0,1,1,1,1,0,0,1,1,1,0,0,1,11
25,190.43321018805676,190.43321018805676,24,0.12195679307347947,51,44,0.25207537049261153,0.8924248276897485,570,1,1,0,0,1,0,1,1,1,1,0,0,1,1,1,0,0,1,11
26,218.56641675081923,190.43321018805676,24,0.12195679307347947,51,44,0.25207537049261153,0.8924248276897485,570,1,1,0,0,1,0,1,1,1,1,0,0,1,1,1,0,0,1,11
27,190.47191321636043,190.43321018805676,24,0.12195679307347947,51,44,0.25207537049261153,0.8924248276897485,570,1,1,0,0,1,0,1,1,1,1,0,0,1,1,1,0,0,1,11
28,191.80748283829178,190.43321018805676,24,0.12195679307347947,51,44,0.25207537049261153,0.8924248276897485,570,1,1,0,0,1,0,1,1,1,1,0,0,1,1,1,0,0,1,11
29,184.6923836605471,184.6923836605471,28,0.058773152617177006,80,45,0.11863907737453408,0.7635568387518961,493,1,1,0,0,1,0,1,1,1,1,0,0,1,1,1,0,0,1,11
30,182.7917549078741,182.7917549078741,29,0.04462426370530877,84,47,0.11323195712040471,0.7649477561220008,493,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,0,0,1,12
31,181.56291233811112,181.56291233811112,30,0.047971810266518505,99,37,0.10245717469208278,0.5825102933727048,321,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,0,0,1,12
32,183.61638126478883,181.56291233811112,30,0.047971810266518505,99,37,0.10245717469208278,0.5825102933727048,321,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,0,0,1,12
33,182.98228837104276,181.56291233811112,30,0.047971810266518505,99,37,0.10245717469208278,0.5825102933727048,321,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,0,0,1,12
34,183.72796737080452,181.56291233811112,30,0.047971810266518505,99,37,0.10245717469208278,0.5825102933727048,321,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,0,0,1,12
