iteration,fitness,best_so_far,best_trial_number,best_param_0,best_param_1,best_param_2,best_param_3,best_param_4,best_param_5
1,200.31376510005816,200.31376510005816,0,0.19373566941259857,56,63,0.7433343943069282,0.7279559421375438,294
2,205.90042300794627,200.31376510005816,0,0.19373566941259857,56,63,0.7433343943069282,0.7279559421375438,294
3,284.847398167684,200.31376510005816,0,0.19373566941259857,56,63,0.7433343943069282,0.7279559421375438,294
4,193.2398026937869,193.2398026937869,3,0.018390411006984922,96,29,0.9540795761034065,0.8076753873415549,880
5,192.9157609045322,192.9157609045322,4,0.042901430084230155,9,39,0.2511749653465635,0.7600421507595129,468
6,249.38758409021935,192.9157609045322,4,0.042901430084230155,9,39,0.2511749653465635,0.7600421507595129,468
7,202.47090598882377,192.9157609045322,4,0.042901430084230155,9,39,0.2511749653465635,0.7600421507595129,468
8,198.9328320109138,192.9157609045322,4,0.042901430084230155,9,39,0.2511749653465635,0.7600421507595129,468
9,199.2867000485481,192.9157609045322,4,0.042901430084230155,9,39,0.2511749653465635,0.7600421507595129,468
10,200.49765086783552,192.9157609045322,4,0.042901430084230155,9,39,0.2511749653465635,0.7600421507595129,468
11,197.68473599329351,192.9157609045322,4,0.042901430084230155,9,39,0.2511749653465635,0.7600421507595129,468
12,192.4667060577461,192.4667060577461,11,0.01381068285613208,80,44,0.9913796803521662,0.5111856489329959,995
13,200.63464335104194,192.4667060577461,11,0.01381068285613208,80,44,0.9913796803521662,0.5111856489329959,995
14,186.78971659954794,186.78971659954794,13,0.0523030955282017,41,45,0.9628905585026265,0.5640187347947765,130
15,241.74693112460608,186.78971659954794,13,0.0523030955282017,41,45,0.9628905585026265,0.5640187347947765,130
16,189.35400679249972,186.78971659954794,13,0.0523030955282017,41,45,0.9628905585026265,0.5640187347947765,130
17,191.5835259745019,186.78971659954794,13,0.0523030955282017,41,45,0.9628905585026265,0.5640187347947765,130
18,192.49774387520154,186.78971659954794,13,0.0523030955282017,41,45,0.9628905585026265,0.5640187347947765,130
19,191.2505346344763,186.78971659954794,13,0.0523030955282017,41,45,0.9628905585026265,0.5640187347947765,130
20,250.94041684890524,186.78971659954794,13,0.0523030955282017,41,45,0.9628905585026265,0.5640187347947765,130
21,196.63109469260203,186.78971659954794,13,0.0523030955282017,41,45,0.9628905585026265,0.5640187347947765,130
22,193.072134449964,186.78971659954794,13,0.0523030955282017,41,45,0.9628905585026265,0.5640187347947765,130
23,190.87525071809537,186.78971659954794,13,0.0523030955282017,41,45,0.9628905585026265,0.5640187347947765,130
