iteration,fitness,best_so_far,best_trial_number,best_param_0,best_param_1,best_param_2,best_param_3,best_param_4,best_param_5
1,199.0873129812695,199.0873129812695,0,0.11465160148916934,72,20,0.5597448446778968,0.9036522589128893,907
2,255.98717331834484,199.0873129812695,0,0.11465160148916934,72,20,0.5597448446778968,0.9036522589128893,907
3,278.0182746401633,199.0873129812695,0,0.11465160148916934,72,20,0.5597448446778968,0.9036522589128893,907
4,194.4218294136968,194.4218294136968,3,0.05925796491241843,43,19,0.7238241264816967,0.49640834590366556,241
5,202.6932932579199,194.4218294136968,3,0.05925796491241843,43,19,0.7238241264816967,0.49640834590366556,241
6,205.39300228185812,194.4218294136968,3,0.05925796491241843,43,19,0.7238241264816967,0.49640834590366556,241
7,204.9389073653299,194.4218294136968,3,0.05925796491241843,43,19,0.7238241264816967,0.49640834590366556,241
8,194.65495221647,194.4218294136968,3,0.05925796491241843,43,19,0.7238241264816967,0.49640834590366556,241
9,191.543016859357,191.543016859357,8,0.06281572625848425,47,14,0.2812408399387658,0.5626315538356977,178
10,201.48047434675064,191.543016859357,8,0.06281572625848425,47,14,0.2812408399387658,0.5626315538356977,178
11,190.04268165717954,190.04268165717954,10,0.024831592545470238,95,5,0.13492436782644082,0.9035645999843651,333
12,459.3521821161063,190.04268165717954,10,0.024831592545470238,95,5,0.13492436782644082,0.9035645999843651,333
13,205.54869122227277,190.04268165717954,10,0.024831592545470238,95,5,0.13492436782644082,0.9035645999843651,333
14,189.6588549280174,189.6588549280174,13,0.026744272159764253,92,11,0.3083975744926377,0.7964376365090858,344
15,186.49682357560036,186.49682357560036,14,0.011469600875463828,100,10,0.44929920997746997,0.8367394714524854,363
16,193.85445764856522,186.49682357560036,14,0.011469600875463828,100,10,0.44929920997746997,0.8367394714524854,363
17,200.4637916192566,186.49682357560036,14,0.011469600875463828,100,10,0.44929920997746997,0.8367394714524854,363
18,250.89885096241662,186.49682357560036,14,0.011469600875463828,100,10,0.44929920997746997,0.8367394714524854,363
19,198.02947339779053,186.49682357560036,14,0.011469600875463828,100,10,0.44929920997746997,0.8367394714524854,363
20,189.49030311624819,186.49682357560036,14,0.011469600875463828,100,10,0.44929920997746997,0.8367394714524854,363
21,188.16114545027756,186.49682357560036,14,0.011469600875463828,100,10,0.44929920997746997,0.8367394714524854,363
22,191.57307638111476,186.49682357560036,14,0.011469600875463828,100,10,0.44929920997746997,0.8367394714524854,363
23,189.80202407887657,186.49682357560036,14,0.011469600875463828,100,10,0.44929920997746997,0.8367394714524854,363
24,194.81005615891954,186.49682357560036,14,0.011469600875463828,100,10,0.44929920997746997,0.8367394714524854,363
25,237.4344293049178,186.49682357560036,14,0.011469600875463828,100,10,0.44929920997746997,0.8367394714524854,363
26,186.53174626268563,186.49682357560036,14,0.011469600875463828,100,10,0.44929920997746997,0.8367394714524854,363
27,199.386165744819,186.49682357560036,14,0.011469600875463828,100,10,0.44929920997746997,0.8367394714524854,363
28,194.42497325922918,186.49682357560036,14,0.011469600875463828,100,10,0.44929920997746997,0.8367394714524854,363
29,192.07784559985845,186.49682357560036,14,0.011469600875463828,100,10,0.44929920997746997,0.8367394714524854,363
30,204.7496041918297,186.49682357560036,14,0.011469600875463828,100,10,0.44929920997746997,0.8367394714524854,363
31,199.24669637126152,186.49682357560036,14,0.011469600875463828,100,10,0.44929920997746997,0.8367394714524854,363
32,189.72121072038908,186.49682357560036,14,0.011469600875463828,100,10,0.44929920997746997,0.8367394714524854,363
33,194.27469553213623,186.49682357560036,14,0.011469600875463828,100,10,0.44929920997746997,0.8367394714524854,363
34,186.24528633291908,186.24528633291908,33,0.011516479619339508,94,25,0.507627328031136,0.521034084438018,561
35,185.14844838932225,185.14844838932225,34,0.010436077872420006,92,22,0.3682518962563294,0.523205481644189,552
36,193.0145699247892,185.14844838932225,34,0.010436077872420006,92,22,0.3682518962563294,0.523205481644189,552
37,277.923003652834,185.14844838932225,34,0.010436077872420006,92,22,0.3682518962563294,0.523205481644189,552
38,196.48336901718264,185.14844838932225,34,0.010436077872420006,92,22,0.3682518962563294,0.523205481644189,552
39,195.99605403979487,185.14844838932225,34,0.010436077872420006,92,22,0.3682518962563294,0.523205481644189,552
40,188.03977773636802,185.14844838932225,34,0.010436077872420006,92,22,0.3682518962563294,0.523205481644189,552
41,195.1286025190886,185.14844838932225,34,0.010436077872420006,92,22,0.3682518962563294,0.523205481644189,552
42,189.00349197713993,185.14844838932225,34,0.010436077872420006,92,22,0.3682518962563294,0.523205481644189,552
43,244.08424760792204,185.14844838932225,34,0.010436077872420006,92,22,0.3682518962563294,0.523205481644189,552
44,191.04458008795942,185.14844838932225,34,0.010436077872420006,92,22,0.3682518962563294,0.523205481644189,552
45,196.20812071990588,185.14844838932225,34,0.010436077872420006,92,22,0.3682518962563294,0.523205481644189,552
46,200.5431383004505,185.14844838932225,34,0.010436077872420006,92,22,0.3682518962563294,0.523205481644189,552
47,191.81674082379985,185.14844838932225,34,0.010436077872420006,92,22,0.3682518962563294,0.523205481644189,552
48,186.85872818781377,185.14844838932225,34,0.010436077872420006,92,22,0.3682518962563294,0.523205481644189,552
49,192.19787624749924,185.14844838932225,34,0.010436077872420006,92,22,0.3682518962563294,0.523205481644189,552
50,185.7083075784967,185.14844838932225,34,0.010436077872420006,92,22,0.3682518962563294,0.523205481644189,552
51,196.05082689707166,185.14844838932225,34,0.010436077872420006,92,22,0.3682518962563294,0.523205481644189,552
52,214.44738994089113,185.14844838932225,34,0.010436077872420006,92,22,0.3682518962563294,0.523205481644189,552
53,192.5077107287745,185.14844838932225,34,0.010436077872420006,92,22,0.3682518962563294,0.523205481644189,552
54,191.81952380254398,185.14844838932225,34,0.010436077872420006,92,22,0.3682518962563294,0.523205481644189,552
55,190.3286377756528,185.14844838932225,34,0.010436077872420006,92,22,0.3682518962563294,0.523205481644189,552
56,214.51362556877132,185.14844838932225,34,0.010436077872420006,92,22,0.3682518962563294,0.523205481644189,552
57,204.73278610809587,185.14844838932225,34,0.010436077872420006,92,22,0.3682518962563294,0.523205481644189,552
58,190.19888975761654,185.14844838932225,34,0.010436077872420006,92,22,0.3682518962563294,0.523205481644189,552
59,190.71642743381847,185.14844838932225,34,0.010436077872420006,92,22,0.3682518962563294,0.523205481644189,552
60,199.42628380539287,185.14844838932225,34,0.010436077872420006,92,22,0.3682518962563294,0.523205481644189,552
61,202.58882398449626,185.14844838932225,34,0.010436077872420006,92,22,0.3682518962563294,0.523205481644189,552
62,193.80182966630875,185.14844838932225,34,0.010436077872420006,92,22,0.3682518962563294,0.523205481644189,552
