iteration,fitness,best_so_far,best_trial_number,best_param_0,best_param_1,best_param_2,best_param_3,best_param_4,best_param_5
1,201.82712491900486,201.82712491900486,0,0.15776345800902583,25,53,0.9691742782386997,0.975341002514404,508
2,283.34654157145013,201.82712491900486,0,0.15776345800902583,25,53,0.9691742782386997,0.975341002514404,508
3,230.7502056699705,201.82712491900486,0,0.15776345800902583,25,53,0.9691742782386997,0.975341002514404,508
4,194.76764306872292,194.76764306872292,3,0.011788426315384189,37,61,0.29610910821852005,0.3874522297423282,926
5,251.64553635236834,194.76764306872292,3,0.011788426315384189,37,61,0.29610910821852005,0.3874522297423282,926
6,204.82882621180016,194.76764306872292,3,0.011788426315384189,37,61,0.29610910821852005,0.3874522297423282,926
7,231.99395578536095,194.76764306872292,3,0.011788426315384189,37,61,0.29610910821852005,0.3874522297423282,926
8,207.91288026417945,194.76764306872292,3,0.011788426315384189,37,61,0.29610910821852005,0.3874522297423282,926
9,222.67047209882176,194.76764306872292,3,0.011788426315384189,37,61,0.29610910821852005,0.3874522297423282,926
10,225.84398948090765,194.76764306872292,3,0.011788426315384189,37,61,0.29610910821852005,0.3874522297423282,926
11,200.9506375235926,194.76764306872292,3,0.011788426315384189,37,61,0.29610910821852005,0.3874522297423282,926
12,200.30248799309345,194.76764306872292,3,0.011788426315384189,37,61,0.29610910821852005,0.3874522297423282,926
13,197.78824779152168,194.76764306872292,3,0.011788426315384189,37,61,0.29610910821852005,0.3874522297423282,926
14,196.25673402854892,194.76764306872292,3,0.011788426315384189,37,61,0.29610910821852005,0.3874522297423282,926
15,195.30722419750032,194.76764306872292,3,0.011788426315384189,37,61,0.29610910821852005,0.3874522297423282,926
16,200.55237882699743,194.76764306872292,3,0.011788426315384189,37,61,0.29610910821852005,0.3874522297423282,926
17,199.96359938649235,194.76764306872292,3,0.011788426315384189,37,61,0.29610910821852005,0.3874522297423282,926
18,198.39063683860687,194.76764306872292,3,0.011788426315384189,37,61,0.29610910821852005,0.3874522297423282,926
19,197.52570368148278,194.76764306872292,3,0.011788426315384189,37,61,0.29610910821852005,0.3874522297423282,926
20,196.5302308168336,194.76764306872292,3,0.011788426315384189,37,61,0.29610910821852005,0.3874522297423282,926
21,195.26724320982296,194.76764306872292,3,0.011788426315384189,37,61,0.29610910821852005,0.3874522297423282,926
22,195.24989360144764,194.76764306872292,3,0.011788426315384189,37,61,0.29610910821852005,0.3874522297423282,926
23,195.747782871714,194.76764306872292,3,0.011788426315384189,37,61,0.29610910821852005,0.3874522297423282,926
24,201.132596939953,194.76764306872292,3,0.011788426315384189,37,61,0.29610910821852005,0.3874522297423282,926
25,195.94573072576955,194.76764306872292,3,0.011788426315384189,37,61,0.29610910821852005,0.3874522297423282,926
26,198.16844978067277,194.76764306872292,3,0.011788426315384189,37,61,0.29610910821852005,0.3874522297423282,926
27,198.72923652963945,194.76764306872292,3,0.011788426315384189,37,61,0.29610910821852005,0.3874522297423282,926
28,186.0681103494273,186.0681103494273,27,0.010060725579505471,41,48,0.2596605411685085,0.6408392001841352,587
29,250.3963833427306,186.0681103494273,27,0.010060725579505471,41,48,0.2596605411685085,0.6408392001841352,587
30,196.2586577981156,186.0681103494273,27,0.010060725579505471,41,48,0.2596605411685085,0.6408392001841352,587
31,197.06324949195587,186.0681103494273,27,0.010060725579505471,41,48,0.2596605411685085,0.6408392001841352,587
32,192.2896145974264,186.0681103494273,27,0.010060725579505471,41,48,0.2596605411685085,0.6408392001841352,587
33,192.73500929352176,186.0681103494273,27,0.010060725579505471,41,48,0.2596605411685085,0.6408392001841352,587
34,189.42404041107397,186.0681103494273,27,0.010060725579505471,41,48,0.2596605411685085,0.6408392001841352,587
35,190.27507876107182,186.0681103494273,27,0.010060725579505471,41,48,0.2596605411685085,0.6408392001841352,587
36,188.14243045297135,186.0681103494273,27,0.010060725579505471,41,48,0.2596605411685085,0.6408392001841352,587
37,189.72970766624053,186.0681103494273,27,0.010060725579505471,41,48,0.2596605411685085,0.6408392001841352,587
38,186.61482333121577,186.0681103494273,27,0.010060725579505471,41,48,0.2596605411685085,0.6408392001841352,587
39,191.325367888232,186.0681103494273,27,0.010060725579505471,41,48,0.2596605411685085,0.6408392001841352,587
40,192.8845823557226,186.0681103494273,27,0.010060725579505471,41,48,0.2596605411685085,0.6408392001841352,587
41,196.3188161371996,186.0681103494273,27,0.010060725579505471,41,48,0.2596605411685085,0.6408392001841352,587
42,188.00151921796393,186.0681103494273,27,0.010060725579505471,41,48,0.2596605411685085,0.6408392001841352,587
43,186.35963466027738,186.0681103494273,27,0.010060725579505471,41,48,0.2596605411685085,0.6408392001841352,587
44,202.29202706116922,186.0681103494273,27,0.010060725579505471,41,48,0.2596605411685085,0.6408392001841352,587
45,196.96753973170533,186.0681103494273,27,0.010060725579505471,41,48,0.2596605411685085,0.6408392001841352,587
46,193.2202339793435,186.0681103494273,27,0.010060725579505471,41,48,0.2596605411685085,0.6408392001841352,587
47,193.67460364240105,186.0681103494273,27,0.010060725579505471,41,48,0.2596605411685085,0.6408392001841352,587
48,195.77036686328168,186.0681103494273,27,0.010060725579505471,41,48,0.2596605411685085,0.6408392001841352,587
49,186.28646615042993,186.0681103494273,27,0.010060725579505471,41,48,0.2596605411685085,0.6408392001841352,587
50,232.14298204717662,186.0681103494273,27,0.010060725579505471,41,48,0.2596605411685085,0.6408392001841352,587
51,185.4536813704576,185.4536813704576,50,0.010763940602944454,80,36,0.6723877126795995,0.5242403774147557,579
52,185.23280578754128,185.23280578754128,51,0.010529584245164094,80,31,0.6944581406452848,0.5227993670853912,576
53,184.9736429391606,184.9736429391606,52,0.010103750335809146,81,28,0.674385082599964,0.507398933525078,574
54,186.6043792281201,184.9736429391606,52,0.010103750335809146,81,28,0.674385082599964,0.507398933525078,574
55,197.9503174226499,184.9736429391606,52,0.010103750335809146,81,28,0.674385082599964,0.507398933525078,574
56,192.42273581217418,184.9736429391606,52,0.010103750335809146,81,28,0.674385082599964,0.507398933525078,574
57,197.80614166885331,184.9736429391606,52,0.010103750335809146,81,28,0.674385082599964,0.507398933525078,574
58,194.51233207136465,184.9736429391606,52,0.010103750335809146,81,28,0.674385082599964,0.507398933525078,574
59,203.09741971848425,184.9736429391606,52,0.010103750335809146,81,28,0.674385082599964,0.507398933525078,574
60,198.65384597651635,184.9736429391606,52,0.010103750335809146,81,28,0.674385082599964,0.507398933525078,574
61,277.25600774022206,184.9736429391606,52,0.010103750335809146,81,28,0.674385082599964,0.507398933525078,574
62,191.04708656847953,184.9736429391606,52,0.010103750335809146,81,28,0.674385082599964,0.507398933525078,574
63,192.175871189663,184.9736429391606,52,0.010103750335809146,81,28,0.674385082599964,0.507398933525078,574
64,188.16486890988918,184.9736429391606,52,0.010103750335809146,81,28,0.674385082599964,0.507398933525078,574
65,197.27683468576083,184.9736429391606,52,0.010103750335809146,81,28,0.674385082599964,0.507398933525078,574
66,197.9305224464501,184.9736429391606,52,0.010103750335809146,81,28,0.674385082599964,0.507398933525078,574
67,183.70494258033887,183.70494258033887,66,0.0104414500147382,79,33,0.5753319144567667,0.6669407337694538,591
68,190.1891242420829,183.70494258033887,66,0.0104414500147382,79,33,0.5753319144567667,0.6669407337694538,591
69,195.13984884143485,183.70494258033887,66,0.0104414500147382,79,33,0.5753319144567667,0.6669407337694538,591
70,185.46357285673741,183.70494258033887,66,0.0104414500147382,79,33,0.5753319144567667,0.6669407337694538,591
71,196.97651809694477,183.70494258033887,66,0.0104414500147382,79,33,0.5753319144567667,0.6669407337694538,591
72,187.8013351981952,183.70494258033887,66,0.0104414500147382,79,33,0.5753319144567667,0.6669407337694538,591
73,187.67809784885148,183.70494258033887,66,0.0104414500147382,79,33,0.5753319144567667,0.6669407337694538,591
